진료과,순위,상명코드,상병명,건수,지역,년도
한방진료과,6,K30,소화불량,315,대전,2019
한방진료과,7,M62,기타 근장애,276,대전,2019
한방진료과,8,U23,,268,대전,2019
한방진료과,9,M79,달리 분류되지 않은 기타 연조직장애,195,대전,2019
한방진료과,10,M17,윤충증,175,대전,2019
한방진료과,11,G51,얼굴신경 장애,171,대전,2019
한방진료과,12,R51,두통,130,대전,2019
한방진료과,13,J06,다발성 및 상세불명 부위의 급성 상기도감염,105,대전,2019
한방진료과,14,S43,"팔이음뼈의 관절 및 인대의 탈구, 염좌 및 긴장",67,대전,2019
한방진료과,15,R42,현기 및 어지러움,52,대전,2019
한방진료과,16,S80,아래다리의 표재성 손상,51,대전,2019
한방진료과,17,I73,기타 말초혈관질환,51,대전,2019
한방진료과,18,G64,말초신경계통의 기타 장애,42,대전,2019
한방진료과,19,U71,신병증(腎病證),36,대전,2019
한방진료과,20,S93,발목 및 발부위에서의 관절 및 인대의 탈구. 염좌 및 긴장,35,대전,2019
호흡기 내과,1,J44,기타 만성 폐쇄성 폐질환,4651,대전,2019
호흡기 내과,2,J98,기타 호흡장애,4308,대전,2019
호흡기 내과,3,J40,급성인지 만성인지 명시되지 않은 기관지염,1567,대전,2019
호흡기 내과,4,I10,본태성(일차성)고혈압,1015,대전,2019
호흡기 내과,5,E11,인슐린-비의존 당뇨병,943,대전,2019
호흡기 내과,6,J45,천식,832,대전,2019
호흡기 내과,7,J18,상세불명 병원체의 폐렴,813,대전,2019
호흡기 내과,8,J31,만성비염. 비인두염 및 인두염,637,대전,2019
호흡기 내과,9,C34,기관지 및 폐의 악성 신생물,380,대전,2019
호흡기 내과,10,J00,급성 코인두염[감기],324,대전,2019
호흡기 내과,11,J20,급성 기관지염,315,대전,2019
호흡기 내과,12,J47,기관지확장증,313,대전,2019
호흡기 내과,13,R09,순환기계통 및 호흡기계통을 침습한 기타 증상 및 징후,298,대전,2019
호흡기 내과,14,J02,급성 인두염,165,대전,2019
호흡기 내과,15,R05,기침,157,대전,2019
호흡기 내과,16,J32,만성 부비동염,152,대전,2019
호흡기 내과,17,J69,고체 및 액체에 의한 폐염,146,대전,2019
호흡기 내과,18,E78,지질단백질대사장애 및 기타 지질증,126,대전,2019
호흡기 내과,19,J84,기타 사이질성 폐질환,123,대전,2019
호흡기 내과,20,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,115,대전,2019
가정의학과,1,E86,용적고갈,7481,대전,2020
가정의학과,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,3696,대전,2020
가정의학과,3,I10,본태성(원발성) 고혈압,1460,대전,2020
가정의학과,4,J30,혈관운동성 및 앨러지성 비염,1432,대전,2020
가정의학과,5,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,939,대전,2020
가정의학과,6,J00,급성 비인두염[감기],886,대전,2020
가정의학과,7,J02,급성 인두염,787,대전,2020
가정의학과,8,E11,2형 당뇨병,709,대전,2020
가정의학과,9,J06,다발성 및 상세불명 부위의 급성 상기도감염,686,대전,2020
가정의학과,10,U07,U07의 응급사용,655,대전,2020
가정의학과,11,E78,지질단백질대사장애 및 기타 지질증,624,대전,2020
가정의학과,12,Z29,기타 예방적 조치의 필요,506,대전,2020
가정의학과,13,K29,위염 및 십이지장염,505,대전,2020
가정의학과,14,M81,병적 골절이 없는 골다공증,300,대전,2020
가정의학과,15,J20,급성 기관지염,250,대전,2020
가정의학과,16,Z01,호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사,177,대전,2020
가정의학과,17,K21,위-식도역류병,157,대전,2020
가정의학과,18,R63,음식 및 수액 섭취에 관계된 증상 및 징후,154,대전,2020
가정의학과,19,K59,기타 기능성 장장애,152,대전,2020
가정의학과,20,R53,병감 및 피로,124,대전,2020
내과,1,E11,2형 당뇨병,6634,대전,2020
내과,2,I10,본태성(원발성) 고혈압,2838,대전,2020
내과,3,E78,지질단백질대사장애 및 기타 지질증,626,대전,2020
내과,4,K29,위염 및 십이지장염,331,대전,2020
내과,5,I20,협심증,241,대전,2020
내과,6,Z29,기타 예방적 조치의 필요,228,대전,2020
내과,7,K21,위-식도역류병,177,대전,2020
내과,8,U07,U07의 응급사용,167,대전,2020
내과,9,E03,기타 갑상선기능저하증,161,대전,2020
내과,10,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,132,대전,2020
내과,11,E10,1형 당뇨병,119,대전,2020
내과,12,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,92,대전,2020
내과,13,K76,간의 기타 질환,68,대전,2020
내과,14,J00,급성 비인두염[감기],58,대전,2020
내과,15,J18,상세불명 병원체의 폐렴,53,대전,2020
내과,16,N39,비뇨계통의 기타 장애,47,대전,2020
내과,17,K58,과민대장증후군,47,대전,2020
내과,18,C34,기관지 및 폐의 악성 신생물,43,대전,2020
내과,19,K63,장의 기타 질환,39,대전,2020
내과,20,D64,기타 빈혈,39,대전,2020
류마티스내과,1,E11,2형 당뇨병,5061,대전,2020
류마티스내과,2,I10,본태성(원발성) 고혈압,2720,대전,2020
류마티스내과,3,M10,통풍,589,대전,2020
류마티스내과,4,M19,기타 관절증,534,대전,2020
류마티스내과,5,M15,다발관절증,491,대전,2020
류마티스내과,6,E78,지질단백질대사장애 및 기타 지질증,310,대전,2020
류마티스내과,7,M05,혈청검사양성 류마티스관절염,279,대전,2020
류마티스내과,8,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,159,대전,2020
류마티스내과,9,E79,퓨린 및 피리미딘의 대사장애,131,대전,2020
류마티스내과,10,U07,U07의 응급사용,131,대전,2020
류마티스내과,11,M17,무릎관절증,74,대전,2020
류마티스내과,12,M06,기타 류마티스관절염,64,대전,2020
류마티스내과,13,M35,결합조직의 기타 전신침범,61,대전,2020
류마티스내과,14,M81,병적 골절이 없는 골다공증,57,대전,2020
류마티스내과,15,E03,기타 갑상선기능저하증,51,대전,2020
류마티스내과,16,K29,위염 및 십이지장염,46,대전,2020
류마티스내과,17,K59,기타 기능성 장장애,45,대전,2020
류마티스내과,18,M45,강직척추염,43,대전,2020
류마티스내과,19,M79,달리 분류되지 않은 기타 연조직장애,39,대전,2020
류마티스내과,20,I20,협심증,33,대전,2020
비뇨의학과,1,N40,전립선증식증,26221,대전,2020
비뇨의학과,2,C61,전립선의 악성 신생물,1862,대전,2020
비뇨의학과,3,N31,달리 분류되지 않은 방광의 신경근육기능장애,1531,대전,2020
비뇨의학과,4,R31,상세불명의 혈뇨,379,대전,2020
비뇨의학과,5,N39,비뇨계통의 기타 장애,356,대전,2020
비뇨의학과,6,N20,신장 및 요관의 결석,243,대전,2020
비뇨의학과,7,C67,방광의 악성 신생물,222,대전,2020
비뇨의학과,8,F52,기질성 장애나 질병에 의하지 않은 성기능장애,102,대전,2020
비뇨의학과,9,R35,다뇨,87,대전,2020
비뇨의학과,10,N21,하부요로의 결석,78,대전,2020
비뇨의학과,11,N30,방광염,74,대전,2020
비뇨의학과,12,N41,전립선의 염증성 질환,70,대전,2020
비뇨의학과,13,N45,고환염 및 부고환염,66,대전,2020
비뇨의학과,14,N28,달리 분류되지 않은 신장 및 요관의 기타 장애,66,대전,2020
비뇨의학과,15,R32,상세불명의 요실금,64,대전,2020
비뇨의학과,16,R33,소변정체,38,대전,2020
비뇨의학과,17,N43,음낭수종 및 정액류,38,대전,2020
비뇨의학과,18,C64,신우를 제외한 신장의 악성 신생물,33,대전,2020
비뇨의학과,19,Q61,낭성 신장병,29,대전,2020
비뇨의학과,20,N35,요도협착,29,대전,2020
산부인과,1,N95,폐경 및 기타 폐경전후 장애,509,대전,2020
산부인과,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,171,대전,2020
산부인과,3,N76,질 및 외음부의 기타 염증,141,대전,2020
산부인과,4,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,45,대전,2020
산부인과,5,M81,병적 골절이 없는 골다공증,33,대전,2020
산부인과,6,N71,자궁경부를 제외한 자궁의 염증성 질환,30,대전,2020
산부인과,7,B37,칸디다증,25,대전,2020
산부인과,8,N30,방광염,23,대전,2020
산부인과,9,A60,항문생식기의 헤르페스바이러스[단순헤르페스]감염,19,대전,2020
산부인과,10,R35,다뇨,17,대전,2020
산부인과,11,N93,기타 이상 자궁 및 질 출혈,16,대전,2020
산부인과,12,R10,복부 및 골반 통증,14,대전,2020
산부인과,13,N31,달리 분류되지 않은 방광의 신경근육기능장애,10,대전,2020
산부인과,14,D25,자궁의 평활근종,10,대전,2020
산부인과,15,N91,"무월경, 소량 및 희발 월경",7,대전,2020
산부인과,16,L29,가려움,7,대전,2020
산부인과,17,N72,자궁경부의 염증성 질환,7,대전,2020
산부인과,18,N94,여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,7,대전,2020
산부인과,19,R87,여성생식기관 검사물의 이상소견,7,대전,2020
산부인과,20,N84,여성생식관의 폴립,5,대전,2020
소아청소년과,1,Z29,기타 예방적 조치의 필요,158,대전,2020
소아청소년과,2,U07,U07의 응급사용,158,대전,2020
소아청소년과,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,110,대전,2020
소아청소년과,4,J30,혈관운동성 및 앨러지성 비염,12,대전,2020
소아청소년과,5,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,11,대전,2020
소아청소년과,6,R50,기타 및 원인미상의 열,7,대전,2020
소아청소년과,7,R51,두통,6,대전,2020
소아청소년과,8,T14,상세불명의 신체부위의 손상,6,대전,2020
소아청소년과,9,E03,기타 갑상선기능저하증,5,대전,2020
소아청소년과,10,N39,비뇨계통의 기타 장애,4,대전,2020
소아청소년과,11,Z24,특정한 단일 바이러스질환에 대한 예방접종의 필요,3,대전,2020
소아청소년과,12,J00,급성 비인두염[감기],3,대전,2020
소아청소년과,13,E66,비만,2,대전,2020
소아청소년과,14,D69,자반 및 기타 출혈성 병태,2,대전,2020
소아청소년과,15,J02,급성 인두염,2,대전,2020
소아청소년과,16,J03,급성 편도염,2,대전,2020
소아청소년과,17,D50,철결핍빈혈,2,대전,2020
소아청소년과,18,J01,급성 부비동염,2,대전,2020
소아청소년과,19,R42,어지럼증 및 어지럼,2,대전,2020
소아청소년과,20,K29,위염 및 십이지장염,2,대전,2020
소화기내과,1,K63,장의 기타 질환,7082,대전,2020
소화기내과,2,K29,위염 및 십이지장염,5315,대전,2020
소화기내과,3,K21,위-식도역류병,2649,대전,2020
소화기내과,4,K59,기타 기능성 장장애,2364,대전,2020
소화기내과,5,E11,2형 당뇨병,2274,대전,2020
소화기내과,6,K58,과민대장증후군,1580,대전,2020
소화기내과,7,K25,위궤양,1011,대전,2020
소화기내과,8,K76,간의 기타 질환,977,대전,2020
소화기내과,9,I12,고혈압성 신장병,933,대전,2020
소화기내과,10,B18,만성 바이러스간염,898,대전,2020
소화기내과,11,U07,U07의 응급사용,696,대전,2020
소화기내과,12,C16,위의 악성 신생물,615,대전,2020
소화기내과,13,K73,달리 분류되지 않은 만성 간염,582,대전,2020
소화기내과,14,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,515,대전,2020
소화기내과,15,K75,기타 염증성 간질환,421,대전,2020
소화기내과,16,I10,본태성(원발성) 고혈압,388,대전,2020
소화기내과,17,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,374,대전,2020
소화기내과,18,D13,기타 및 부위불명의 소화계통의 양성 신생물,362,대전,2020
소화기내과,19,C22,간 및 간내 담관의 악성 신생물,347,대전,2020
소화기내과,20,Z29,기타 예방적 조치의 필요,323,대전,2020
신경과,1,I69,뇌혈관질환의 후유증,7886,대전,2020
신경과,2,F03,상세불명의 치매,5898,대전,2020
신경과,3,R42,어지럼증 및 어지럼,4391,대전,2020
신경과,4,R51,두통,3764,대전,2020
신경과,5,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,1758,대전,2020
신경과,6,I67,기타 뇌혈관질환,1417,대전,2020
신경과,7,I63,뇌경색증,1173,대전,2020
신경과,8,F06,"뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애",636,대전,2020
신경과,9,R25,이상불수의운동,633,대전,2020
신경과,10,G25,기타 추체외로 및 운동 장애,630,대전,2020
신경과,11,R41,인지기능 및 자각에 관련된 기타 증상 및 징후,575,대전,2020
신경과,12,G40,뇌전증,416,대전,2020
신경과,13,G45,일과성 뇌허혈발작 및 관련 증후군,413,대전,2020
신경과,14,G22,달리 분류된 질환에서의 파킨슨증,406,대전,2020
신경과,15,G30,알츠하이머병,336,대전,2020
신경과,16,G20,파킨슨병,325,대전,2020
신경과,17,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,149,대전,2020
신경과,18,G51,안면신경장애,131,대전,2020
신경과,19,M79,달리 분류되지 않은 기타 연조직장애,108,대전,2020
신경과,20,F00,알츠하이머병에서의 치매(G30.-+),85,대전,2020
신경외과,1,M48,기타 척추병증,1154,대전,2020
신경외과,2,I67,기타 뇌혈관질환,723,대전,2020
신경외과,3,S06,두개내손상,713,대전,2020
신경외과,4,M54,등통증,710,대전,2020
신경외과,5,I69,뇌혈관질환의 후유증,591,대전,2020
신경외과,6,I61,뇌내출혈,461,대전,2020
신경외과,7,M51,기타 추간판장애,303,대전,2020
신경외과,8,I63,뇌경색증,236,대전,2020
신경외과,9,T90,머리손상의 후유증,148,대전,2020
신경외과,10,M47,척추증,129,대전,2020
신경외과,11,M50,경추간판장애,102,대전,2020
신경외과,12,R51,두통,96,대전,2020
신경외과,13,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",93,대전,2020
신경외과,14,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",91,대전,2020
신경외과,15,D43,뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물,83,대전,2020
신경외과,16,M96,달리 분류되지 않은 처치후 근골격장애,76,대전,2020
신경외과,17,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,72,대전,2020
신경외과,18,S22,"늑골, 흉골 및 흉추의 골절",62,대전,2020
신경외과,19,D42,수막의 행동양식 불명 또는 미상의 신생물,51,대전,2020
신경외과,20,S32,요추 및 골반의 골절,50,대전,2020
신장내과,1,N18,만성 신장병,7154,대전,2020
신장내과,2,E11,2형 당뇨병,2058,대전,2020
신장내과,3,R60,달리 분류되지 않은 부종,692,대전,2020
신장내과,4,I10,본태성(원발성) 고혈압,665,대전,2020
신장내과,5,N39,비뇨계통의 기타 장애,186,대전,2020
신장내과,6,E87,"수분, 전해질 및 산-염기균형의 기타 장애",185,대전,2020
신장내과,7,J18,상세불명 병원체의 폐렴,130,대전,2020
신장내과,8,N17,급성 신부전,108,대전,2020
신장내과,9,R50,기타 및 원인미상의 열,81,대전,2020
신장내과,10,N10,급성 세뇨관-간질신장염,65,대전,2020
