연령대,순위,상병코드,상병명,건수,지역,년도
90세 이상,14,N31,달리 분류되지 않은 방광의 신경근육기능장애,276,부산,2023
90세 이상,15,M54,배통,261,부산,2023
90세 이상,16,C61,전립선의 악성 신생물,252,부산,2023
90세 이상,17,K05,치은염(잇몸염)및 치주 질환,245,부산,2023
90세 이상,18,H35,기타 망막장애,223,부산,2023
90세 이상,19,K59,기타 기능적 창자 장애,202,부산,2023
90세 이상,20,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,202,부산,2023
59세 이하,1,G82,하반신마비 및 사지마비,4541,중앙,2019
59세 이하,2,K05,치은염(잇몸염)및 치주 질환,3799,중앙,2019
59세 이하,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,3273,중앙,2019
59세 이하,4,E11,인슐린-비의존 당뇨병,2823,중앙,2019
59세 이하,5,K02,치아우식증,2298,중앙,2019
59세 이하,6,I10,본태성(원발성) 고혈압,2286,중앙,2019
59세 이하,7,G81,편마비,2134,중앙,2019
59세 이하,8,K08,치아 및 지지구조의 기타 장애,2065,중앙,2019
59세 이하,9,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,2019,중앙,2019
59세 이하,10,F20,조현병,1997,중앙,2019
59세 이하,11,M79,달리 분류되지 않은 기타 연조직장애,1805,중앙,2019
59세 이하,12,H04,눈물기관의 장애,1474,중앙,2019
59세 이하,13,M51,기타 추간판장애,1323,중앙,2019
59세 이하,14,R52,달리 분류되지 않은 통증,1312,중앙,2019
59세 이하,15,L29,소양증,1287,중앙,2019
59세 이하,16,N18,만성 콩팥(신장)기능상실,1265,중앙,2019
59세 이하,17,K04,치수 및 치근단주위조직의 질환,1123,중앙,2019
59세 이하,18,M75,어깨병변,982,중앙,2019
59세 이하,19,F32,우울증 에피소드,956,중앙,2019
59세 이하,20,J00,급성 코인두염 [감기],949,중앙,2019
60대,1,I10,본태성(원발성) 고혈압,7359,중앙,2019
60대,2,E11,인슐린-비의존 당뇨병,6944,중앙,2019
60대,3,K05,치은염(잇몸염)및 치주 질환,6809,중앙,2019
60대,4,K08,치아 및 지지구조의 기타 장애,5248,중앙,2019
60대,5,N40,전립선증식증,4015,중앙,2019
60대,6,M48,기타 척추병증,3591,중앙,2019
60대,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,3555,중앙,2019
60대,8,H04,눈물기관의 장애,3399,중앙,2019
60대,9,M17,윤충증,2771,중앙,2019
60대,10,I63,뇌경색증,2386,중앙,2019
60대,11,H25,노인성 백내장,2384,중앙,2019
60대,12,K02,치아우식증,2383,중앙,2019
60대,13,M81,병적골절이 없는 골다공증,2219,중앙,2019
60대,14,N95,폐경기 및 기타 폐경기전후 장애,2159,중앙,2019
60대,15,I20,협심증,2142,중앙,2019
60대,16,M75,어깨병변,2100,중앙,2019
60대,17,G81,편마비,1919,중앙,2019
60대,18,M51,기타 추간판장애,1899,중앙,2019
60대,19,E78,지질단백질대사장애 및 기타 지질증,1897,중앙,2019
60대,20,L29,소양증,1789,중앙,2019
70대,1,N40,전립선증식증,47001,중앙,2019
70대,2,I10,본태성(원발성) 고혈압,37972,중앙,2019
70대,3,E11,인슐린-비의존 당뇨병,37930,중앙,2019
70대,4,K08,치아 및 지지구조의 기타 장애,37415,중앙,2019
70대,5,K05,치은염(잇몸염)및 치주 질환,29381,중앙,2019
70대,6,I20,협심증,22328,중앙,2019
70대,7,M48,기타 척추병증,21316,중앙,2019
70대,8,I63,뇌경색증,21183,중앙,2019
70대,9,H25,노인성 백내장,19120,중앙,2019
70대,10,H04,눈물기관의 장애,18385,중앙,2019
70대,11,M51,기타 추간판장애,16234,중앙,2019
70대,12,L29,소양증,15079,중앙,2019
70대,13,G81,편마비,12697,중앙,2019
70대,14,C61,전립선의 악성 신생물,12053,중앙,2019
70대,15,R42,현기 및 어지러움,11605,중앙,2019
70대,16,M17,윤충증,11434,중앙,2019
70대,17,K02,치아우식증,11175,중앙,2019
70대,18,N18,만성 콩팥(신장)기능상실,10352,중앙,2019
70대,19,K04,치수 및 치근단주위조직의 질환,9137,중앙,2019
70대,20,M75,어깨병변,8584,중앙,2019
80대,1,N40,전립선증식증,11697,중앙,2019
80대,2,I10,본태성(원발성) 고혈압,11034,중앙,2019
80대,3,E11,인슐린-비의존 당뇨병,7966,중앙,2019
80대,4,M48,기타 척추병증,6645,중앙,2019
80대,5,I63,뇌경색증,6381,중앙,2019
80대,6,K08,치아 및 지지구조의 기타 장애,6290,중앙,2019
80대,7,H25,노인성 백내장,5758,중앙,2019
80대,8,I20,협심증,4806,중앙,2019
80대,9,R42,현기 및 어지러움,4375,중앙,2019
80대,10,K05,치은염(잇몸염)및 치주 질환,4237,중앙,2019
80대,11,N18,만성 콩팥(신장)기능상실,3940,중앙,2019
80대,12,M17,윤충증,3846,중앙,2019
80대,13,H04,눈물기관의 장애,3615,중앙,2019
80대,14,M51,기타 추간판장애,3246,중앙,2019
80대,15,C61,전립선의 악성 신생물,2991,중앙,2019
80대,16,L29,소양증,2626,중앙,2019
80대,17,F00,알츠하이머병에서의 치매(G30.-+),2501,중앙,2019
80대,18,F32,우울증 에피소드,2195,중앙,2019
80대,19,F03,상세불명의 치매,2194,중앙,2019
80대,20,R52,달리 분류되지 않은 통증,2003,중앙,2019
90세 이상,1,N40,전립선증식증,3379,중앙,2019
90세 이상,2,I10,본태성(원발성) 고혈압,2424,중앙,2019
90세 이상,3,I63,뇌경색증,1787,중앙,2019
90세 이상,4,E11,인슐린-비의존 당뇨병,1310,중앙,2019
90세 이상,5,M48,기타 척추병증,1235,중앙,2019
90세 이상,6,N18,만성 콩팥(신장)기능상실,1111,중앙,2019
90세 이상,7,H25,노인성 백내장,1073,중앙,2019
90세 이상,8,K08,치아 및 지지구조의 기타 장애,1043,중앙,2019
90세 이상,9,F00,알츠하이머병에서의 치매(G30.-+),1041,중앙,2019
90세 이상,10,I20,협심증,988,중앙,2019
90세 이상,11,R42,현기 및 어지러움,983,중앙,2019
90세 이상,12,K05,치은염(잇몸염)및 치주 질환,718,중앙,2019
90세 이상,13,H04,눈물기관의 장애,699,중앙,2019
90세 이상,14,F03,상세불명의 치매,680,중앙,2019
90세 이상,15,M17,윤충증,650,중앙,2019
90세 이상,16,C61,전립선의 악성 신생물,634,중앙,2019
90세 이상,17,L29,소양증,585,중앙,2019
90세 이상,18,M51,기타 추간판장애,572,중앙,2019
90세 이상,19,F32,우울증 에피소드,545,중앙,2019
90세 이상,20,J44,기타 만성 폐쇄성 폐질환,491,중앙,2019
59세 이하,1,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,4638,중앙,2020
59세 이하,2,K05,치은염(잇몸염)및 치주 질환,4223,중앙,2020
59세 이하,3,G82,하반신마비 및 사지마비,3465,중앙,2020
59세 이하,4,E11,인슐린-비의존 당뇨병,2674,중앙,2020
59세 이하,5,G81,편마비,2145,중앙,2020
59세 이하,6,I10,본태성(원발성) 고혈압,2091,중앙,2020
59세 이하,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1859,중앙,2020
59세 이하,8,F20,조현병,1842,중앙,2020
59세 이하,9,K02,치아우식증,1750,중앙,2020
59세 이하,10,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,1563,중앙,2020
59세 이하,11,K08,치아 및 지지구조의 기타 장애,1547,중앙,2020
59세 이하,12,M51,기타 추간판장애,1212,중앙,2020
59세 이하,13,M79,달리 분류되지 않은 기타 연조직장애,1171,중앙,2020
59세 이하,14,R52,달리 분류되지 않은 통증,969,중앙,2020
59세 이하,15,K04,치수 및 치근단주위조직의 질환,926,중앙,2020
59세 이하,16,F32,우울증 에피소드,877,중앙,2020
59세 이하,17,M75,어깨병변,847,중앙,2020
59세 이하,18,H04,눈물기관의 장애,831,중앙,2020
59세 이하,19,M48,기타 척추병증,802,중앙,2020
59세 이하,20,N18,만성 콩팥(신장)기능상실,781,중앙,2020
60대,1,K05,치은염(잇몸염)및 치주 질환,7023,중앙,2020
60대,2,I10,본태성(원발성) 고혈압,6549,중앙,2020
60대,3,E11,인슐린-비의존 당뇨병,6536,중앙,2020
60대,4,K08,치아 및 지지구조의 기타 장애,4335,중앙,2020
60대,5,N40,전립선증식증,3609,중앙,2020
60대,6,M48,기타 척추병증,3019,중앙,2020
60대,7,M17,윤충증,2153,중앙,2020
60대,8,H25,노인성 백내장,2042,중앙,2020
60대,9,M81,병적골절이 없는 골다공증,1993,중앙,2020
60대,10,H04,눈물기관의 장애,1897,중앙,2020
60대,11,E78,지질단백질대사장애 및 기타 지질증,1878,중앙,2020
60대,12,M75,어깨병변,1849,중앙,2020
60대,13,N95,폐경기 및 기타 폐경기전후 장애,1790,중앙,2020
60대,14,K02,치아우식증,1729,중앙,2020
60대,15,I20,협심증,1717,중앙,2020
60대,16,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1648,중앙,2020
60대,17,R42,현기 및 어지러움,1582,중앙,2020
60대,18,N18,만성 콩팥(신장)기능상실,1544,중앙,2020
60대,19,G81,편마비,1484,중앙,2020
60대,20,G82,하반신마비 및 사지마비,1449,중앙,2020
70대,1,N40,전립선증식증,45334,중앙,2020
70대,2,E11,인슐린-비의존 당뇨병,38169,중앙,2020
70대,3,I10,본태성(원발성) 고혈압,36299,중앙,2020
70대,4,K08,치아 및 지지구조의 기타 장애,32113,중앙,2020
70대,5,K05,치은염(잇몸염)및 치주 질환,31740,중앙,2020
70대,6,M48,기타 척추병증,20874,중앙,2020
70대,7,I20,협심증,20770,중앙,2020
70대,8,H25,노인성 백내장,16942,중앙,2020
70대,9,I63,뇌경색증,15179,중앙,2020
70대,10,M51,기타 추간판장애,13607,중앙,2020
70대,11,G81,편마비,13033,중앙,2020
70대,12,C61,전립선의 악성 신생물,12957,중앙,2020
70대,13,R42,현기 및 어지러움,11460,중앙,2020
70대,14,H04,눈물기관의 장애,10822,중앙,2020
70대,15,M17,윤충증,10509,중앙,2020
70대,16,N18,만성 콩팥(신장)기능상실,10464,중앙,2020
70대,17,H35,기타 망막장애,9632,중앙,2020
70대,18,L29,소양증,9534,중앙,2020
70대,19,K02,치아우식증,9193,중앙,2020
70대,20,L30,기타 피부염,8412,중앙,2020
80대,1,N40,전립선증식증,10298,중앙,2020
80대,2,I10,본태성(원발성) 고혈압,9898,중앙,2020
80대,3,E11,인슐린-비의존 당뇨병,8139,중앙,2020
80대,4,M48,기타 척추병증,5655,중앙,2020
80대,5,K08,치아 및 지지구조의 기타 장애,5047,중앙,2020
80대,6,I63,뇌경색증,4727,중앙,2020
80대,7,K05,치은염(잇몸염)및 치주 질환,4692,중앙,2020
80대,8,I20,협심증,4453,중앙,2020
80대,9,H25,노인성 백내장,4431,중앙,2020
80대,10,R42,현기 및 어지러움,3995,중앙,2020
80대,11,N18,만성 콩팥(신장)기능상실,3431,중앙,2020
80대,12,C61,전립선의 악성 신생물,2917,중앙,2020
80대,13,M51,기타 추간판장애,2852,중앙,2020
80대,14,M17,윤충증,2820,중앙,2020
80대,15,H35,기타 망막장애,2456,중앙,2020
80대,16,F00,알츠하이머병에서의 치매(G30.-+),2289,중앙,2020
80대,17,H04,눈물기관의 장애,2175,중앙,2020
80대,18,F32,우울증 에피소드,1940,중앙,2020
80대,19,F03,상세불명의 치매,1735,중앙,2020
80대,20,R52,달리 분류되지 않은 통증,1679,중앙,2020
90세 이상,1,N40,전립선증식증,3761,중앙,2020
90세 이상,2,I10,본태성(원발성) 고혈압,2765,중앙,2020
90세 이상,3,I63,뇌경색증,1954,중앙,2020
90세 이상,4,E11,인슐린-비의존 당뇨병,1661,중앙,2020
90세 이상,5,M48,기타 척추병증,1477,중앙,2020
90세 이상,6,R42,현기 및 어지러움,1257,중앙,2020
90세 이상,7,N18,만성 콩팥(신장)기능상실,1153,중앙,2020
90세 이상,8,I20,협심증,1129,중앙,2020
90세 이상,9,F00,알츠하이머병에서의 치매(G30.-+),1058,중앙,2020
90세 이상,10,H25,노인성 백내장,964,중앙,2020
90세 이상,11,K08,치아 및 지지구조의 기타 장애,961,중앙,2020
90세 이상,12,F03,상세불명의 치매,889,중앙,2020
90세 이상,13,K05,치은염(잇몸염)및 치주 질환,803,중앙,2020
90세 이상,14,H35,기타 망막장애,680,중앙,2020
90세 이상,15,G81,편마비,671,중앙,2020
90세 이상,16,J44,기타 만성 폐쇄성 폐질환,654,중앙,2020
90세 이상,17,M17,윤충증,634,중앙,2020
90세 이상,18,C61,전립선의 악성 신생물,619,중앙,2020
90세 이상,19,F32,우울증 에피소드,610,중앙,2020
90세 이상,20,H04,눈물기관의 장애,600,중앙,2020
59세 이하,1,U07,U07의 응급사용,10075,중앙,2021
59세 이하,2,K05,치은염(잇몸염)및 치주 질환,4483,중앙,2021
59세 이하,3,G82,하반신마비 및 사지마비,2715,중앙,2021
59세 이하,4,E11,인슐린-비의존 당뇨병,2542,중앙,2021
59세 이하,5,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,2441,중앙,2021
59세 이하,6,G81,편마비,2206,중앙,2021
59세 이하,7,I10,본태성(원발성) 고혈압,2028,중앙,2021
59세 이하,8,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,1936,중앙,2021
59세 이하,9,K02,치아우식증,1899,중앙,2021
59세 이하,10,F20,조현병,1679,중앙,2021
59세 이하,11,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,1641,중앙,2021
59세 이하,12,L30,기타 피부염,1478,중앙,2021
59세 이하,13,M51,기타 추간판장애,1375,중앙,2021
59세 이하,14,K08,치아 및 지지구조의 기타 장애,1373,중앙,2021
59세 이하,15,R52,달리 분류되지 않은 통증,1180,중앙,2021
59세 이하,16,M79,달리 분류되지 않은 기타 연조직장애,1125,중앙,2021
59세 이하,17,K04,치수 및 치근단주위조직의 질환,1048,중앙,2021
59세 이하,18,N18,만성 콩팥(신장)기능상실,1046,중앙,2021
59세 이하,19,F32,우울증 에피소드,838,중앙,2021
59세 이하,20,M75,어깨병변,836,중앙,2021
60대,1,K05,치은염(잇몸염)및 치주 질환,7564,중앙,2021
60대,2,I10,본태성(원발성) 고혈압,5875,중앙,2021
60대,3,E11,인슐린-비의존 당뇨병,5682,중앙,2021
60대,4,K08,치아 및 지지구조의 기타 장애,3682,중앙,2021
60대,5,N40,전립선증식증,3178,중앙,2021
60대,6,M48,기타 척추병증,2772,중앙,2021
60대,7,U07,U07의 응급사용,2378,중앙,2021
60대,8,L30,기타 피부염,2141,중앙,2021
60대,9,G81,편마비,2132,중앙,2021
60대,10,M17,윤충증,1949,중앙,2021
60대,11,E78,지질단백질대사장애 및 기타 지질증,1813,중앙,2021
60대,12,M75,어깨병변,1717,중앙,2021
60대,13,H25,노인성 백내장,1698,중앙,2021
60대,14,K02,치아우식증,1689,중앙,2021
60대,15,G82,하반신마비 및 사지마비,1582,중앙,2021
60대,16,N18,만성 콩팥(신장)기능상실,1504,중앙,2021
60대,17,K04,치수 및 치근단주위조직의 질환,1464,중앙,2021
60대,18,I20,협심증,1379,중앙,2021
60대,19,M51,기타 추간판장애,1339,중앙,2021
60대,20,M81,병적골절이 없는 골다공증,1338,중앙,2021
70대,1,N40,전립선증식증,42851,중앙,2021
70대,2,E11,인슐린-비의존 당뇨병,35550,중앙,2021
70대,3,K05,치은염(잇몸염)및 치주 질환,34652,중앙,2021
70대,4,I10,본태성(원발성) 고혈압,33869,중앙,2021
70대,5,K08,치아 및 지지구조의 기타 장애,30264,중앙,2021
70대,6,M48,기타 척추병증,20804,중앙,2021
70대,7,L30,기타 피부염,20164,중앙,2021
70대,8,I20,협심증,18458,중앙,2021
70대,9,I63,뇌경색증,14351,중앙,2021
70대,10,H25,노인성 백내장,13398,중앙,2021
70대,11,C61,전립선의 악성 신생물,13135,중앙,2021
70대,12,G81,편마비,12181,중앙,2021
70대,13,M51,기타 추간판장애,11864,중앙,2021
70대,14,M17,윤충증,10688,중앙,2021
70대,15,H35,기타 망막장애,10633,중앙,2021
70대,16,N18,만성 콩팥(신장)기능상실,10103,중앙,2021
70대,17,R42,현기 및 어지러움,9897,중앙,2021
70대,18,K04,치수 및 치근단주위조직의 질환,9272,중앙,2021
70대,19,K02,치아우식증,8907,중앙,2021
70대,20,H42,달리 분류된 질환에서의 녹내장,8578,중앙,2021
80대,1,N40,전립선증식증,9814,중앙,2021
80대,2,I10,본태성(원발성) 고혈압,9618,중앙,2021
80대,3,E11,인슐린-비의존 당뇨병,8066,중앙,2021
80대,4,K05,치은염(잇몸염)및 치주 질환,6155,중앙,2021
80대,5,M48,기타 척추병증,5608,중앙,2021
80대,6,K08,치아 및 지지구조의 기타 장애,5327,중앙,2021
80대,7,I63,뇌경색증,4845,중앙,2021
80대,8,I20,협심증,4371,중앙,2021
80대,9,L30,기타 피부염,3668,중앙,2021
80대,10,N18,만성 콩팥(신장)기능상실,3430,중앙,2021
80대,11,R42,현기 및 어지러움,3373,중앙,2021
80대,12,H25,노인성 백내장,3198,중앙,2021
80대,13,M51,기타 추간판장애,3109,중앙,2021
80대,14,H35,기타 망막장애,2933,중앙,2021
80대,15,C61,전립선의 악성 신생물,2917,중앙,2021
80대,16,M17,윤충증,2742,중앙,2021
80대,17,H42,달리 분류된 질환에서의 녹내장,2220,중앙,2021
80대,18,F00,알츠하이머병에서의 치매(G30.-+),2138,중앙,2021
80대,19,F32,우울증 에피소드,1985,중앙,2021
80대,20,K02,치아우식증,1918,중앙,2021
90세 이상,1,N40,전립선증식증,4268,중앙,2021
90세 이상,2,I10,본태성(원발성) 고혈압,3146,중앙,2021
90세 이상,3,I63,뇌경색증,2160,중앙,2021
90세 이상,4,E11,인슐린-비의존 당뇨병,1886,중앙,2021
90세 이상,5,M48,기타 척추병증,1647,중앙,2021
90세 이상,6,N18,만성 콩팥(신장)기능상실,1547,중앙,2021
90세 이상,7,K08,치아 및 지지구조의 기타 장애,1332,중앙,2021
90세 이상,8,I20,협심증,1330,중앙,2021
90세 이상,9,F00,알츠하이머병에서의 치매(G30.-+),1299,중앙,2021
90세 이상,10,R42,현기 및 어지러움,1222,중앙,2021
90세 이상,11,K05,치은염(잇몸염)및 치주 질환,1183,중앙,2021
90세 이상,12,H35,기타 망막장애,1137,중앙,2021
90세 이상,13,F03,상세불명의 치매,942,중앙,2021
90세 이상,14,L30,기타 피부염,878,중앙,2021
90세 이상,15,H25,노인성 백내장,856,중앙,2021
90세 이상,16,J44,기타 만성 폐쇄성 폐질환,721,중앙,2021
90세 이상,17,C61,전립선의 악성 신생물,711,중앙,2021
90세 이상,18,M17,윤충증,690,중앙,2021
90세 이상,19,K59,기타 기능적 창자 장애,651,중앙,2021
90세 이상,20,R52,달리 분류되지 않은 통증,650,중앙,2021
59세 이하,1,U07,U07의 응급사용,5620,중앙,2022
59세 이하,2,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,5414,중앙,2022
59세 이하,3,K05,치은염(잇몸염)및 치주 질환,3618,중앙,2022
59세 이하,4,E11,인슐린-비의존 당뇨병,2505,중앙,2022
59세 이하,5,G82,하반신마비 및 사지마비,2331,중앙,2022
59세 이하,6,G81,편마비,2308,중앙,2022
59세 이하,7,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,2125,중앙,2022
59세 이하,8,K08,치아 및 지지구조의 기타 장애,1816,중앙,2022
59세 이하,9,K02,치아우식증,1812,중앙,2022
59세 이하,10,I10,본태성(원발성) 고혈압,1689,중앙,2022
59세 이하,11,F20,조현병,1542,중앙,2022
59세 이하,12,M51,기타 추간판장애,1384,중앙,2022
59세 이하,13,L30,기타 피부염,1322,중앙,2022
59세 이하,14,M79,달리 분류되지 않은 기타 연조직장애,1247,중앙,2022
59세 이하,15,R52,달리 분류되지 않은 통증,1168,중앙,2022
59세 이하,16,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1083,중앙,2022
59세 이하,17,K04,치수 및 치근단주위조직의 질환,1028,중앙,2022
59세 이하,18,N18,만성 콩팥(신장)기능상실,867,중앙,2022
59세 이하,19,M75,어깨병변,716,중앙,2022
59세 이하,20,R68,기타 전신 증상 및 징후,661,중앙,2022
60대,1,K05,치은염(잇몸염)및 치주 질환,6589,중앙,2022
60대,2,E11,인슐린-비의존 당뇨병,5521,중앙,2022
60대,3,I10,본태성(원발성) 고혈압,4703,중앙,2022
60대,4,K08,치아 및 지지구조의 기타 장애,3612,중앙,2022
60대,5,N40,전립선증식증,3047,중앙,2022
60대,6,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,2497,중앙,2022
60대,7,M48,기타 척추병증,1816,중앙,2022
60대,8,L30,기타 피부염,1715,중앙,2022
60대,9,U07,U07의 응급사용,1711,중앙,2022
60대,10,G82,하반신마비 및 사지마비,1689,중앙,2022
60대,11,E78,지질단백질대사장애 및 기타 지질증,1654,중앙,2022
60대,12,M75,어깨병변,1642,중앙,2022
60대,13,M17,윤충증,1635,중앙,2022
60대,14,G81,편마비,1515,중앙,2022
60대,15,K02,치아우식증,1435,중앙,2022
60대,16,N18,만성 콩팥(신장)기능상실,1349,중앙,2022
60대,17,R42,현기 및 어지러움,1335,중앙,2022
60대,18,I20,협심증,1299,중앙,2022
60대,19,K04,치수 및 치근단주위조직의 질환,1287,중앙,2022
60대,20,M51,기타 추간판장애,1282,중앙,2022
70대,1,N40,전립선증식증,38689,중앙,2022
70대,2,E11,인슐린-비의존 당뇨병,35751,중앙,2022
70대,3,K05,치은염(잇몸염)및 치주 질환,30967,중앙,2022
70대,4,I10,본태성(원발성) 고혈압,28849,중앙,2022
70대,5,K08,치아 및 지지구조의 기타 장애,26698,중앙,2022
70대,6,L30,기타 피부염,18948,중앙,2022
70대,7,I20,협심증,17605,중앙,2022
70대,8,M48,기타 척추병증,15532,중앙,2022
70대,9,I63,뇌경색증,13441,중앙,2022
70대,10,M51,기타 추간판장애,11724,중앙,2022
70대,11,H35,기타 망막장애,11466,중앙,2022
70대,12,N18,만성 콩팥(신장)기능상실,11354,중앙,2022
70대,13,C61,전립선의 악성 신생물,11089,중앙,2022
70대,14,G81,편마비,10515,중앙,2022
70대,15,R42,현기 및 어지러움,9393,중앙,2022
70대,16,K04,치수 및 치근단주위조직의 질환,9317,중앙,2022
70대,17,H42,달리 분류된 질환에서의 녹내장,9119,중앙,2022
70대,18,M17,윤충증,8989,중앙,2022
70대,19,K02,치아우식증,8511,중앙,2022
70대,20,M75,어깨병변,7536,중앙,2022
80대,1,N40,전립선증식증,11204,중앙,2022
80대,2,E11,인슐린-비의존 당뇨병,9887,중앙,2022
80대,3,I10,본태성(원발성) 고혈압,9172,중앙,2022
80대,4,K05,치은염(잇몸염)및 치주 질환,6856,중앙,2022
80대,5,K08,치아 및 지지구조의 기타 장애,6596,중앙,2022
80대,6,I20,협심증,5364,중앙,2022
80대,7,M48,기타 척추병증,5072,중앙,2022
80대,8,I63,뇌경색증,4968,중앙,2022
80대,9,N18,만성 콩팥(신장)기능상실,4947,중앙,2022
80대,10,M51,기타 추간판장애,4738,중앙,2022
80대,11,L30,기타 피부염,4439,중앙,2022
80대,12,H35,기타 망막장애,3810,중앙,2022
80대,13,C61,전립선의 악성 신생물,3723,중앙,2022
80대,14,R42,현기 및 어지러움,3403,중앙,2022
80대,15,H42,달리 분류된 질환에서의 녹내장,3154,중앙,2022
80대,16,M17,윤충증,2753,중앙,2022
80대,17,G81,편마비,2553,중앙,2022
80대,18,H90,전음성 및 감각신경성 청력소실,2258,중앙,2022
80대,19,R41,인지기능 및 자각에 관한 기타 증상 및 징후,2239,중앙,2022
80대,20,K02,치아우식증,2192,중앙,2022
90세 이상,1,N40,전립선증식증,4306,중앙,2022
90세 이상,2,I10,본태성(원발성) 고혈압,3028,중앙,2022
90세 이상,3,I63,뇌경색증,2211,중앙,2022
90세 이상,4,E11,인슐린-비의존 당뇨병,2038,중앙,2022
90세 이상,5,N18,만성 콩팥(신장)기능상실,1783,중앙,2022
90세 이상,6,I20,협심증,1517,중앙,2022
90세 이상,7,M48,기타 척추병증,1487,중앙,2022
90세 이상,8,H35,기타 망막장애,1404,중앙,2022
90세 이상,9,K08,치아 및 지지구조의 기타 장애,1391,중앙,2022
90세 이상,10,F00,알츠하이머병에서의 치매(G30.-+),1345,중앙,2022
90세 이상,11,R42,현기 및 어지러움,1236,중앙,2022
90세 이상,12,K05,치은염(잇몸염)및 치주 질환,1186,중앙,2022
90세 이상,13,L30,기타 피부염,1071,중앙,2022
90세 이상,14,F03,상세불명의 치매,1051,중앙,2022
90세 이상,15,C61,전립선의 악성 신생물,897,중앙,2022
90세 이상,16,H42,달리 분류된 질환에서의 녹내장,867,중앙,2022
90세 이상,17,M17,윤충증,654,중앙,2022
90세 이상,18,R52,달리 분류되지 않은 통증,644,중앙,2022
90세 이상,19,R41,인지기능 및 자각에 관한 기타 증상 및 징후,640,중앙,2022
90세 이상,20,H90,전음성 및 감각신경성 청력소실,605,중앙,2022
59세 이하,1,K05,치은염(잇몸염)및 치주 질환,3078,중앙,2023
59세 이하,2,G82,하반신마비 및 사지마비,2312,중앙,2023
59세 이하,3,K08,치아 및 지지구조의 기타 장애,2270,중앙,2023
59세 이하,4,G81,편마비,2269,중앙,2023
59세 이하,5,E11,인슐린-비의존 당뇨병,2266,중앙,2023
59세 이하,6,K02,치아우식증,1862,중앙,2023
59세 이하,7,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,1802,중앙,2023
59세 이하,8,M51,기타 추간판장애,1699,중앙,2023
59세 이하,9,F20,조현병,1363,중앙,2023
59세 이하,10,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1255,중앙,2023
59세 이하,11,L30,기타 피부염,1238,중앙,2023
59세 이하,12,K04,치수 및 치근단주위조직의 질환,1059,중앙,2023
59세 이하,13,U07,U07의 응급사용,998,중앙,2023
59세 이하,14,N18,만성 콩팥(신장)기능상실,986,중앙,2023
59세 이하,15,R52,달리 분류되지 않은 통증,968,중앙,2023
59세 이하,16,I10,본태성(원발성) 고혈압,892,중앙,2023
59세 이하,17,M79,달리 분류되지 않은 기타 연조직장애,854,중앙,2023
59세 이하,18,M50,목뼈원판 장애,839,중앙,2023
59세 이하,19,M75,어깨병변,820,중앙,2023
59세 이하,20,G90,자율신경계통의 장애,733,중앙,2023
60대,1,K05,치은염(잇몸염)및 치주 질환,6263,중앙,2023
60대,2,E11,인슐린-비의존 당뇨병,5146,중앙,2023
60대,3,K08,치아 및 지지구조의 기타 장애,4565,중앙,2023
60대,4,N40,전립선증식증,2956,중앙,2023
60대,5,I10,본태성(원발성) 고혈압,2081,중앙,2023
60대,6,M51,기타 추간판장애,1865,중앙,2023
60대,7,G81,편마비,1814,중앙,2023
60대,8,M75,어깨병변,1643,중앙,2023
60대,9,L30,기타 피부염,1623,중앙,2023
60대,10,K02,치아우식증,1581,중앙,2023
60대,11,I11,고혈압성 심장병,1562,중앙,2023
60대,12,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1560,중앙,2023
60대,13,K04,치수 및 치근단주위조직의 질환,1542,중앙,2023
60대,14,G82,하반신마비 및 사지마비,1531,중앙,2023
60대,15,R52,달리 분류되지 않은 통증,1463,중앙,2023
60대,16,I20,협심증,1348,중앙,2023
60대,17,R42,현기 및 어지러움,1339,중앙,2023
60대,18,M19,"연기, 불 및 화염에 노출",1251,중앙,2023
60대,19,N18,만성 콩팥(신장)기능상실,1193,중앙,2023
60대,20,M17,윤충증,1150,중앙,2023
70대,1,N40,전립선증식증,35379,중앙,2023
70대,2,E11,인슐린-비의존 당뇨병,32342,중앙,2023
70대,3,K08,치아 및 지지구조의 기타 장애,27927,중앙,2023
70대,4,K05,치은염(잇몸염)및 치주 질환,27675,중앙,2023
70대,5,M51,기타 추간판장애,18613,중앙,2023
