상병코드,상병명,국비,사비,년도,지역,구분,합계
G587,Mononeuritis multiplex,1.0,0.0,2019,광주,질병,1.0
G5881,Multiple complex regional pain syndrome type II,2.0,0.0,2019,광주,질병,2.0
G589,"Mononeuropathy, unspecified",0.0,2.0,2019,광주,질병,2.0
G609,"Hereditary and idiopathic neuropathy, unspecified",3.0,0.0,2019,광주,질병,3.0
G610,Guillain-Barre syndrome,0.0,4.0,2019,광주,질병,4.0
G628,Other specified polyneuropathies,0.0,1.0,2019,광주,질병,1.0
G629,"Polyneuropathy, unspecified",4.0,1.0,2019,광주,질병,5.0
G632,Diabetic polyneuropathy,4.0,0.0,2019,광주,질병,4.0
G638,Polyneuroparthy in other diseases classified elsewhere,1.0,0.0,2019,광주,질병,1.0
G700,Myasthenia gravis,0.0,1.0,2019,광주,질병,1.0
G809,"Cerebral palsy, unspecified",0.0,1.0,2019,광주,질병,1.0
G810,Flaccid hemiplegia,0.0,1.0,2019,광주,질병,1.0
G819,"Hemiplegia, unspecified",2.0,0.0,2019,광주,질병,2.0
G820,Flaccid paraplegia,1.0,0.0,2019,광주,질병,1.0
G822,"Paraplegia, unspecified",2.0,0.0,2019,광주,질병,2.0
G825,"Tetraplegia, unspecified",3.0,3.0,2019,광주,질병,6.0
G834,Cauda equina syndrome,1.0,0.0,2019,광주,질병,1.0
G912,Normal-pressure hydrocephalus,2.0,0.0,2019,광주,질병,2.0
G919,"Hydrocephalus, unspecified",2.0,0.0,2019,광주,질병,2.0
G9380,Metabolic encephalopathy,1.0,1.0,2019,광주,질병,2.0
G9388,Other specified disorders of brain,0.0,1.0,2019,광주,질병,1.0
G959,"Disease of spinal cord, unspecified",12.0,5.0,2019,광주,질병,17.0
H050,Acute inflammation of orbit,0.0,1.0,2019,광주,질병,1.0
H2510,"Senile nuclear cataract, right",43.0,26.0,2019,광주,질병,69.0
H2511,"Senile nuclear cataract, left",44.0,19.0,2019,광주,질병,63.0
H2519,"Senile nuclear cataract, unspecified side",0.0,1.0,2019,광주,질병,1.0
H2599,"Senile cataract, unspecified, unspecified side",2.0,0.0,2019,광주,질병,2.0
H2640,"After-cataract, right",1.0,0.0,2019,광주,질병,1.0
H492,Sixth[abducent] nerve palsy,0.0,2.0,2019,광주,질병,2.0
H512,Internuclear ophthalmoplegia,1.0,1.0,2019,광주,질병,2.0
H532,Diplopia,0.0,1.0,2019,광주,질병,1.0
H6621,"Chronic atticoantral suppurative otitis media, bilateral",1.0,0.0,2019,광주,질병,1.0
H810,Meniere’s disease,0.0,2.0,2019,광주,질병,2.0
H811,Benign paroxysmal vertigo,8.0,6.0,2019,광주,질병,14.0
H812,Vestibular neuronitis,3.0,4.0,2019,광주,질병,7.0
H8130,Other aural vertigo,2.0,1.0,2019,광주,질병,3.0
H8138,Other peripheral vertigo,0.0,1.0,2019,광주,질병,1.0
H814,Vertigo of central origin,0.0,6.0,2019,광주,질병,6.0
H9120,"Sudden idiopathic hearing loss, unilateral",2.0,3.0,2019,광주,질병,5.0
H9129,"Sudden idiopathic hearing loss, unspecified side",3.0,0.0,2019,광주,질병,3.0
I050,Mitral stenosis,0.0,1.0,2019,광주,질병,1.0
I109,Other and unspecified primary hypertension,28.0,13.0,2019,광주,질병,41.0
I110,Hypertensive heart disease with (congestive) heart failure,2.0,0.0,2019,광주,질병,2.0
I119,Hypertensive heart disease without (congestive) heart failure,1.0,1.0,2019,광주,질병,2.0
I129,Hypertensive renal disease without renal failure,1.0,3.0,2019,광주,질병,4.0
I159,"Secondary hypertension, unspecified",1.0,2.0,2019,광주,질병,3.0
I200,Unstable angina,57.0,21.0,2019,광주,질병,78.0
I201,Angina pectoris with documented spasm,19.0,16.0,2019,광주,질병,35.0
I2080,Atypical angina,1.0,1.0,2019,광주,질병,2.0
I2088,Other forms of angina pectoris,132.0,45.0,2019,광주,질병,177.0
I209,"Angina pectoris, unspecified",96.0,53.0,2019,광주,질병,149.0
I214,Acute subendocardial myocardial infarction,16.0,23.0,2019,광주,질병,39.0
I219,"Acute myocardial infarction, unspecified",10.0,14.0,2019,광주,질병,24.0
I236,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",0.0,2.0,2019,광주,질병,2.0
I251,Atherosclerotic heart disease,0.0,4.0,2019,광주,질병,4.0
I252,Old myocardial infarction,7.0,1.0,2019,광주,질병,8.0
I255,Ischaemic cardiomyopathy,4.0,5.0,2019,광주,질병,9.0
I258,Other forms of chronic ischaemic heart disease,2.0,2.0,2019,광주,질병,4.0
I259,"Chronic ischaemic heart disease, unspecified",5.0,0.0,2019,광주,질병,5.0
I269,Pulmonary embolism without mention of acute cor pulmonale,4.0,7.0,2019,광주,질병,11.0
I279,"Pulmonary heart disease, unspecified",3.0,0.0,2019,광주,질병,3.0
I309,"Acute pericarditis, unspecified",1.0,0.0,2019,광주,질병,1.0
I319,"Disease of pericardium, unspecified",0.0,1.0,2019,광주,질병,1.0
I341,Mitral(valve) prolapse,0.0,3.0,2019,광주,질병,3.0
I350,Aortic(valve) stenosis,8.0,5.0,2019,광주,질병,13.0
I352,Aortic(valve) stenosis with insufficiency,0.0,1.0,2019,광주,질병,1.0
I420,Dilated cardiomyopathy,6.0,7.0,2019,광주,질병,13.0
I421,Obstructive hypertrophic cardiomyopathy,1.0,0.0,2019,광주,질병,1.0
I422,Other hypertrophic cardiomyopathy,3.0,2.0,2019,광주,질병,5.0
I425,Other restrictive cardiomyopathy,0.0,8.0,2019,광주,질병,8.0
I428,Other cardiomyopathies,0.0,1.0,2019,광주,질병,1.0
I429,"Cardiomyopathy, unspecified",2.0,2.0,2019,광주,질병,4.0
I441,"Atrioventricular block, second degree",1.0,0.0,2019,광주,질병,1.0
I442,"Atrioventricular block, complete",4.0,3.0,2019,광주,질병,7.0
I460,Cardiac arrest with successful resuscitation,0.0,1.0,2019,광주,질병,1.0
I469,"Cardiac arrest, unspecified",0.0,2.0,2019,광주,질병,2.0
I471,Supraventricular tachycardia,0.0,3.0,2019,광주,질병,3.0
I472,Ventricular tachycardia,3.0,0.0,2019,광주,질병,3.0
I480,Paroxysmal atrial fibrillation,43.0,54.0,2019,광주,질병,97.0
I481,Persistent atrial fibrillation,5.0,2.0,2019,광주,질병,7.0
I482,Chronic atrial fibrillation,0.0,1.0,2019,광주,질병,1.0
I489,"Atrial fibrillation and atrial flutter, unspecified",1.0,3.0,2019,광주,질병,4.0
I493,Ventricular premature depolarization,1.0,0.0,2019,광주,질병,1.0
I495,Sick sinus syndrome,4.0,3.0,2019,광주,질병,7.0
I498,Other specified cardiac arrhythmias,0.0,1.0,2019,광주,질병,1.0
I499,"Cardiac arrhythmia, unspecified",0.0,1.0,2019,광주,질병,1.0
I5004,Congestive heart failure with systolic dysfunction,6.0,3.0,2019,광주,질병,9.0
I5008,Other and unspecified congestive heart failure,13.0,28.0,2019,광주,질병,41.0
I501,Left ventricular failure,8.0,10.0,2019,광주,질병,18.0
I509,"Heart failure, unspecified",6.0,6.0,2019,광주,질병,12.0
I515,Myocardial degeneration,2.0,2.0,2019,광주,질병,4.0
I604,Subarachnoid haemorrhage from basilar artery,0.0,1.0,2019,광주,질병,1.0
I609,"Subarachnoid haemorrhage, unspecified",2.0,4.0,2019,광주,질병,6.0
I612,"Intracerebral haemorrhage in hemisphere, unspecified",1.0,4.0,2019,광주,질병,5.0
I615,"Intracerebral haemorrhage, intraventricular",0.0,1.0,2019,광주,질병,1.0
I619,"Intracerebral haemorrhage, unspecified",17.0,18.0,2019,광주,질병,35.0
I620,Subdural haemorrhage (acute)(nontraumatic),7.0,4.0,2019,광주,질병,11.0
I629,"Intracranial haemorrhage(nontraumatic), unspecified",2.0,0.0,2019,광주,질병,2.0
I6319,Cerebral infarction due to embolism of unspecified precerebral artery,0.0,1.0,2019,광주,질병,1.0
I6321,Cerebral infarction due to unspecified occlusion or stenosis of basilar artery,0.0,1.0,2019,광주,질병,1.0
I6329,Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral artery,0.0,1.0,2019,광주,질병,1.0
I6330,Cerebral infarction due to thrombosis of middle cerebral artery,2.0,5.0,2019,광주,질병,7.0
I6332,Cerebral infarction due to thrombosis of posterior cerebral artery,1.0,1.0,2019,광주,질병,2.0
I6339,Cerebral infarction due to thrombosis of unspecified cerebral arteries,5.0,8.0,2019,광주,질병,13.0
I6340,Cerebral infarction due to embolism of middle cerebral artery,0.0,1.0,2019,광주,질병,1.0
I6342,Cerebral infarction due to embolism of posterior cerebral artery,1.0,0.0,2019,광주,질병,1.0
I6349,Cerebral infarction due to embolism of unspecified cerebral arteries,4.0,4.0,2019,광주,질병,8.0
I6350,Cerebral infarction due to unspecified occlusion or stenosis of middle cerebral artery,1.0,1.0,2019,광주,질병,2.0
I6352,Cerebral infarction due to unspecified occlusion or stenosis of posterior cerebral artery,3.0,5.0,2019,광주,질병,8.0
I6359,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral arteries,9.0,4.0,2019,광주,질병,13.0
I638,Other cerebral infarction,82.0,58.0,2019,광주,질병,140.0
I639,"Cerebral infarction, unspecified",40.0,27.0,2019,광주,질병,67.0
I652,Occlusion and stenosis of carotid artery,3.0,5.0,2019,광주,질병,8.0
I659,Occlusion and stenosis of unspecified precerebral artery,9.0,1.0,2019,광주,질병,10.0
I661,Occlusion and stenosis of anterior cerebral artery,0.0,1.0,2019,광주,질병,1.0
I663,Occlusion and stenosis of cerebellar arteries,1.0,0.0,2019,광주,질병,1.0
I669,Occlusion and stenosis of unspecified cerebral artery,0.0,1.0,2019,광주,질병,1.0
I671,"Cerebral aneurysm, nonruptured",2.0,5.0,2019,광주,질병,7.0
I672,Cerebral atherosclerosis,1.0,0.0,2019,광주,질병,1.0
I678,Other specified cerebrovascular diseases,2.0,3.0,2019,광주,질병,5.0
I679,"Cerebrovascular disease, unspecified",3.0,0.0,2019,광주,질병,3.0
I680,Cerebral amyloid angiopathy(E85-+),0.0,1.0,2019,광주,질병,1.0
I690,Sequelae of subarachnoid haemorrhage,2.0,1.0,2019,광주,질병,3.0
I691,Sequelae of intracerebral haemorrhage,5.0,4.0,2019,광주,질병,9.0
I693,Sequelae of cerebral infarction,23.0,17.0,2019,광주,질병,40.0
I698,Sequelae of other and unspecified cerebrovascular diseases,26.0,6.0,2019,광주,질병,32.0
I7022,Atherosclerosis of arteries of extremities with intermittent claudication,2.0,0.0,2019,광주,질병,2.0
I7023,Atherosclerosis of arteries of extremities  with rest pain,1.0,0.0,2019,광주,질병,1.0
I7024,Atherosclerosis of arteries of extremities  with ulceration,2.0,0.0,2019,광주,질병,2.0
I7025,Atherosclerosis of arteries of extremities  with gangrene,1.0,1.0,2019,광주,질병,2.0
I7029,"Atherosclerosis of arteries of extremities, unspecified",15.0,4.0,2019,광주,질병,19.0
I70820,"Atherosclerosis of splanchnic artery, without gangrene",1.0,1.0,2019,광주,질병,2.0
I70830,"Atherosclerosis of subclavian artery, without gangrene",1.0,0.0,2019,광주,질병,1.0
I70920,"Generalized atherosclerosis, without gangrene",12.0,6.0,2019,광주,질병,18.0
I70991,"Unspecified atherosclerosis, with gangrene",1.0,0.0,2019,광주,질병,1.0
I714,"Abdominal aortic aneurysm, without mention of rupture",2.0,2.0,2019,광주,질병,4.0
I719,"Aortic aneurysm of unspecified site, without mention of rupture",1.0,0.0,2019,광주,질병,1.0
I723,Aneurysm and dissection of iliac artery,1.0,0.0,2019,광주,질병,1.0
I731,Thromboangiitis obliterans[Buerger],1.0,1.0,2019,광주,질병,2.0
I7380,Peripheral artery occlusive disease involving arteries below knee,6.0,7.0,2019,광주,질병,13.0
I7381,Peripheral artery occlusive disease involving arteriovenous fistula for hemodialysis,1.0,0.0,2019,광주,질병,1.0
I739,"Peripheral vascular disease, unspecified",4.0,3.0,2019,광주,질병,7.0
I744,"Embolism and thrombosis of arteries of extremities, unspecified",1.0,0.0,2019,광주,질병,1.0
I749,Embolism and thrombosis of unspecified artery,0.0,3.0,2019,광주,질병,3.0
I771,Stricture of artery,1.0,0.0,2019,광주,질병,1.0
I788,Other diseases of capillaries,2.0,0.0,2019,광주,질병,2.0
I802,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,1.0,7.0,2019,광주,질병,8.0
I803,"Phlebitis and thrombophlebitis of lower extremities, unspecified",0.0,1.0,2019,광주,질병,1.0
I839,Varicose veins of lower extremities without ulcer or inflammation,26.0,22.0,2019,광주,질병,48.0
I8501,"Esophageal varices with bleeding, secondary",1.0,0.0,2019,광주,질병,1.0
I8591,"Esophageal varices without bleeding, secondary",1.0,0.0,2019,광주,질병,1.0
I861,Scrotal varices,0.0,1.0,2019,광주,질병,1.0
I880,Nonspecific mesenteric lymphadenitis,0.0,1.0,2019,광주,질병,1.0
I890,"Lymphoedema, NEC",0.0,1.0,2019,광주,질병,1.0
I950,Idiopathic hypotension,0.0,1.0,2019,광주,질병,1.0
I951,Orthostatic hypotension,4.0,2.0,2019,광주,질병,6.0
I952,Hypotension due to drugs,1.0,0.0,2019,광주,질병,1.0
I959,"Hypotension, unspecified",0.0,1.0,2019,광주,질병,1.0
J00,Acute nasopharyngitis[common cold],1.0,1.0,2019,광주,질병,2.0
J0100,"Acute maxillary sinusitis, not specified as recurrent",0.0,1.0,2019,광주,질병,1.0
J0190,"Acute sinusitis, unspecified, not specified as recurrent",0.0,1.0,2019,광주,질병,1.0
J0191,"Acute sinusitis, unspecified, recurrent",1.0,7.0,2019,광주,질병,8.0
J029,"Acute pharyngitis, unspecified",0.0,51.0,2019,광주,질병,51.0
J0390,"Acute tonsillitis, unspecified, not specified as recurrent",0.0,47.0,2019,광주,질병,47.0
J0391,"Acute tonsillitis, unspecified, recurrent",0.0,26.0,2019,광주,질병,26.0
J040,Acute laryngitis,2.0,0.0,2019,광주,질병,2.0
J050,Acute obstructive laryngitis [croup],0.0,10.0,2019,광주,질병,10.0
J069,"Acute upper respiratory infection, unspecified",0.0,2.0,2019,광주,질병,2.0
J09,Influenza due to identified zoonotic or pandemic influenza virus,1.0,135.0,2019,광주,질병,136.0
J108,"Influenza with other manifestations, seasonal influenza virus identified",0.0,2.0,2019,광주,질병,2.0
J111,"Influenza with other respiratory manifestations, virus not identified",2.0,120.0,2019,광주,질병,122.0
J120,Adenoviral pneumonia,0.0,4.0,2019,광주,질병,4.0
J121,Respiratory syncytial virus pneumonia,0.0,10.0,2019,광주,질병,10.0
J122,Parainfluenza virus pneumonia,0.0,2.0,2019,광주,질병,2.0
J123,Human metapneumovirus pneumonia,0.0,4.0,2019,광주,질병,4.0
J129,"Viral pneumonia, unspecified",0.0,1.0,2019,광주,질병,1.0
J154,Pneumonia due to other streptococci,0.0,1.0,2019,광주,질병,1.0
J157,Pneumonia due to Mycoplasma pneumoniae,1.0,106.0,2019,광주,질병,107.0
J158,Other bacterial pneumonia,3.0,0.0,2019,광주,질병,3.0
J159,"Bacterial pneumonia, unspecified",3.0,1.0,2019,광주,질병,4.0
J160,Chlamydial pneumonia,0.0,1.0,2019,광주,질병,1.0
J180,"Bronchopneumonia, unspecified",11.0,23.0,2019,광주,질병,34.0
J181,"Lobar pneumonia, unspecified",0.0,1.0,2019,광주,질병,1.0
J188,"Other pneumonia, organism unspecified",2.0,0.0,2019,광주,질병,2.0
J189,"Pneumonia, unspecified",120.0,218.0,2019,광주,질병,338.0
J204,Acute bronchitis due to parainfluenza virus,0.0,2.0,2019,광주,질병,2.0
J205,Acute bronchitis due to respiratory syncytial virus,0.0,1.0,2019,광주,질병,1.0
J206,Acute bronchitis due to rhinovirus,0.0,5.0,2019,광주,질병,5.0
J2088,Acute bronchitis due to other specified organisms,0.0,1.0,2019,광주,질병,1.0
J209,"Acute bronchitis, unspecified",0.0,45.0,2019,광주,질병,45.0
J210,Acute bronchiolitis due to respiratory syncytial virus,0.0,4.0,2019,광주,질병,4.0
J2181,Acute bronchiolitis due to parainfluenza virus,0.0,1.0,2019,광주,질병,1.0
J219,"Acute bronchiolitis, unspecified",3.0,96.0,2019,광주,질병,99.0
J300,Vasomotor rhinitis,1.0,0.0,2019,광주,질병,1.0
J301,Allergic rhinitis due to pollen,1.0,0.0,2019,광주,질병,1.0
J304,"Allergic rhinitis, unspecified",0.0,2.0,2019,광주,질병,2.0
J320,Chronic maxillary sinusitis,0.0,2.0,2019,광주,질병,2.0
J329,"Chronic sinusitis, unspecified",0.0,1.0,2019,광주,질병,1.0
J343,Hypertrophy of nasal turbinates,10.0,0.0,2019,광주,질병,10.0
J348,Other specified disorders of nose and nasal sinuses,2.0,0.0,2019,광주,질병,2.0
J36,Peritonsillar abscess,1.0,0.0,2019,광주,질병,1.0
J3848,Other oedema of larynx,1.0,0.0,2019,광주,질병,1.0
J398,Other specified diseases of upper respiratory tract,0.0,1.0,2019,광주,질병,1.0
J40,"Bronchitis, not specified as acute or chronic",3.0,4.0,2019,광주,질병,7.0
J42,Unspecified chronic bronchitis,0.0,2.0,2019,광주,질병,2.0
J439,"Emphysema, unspecified",1.0,1.0,2019,광주,질병,2.0
J4400,"Chronic obstructive pulmonary disease with acute lower respiratory infection, mild",1.0,0.0,2019,광주,질병,1.0
J4409,"Chronic obstructive pulmonary disease with acute lower respiratory infection, unspecified",0.0,1.0,2019,광주,질병,1.0
J4410,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified, mild",2.0,1.0,2019,광주,질병,3.0
J4412,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified, severe",1.0,0.0,2019,광주,질병,1.0
J4419,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified, unspecified",4.0,0.0,2019,광주,질병,4.0
J4481,"Other specified chronic obstructive pulmonary disease, moderate",11.0,6.0,2019,광주,질병,17.0
J4482,"Other specified chronic obstructive pulmonary disease, severe",2.0,2.0,2019,광주,질병,4.0
J4490,"Chronic obstructive pulmonary disease, unspecified, mild",0.0,1.0,2019,광주,질병,1.0
J4491,"Chronic obstructive pulmonary disease, unspecified, moderate",3.0,3.0,2019,광주,질병,6.0
J4492,"Chronic obstructive pulmonary disease, unspecified, severe",6.0,8.0,2019,광주,질병,14.0
J4499,"Chronic obstructive pulmonary disease, unspecified, unspecified",40.0,41.0,2019,광주,질병,81.0
J4501,"Other allergic asthma, intermittent and mild persistent",0.0,1.0,2019,광주,질병,1.0
J4511,"Other nonallergic asthma, intermittent and mild persistent",0.0,1.0,2019,광주,질병,1.0
J4519,Unspecified nonallergic asthma,0.0,1.0,2019,광주,질병,1.0
J459,"Asthma, unspecified",10.0,14.0,2019,광주,질병,24.0
J47,Bronchiectasis,3.0,5.0,2019,광주,질병,8.0
J64,Unspecified pneumoconiosis,1.0,1.0,2019,광주,질병,2.0
J698,Pneumonitis due to other solids and liquids,58.0,63.0,2019,광주,질병,121.0
J700,Acute pulmonary manifestations due to radiation,1.0,0.0,2019,광주,질병,1.0
J80,Adult respiratory distress syndrome,0.0,1.0,2019,광주,질병,1.0
J81,Pulmonary oedema,1.0,0.0,2019,광주,질병,1.0
J8418,Other interstitial pulmonary diseases with fibrosis,15.0,4.0,2019,광주,질병,19.0
J849,"Interstitial pulmonary disease, unspecified",2.0,5.0,2019,광주,질병,7.0
J869,Pyothorax without fistula,5.0,1.0,2019,광주,질병,6.0
J90,"Pleural effusion, NEC",2.0,11.0,2019,광주,질병,13.0
J931,Other spontaneous pneumothorax,3.0,0.0,2019,광주,질병,3.0
J939,"Pneumothorax, unspecified",0.0,1.0,2019,광주,질병,1.0
J942,Haemothorax,1.0,1.0,2019,광주,질병,2.0
J9601,"Acute respiratory failure, type II [hypercapnic]",1.0,1.0,2019,광주,질병,2.0
J9690,"Respiratory failure, unspecified, type I [hypoxic]",0.0,1.0,2019,광주,질병,1.0
J9810,Atelectasis,0.0,1.0,2019,광주,질병,1.0
J9840,Solitary pulmonary nodule,2.0,0.0,2019,광주,질병,2.0
J985,"Diseases of mediastinum, NEC",1.0,0.0,2019,광주,질병,1.0
K0509,"Acute gingivitis, unspecified",0.0,1.0,2019,광주,질병,1.0
K0520,Periodontal abscess [Parodontal abscess] of  gingival origin without sinus,1.0,0.0,2019,광주,질병,1.0
