년도,지역,순위,질병코드,상병명,실인원,진료과
2019,대구,5,K81,담낭염,8,외과
2019,대구,7,K56,탈장이 없는 마비성 장폐색증 및 장폐색,7,외과
2019,대구,8,Z54,회복기,5,외과
2019,대구,9,K82,담낭의 기타 질환,4,외과
2019,대구,9,K64,치핵 및 항문주위정맥혈전증,4,외과
2019,대구,9,L72,피부 및 피하조직의 모낭낭,4,외과
2019,대구,12,K65,복막염,3,외과
2019,대구,12,L02,"피부의 농양, 종기 및 큰종기",3,외과
2019,대구,12,D13,기타 및 부위불명의 소화계통의 양성 신생물,3,외과
2019,대구,15,K61,항문 및 직장부의 농양,2,외과
2019,대구,15,Z08,악성 신생물에 대한 치료후 추적검사,2,외과
2019,대구,15,K60,항문 및 직장부의 열창 및 누공,2,외과
2019,대구,15,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",2,외과
2019,대구,15,C16,위의 악성 신생물,2,외과
2019,대구,15,T21,몸통의 화상 및 부식,2,외과
2019,대구,15,D17,양성 지방종성 신생물,2,외과
2019,대구,1,J33,코폴립,7,이비인후과
2019,대구,2,H91,기타 청력소실,5,이비인후과
2019,대구,3,J34,코 및 비동의 기타 장애,3,이비인후과
2019,대구,4,H81,전정기능의 장애,2,이비인후과
2019,대구,4,J32,만성 부비동염,2,이비인후과
2019,대구,6,J35,편도 및 아데노이드의 만성 질환,1,이비인후과
2019,대구,6,K12,구내염 및 관련 병변,1,이비인후과
2019,대구,6,J36,편도주위농양,1,이비인후과
2019,대구,6,H90,전음성 및 감각신경성 청력소실,1,이비인후과
2019,대구,6,R42,어지럼증 및 어지럼,1,이비인후과
2019,대구,6,J03,급성 편도염,1,이비인후과
2019,대구,6,J02,급성 인두염,1,이비인후과
2019,대구,1,M51,기타 추간판장애,19,재활의학과
2019,대구,2,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,10,재활의학과
2019,대구,3,M48,기타 척추병증,7,재활의학과
2019,대구,4,M50,경추간판장애,4,재활의학과
2019,대구,5,M47,척추증,2,재활의학과
2019,대구,6,G60,유전성 및 특발성 신경병증,1,재활의학과
2019,대구,6,M19,기타 관절증,1,재활의학과
2019,대구,6,M54,등통증,1,재활의학과
2019,대구,6,M06,기타 류마티스관절염,1,재활의학과
2019,대구,6,M75,어깨병변,1,재활의학과
2019,대구,6,G56,팔의 단일신경병증,1,재활의학과
2019,대구,6,S14,목부위의 신경 및 척수의 손상,1,재활의학과
2019,대구,6,M81,병적 골절이 없는 골다공증,1,재활의학과
2019,대구,6,G62,기타 다발신경병증,1,재활의학과
2019,대구,6,I73,기타 말초혈관질환,1,재활의학과
2019,대구,1,M17,무릎관절증,161,정형외과
2019,대구,2,M75,어깨병변,103,정형외과
2019,대구,3,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,54,정형외과
2019,대구,4,S72,대퇴골의 골절,43,정형외과
2019,대구,5,S82,발목을 포함한 아래다리의 골절,37,정형외과
2019,대구,6,L03,연조직염,36,정형외과
2019,대구,7,S52,아래팔의 골절,24,정형외과
2019,대구,8,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",23,정형외과
2019,대구,9,M20,손가락 및 발가락의 후천변형,19,정형외과
2019,대구,10,Z54,회복기,18,정형외과
2019,대구,11,M13,기타 관절염,17,정형외과
2019,대구,12,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",13,정형외과
2019,대구,13,S32,요추 및 골반의 골절,12,정형외과
2019,대구,14,M23,무릎의 내부장애,11,정형외과
2019,대구,15,M19,기타 관절증,10,정형외과
2019,대구,15,E10,1형 당뇨병,10,정형외과
2019,대구,17,G56,팔의 단일신경병증,9,정형외과
2019,대구,18,M10,통풍,8,정형외과
2019,대구,18,S42,어깨 및 위팔의 골절,8,정형외과
2019,대구,18,D17,양성 지방종성 신생물,8,정형외과
2019,대구,1,B02,대상포진,17,피부과
2019,대구,2,L03,연조직염,2,피부과
2019,대전,1,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,29,가정의학과
2019,대전,2,I69,뇌혈관질환의 후유증,7,가정의학과
2019,대전,3,R63,음식 및 수액 섭취에 관계된 증상 및 징후,6,가정의학과
2019,대전,4,K29,위염 및 십이지장염,5,가정의학과
2019,대전,5,E86,용적고갈,4,가정의학과
2019,대전,5,C16,위의 악성 신생물,4,가정의학과
2019,대전,7,E11,2형 당뇨병,3,가정의학과
2019,대전,7,I10,본태성(원발성) 고혈압,3,가정의학과
2019,대전,9,J18,상세불명 병원체의 폐렴,2,가정의학과
2019,대전,9,M96,달리 분류되지 않은 처치후 근골격장애,2,가정의학과
2019,대전,9,C22,간 및 간내 담관의 악성 신생물,2,가정의학과
2019,대전,9,N18,만성 신장병,2,가정의학과
2019,대전,9,G82,하반신마비 및 사지마비,2,가정의학과
2019,대전,14,C79,기타 및 상세불명 부위의 이차성 악성 신생물,1,가정의학과
2019,대전,14,J30,혈관운동성 및 앨러지성 비염,1,가정의학과
2019,대전,14,C34,기관지 및 폐의 악성 신생물,1,가정의학과
2019,대전,14,S14,목부위의 신경 및 척수의 손상,1,가정의학과
2019,대전,14,C54,자궁체부의 악성 신생물,1,가정의학과
2019,대전,14,I63,뇌경색증,1,가정의학과
2019,대전,14,C56,난소의 악성 신생물,1,가정의학과
2019,대전,14,J06,다발성 및 상세불명 부위의 급성 상기도감염,1,가정의학과
2019,대전,14,M48,기타 척추병증,1,가정의학과
2019,대전,14,J09,확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자,1,가정의학과
2019,대전,14,C15,식도의 악성 신생물,1,가정의학과
2019,대전,14,J00,급성 비인두염[감기],1,가정의학과
2019,대전,14,G95,척수의 기타 질환,1,가정의학과
2019,대전,14,M17,무릎관절증,1,가정의학과
2019,대전,14,J20,급성 기관지염,1,가정의학과
2019,대전,14,R47,달리 분류되지 않은 언어장애,1,가정의학과
2019,대전,14,R53,병감 및 피로,1,가정의학과
2019,대전,14,C24,담도의 기타 및 상세불명 부분의 악성 신생물,1,가정의학과
2019,대전,14,C61,전립선의 악성 신생물,1,가정의학과
2019,대전,1,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,95,내과
2019,대전,2,E11,2형 당뇨병,53,내과
2019,대전,3,J18,상세불명 병원체의 폐렴,9,내과
2019,대전,4,C22,간 및 간내 담관의 악성 신생물,7,내과
2019,대전,5,C16,위의 악성 신생물,5,내과
2019,대전,5,C34,기관지 및 폐의 악성 신생물,5,내과
2019,대전,7,J69,고체 및 액체에 의한 폐렴,4,내과
2019,대전,8,C61,전립선의 악성 신생물,3,내과
2019,대전,8,N39,비뇨계통의 기타 장애,3,내과
2019,대전,8,D46,골수형성이상증후군,3,내과
2019,대전,11,C49,기타 결합조직 및 연조직의 악성 신생물,2,내과
2019,대전,11,J44,기타 만성 폐색성 폐질환,2,내과
2019,대전,11,D64,기타 빈혈,2,내과
2019,대전,11,C92,골수성 백혈병,2,내과
2019,대전,11,C15,식도의 악성 신생물,2,내과
2019,대전,11,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,2,내과
2019,대전,11,R53,병감 및 피로,2,내과
2019,대전,11,C71,뇌의 악성 신생물,2,내과
2019,대전,11,J15,달리 분류되지 않은 세균성 폐렴,2,내과
2019,대전,11,N17,급성 신부전,2,내과
2019,대전,1,E11,2형 당뇨병,34,류마티스내과
2019,대전,2,M05,혈청검사양성 류마티스관절염,8,류마티스내과
2019,대전,3,J18,상세불명 병원체의 폐렴,6,류마티스내과
2019,대전,4,M10,통풍,4,류마티스내과
2019,대전,4,K59,기타 기능성 장장애,4,류마티스내과
2019,대전,4,I48,심방세동 및 조동,4,류마티스내과
2019,대전,7,N39,비뇨계통의 기타 장애,3,류마티스내과
2019,대전,8,K52,기타 비감염성 위장염 및 결장염,2,류마티스내과
2019,대전,8,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,2,류마티스내과
2019,대전,8,D50,철결핍빈혈,2,류마티스내과
2019,대전,8,J44,기타 만성 폐색성 폐질환,2,류마티스내과
2019,대전,12,M51,기타 추간판장애,1,류마티스내과
2019,대전,12,C65,신우의 악성 신생물,1,류마티스내과
2019,대전,12,L03,연조직염,1,류마티스내과
2019,대전,12,D68,기타 응고결함,1,류마티스내과
2019,대전,12,C09,편도의 악성 신생물,1,류마티스내과
2019,대전,12,I50,심부전,1,류마티스내과
2019,대전,12,J40,급성인지 만성인지 명시되지 않은 기관지염,1,류마티스내과
2019,대전,12,R50,기타 및 원인미상의 열,1,류마티스내과
2019,대전,12,N10,급성 세뇨관-간질신장염,1,류마티스내과
2019,대전,12,M15,다발관절증,1,류마티스내과
2019,대전,12,J20,급성 기관지염,1,류마티스내과
2019,대전,12,I20,협심증,1,류마티스내과
2019,대전,12,C20,직장의 악성 신생물,1,류마티스내과
2019,대전,12,K27,상세불명 부위의 소화성 궤양,1,류마티스내과
2019,대전,12,K29,위염 및 십이지장염,1,류마티스내과
2019,대전,12,J09,확인된 동물매개 또는 범유행 인플루엔자바이러스에 의한 인플루엔자,1,류마티스내과
2019,대전,12,R53,병감 및 피로,1,류마티스내과
2019,대전,12,I88,비특이성 림프절염,1,류마티스내과
2019,대전,12,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1,류마티스내과
2019,대전,12,E10,1형 당뇨병,1,류마티스내과
2019,대전,1,N40,전립선증식증,78,비뇨의학과
2019,대전,2,C61,전립선의 악성 신생물,36,비뇨의학과
2019,대전,3,N21,하부요로의 결석,3,비뇨의학과
2019,대전,4,D09,기타 및 상세불명 부위의 제자리암종,2,비뇨의학과
2019,대전,4,N41,전립선의 염증성 질환,2,비뇨의학과
2019,대전,6,D41,비뇨기관의 행동양식 불명 또는 미상의 신생물,1,비뇨의학과
2019,대전,6,R31,상세불명의 혈뇨,1,비뇨의학과
2019,대전,6,N28,달리 분류되지 않은 신장 및 요관의 기타 장애,1,비뇨의학과
2019,대전,6,R33,소변정체,1,비뇨의학과
2019,대전,6,N43,음낭수종 및 정액류,1,비뇨의학과
2019,대전,1,J18,상세불명 병원체의 폐렴,2,소아청소년과
2019,대전,2,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1,소아청소년과
2019,대전,1,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",199,소화기 내과
2019,대전,2,K63,장의 기타 질환,181,소화기 내과
2019,대전,3,K29,위염 및 십이지장염,56,소화기 내과
2019,대전,4,E11,2형 당뇨병,39,소화기 내과
2019,대전,5,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,36,소화기 내과
2019,대전,6,K25,위궤양,31,소화기 내과
2019,대전,7,C16,위의 악성 신생물,27,소화기 내과
2019,대전,8,K21,위-식도역류병,25,소화기 내과
2019,대전,9,K59,기타 기능성 장장애,24,소화기 내과
2019,대전,10,J18,상세불명 병원체의 폐렴,23,소화기 내과
2019,대전,11,C22,간 및 간내 담관의 악성 신생물,17,소화기 내과
2019,대전,11,K70,알콜성 간질환,17,소화기 내과
2019,대전,13,K58,과민대장증후군,15,소화기 내과
2019,대전,14,B15,급성 A형간염,14,소화기 내과
2019,대전,15,K31,위 및 십이지장의 기타 질환,13,소화기 내과
2019,대전,16,J69,고체 및 액체에 의한 폐렴,12,소화기 내과
2019,대전,16,C18,결장의 악성 신생물,12,소화기 내과
2019,대전,18,K85,급성 췌장염,9,소화기 내과
2019,대전,19,J15,달리 분류되지 않은 세균성 폐렴,8,소화기 내과
2019,대전,19,K26,십이지장궤양,8,소화기 내과
2019,대전,19,K52,기타 비감염성 위장염 및 결장염,8,소화기 내과
2019,대전,1,I63,뇌경색증,138,신경과
2019,대전,2,I69,뇌혈관질환의 후유증,50,신경과
2019,대전,3,R42,어지럼증 및 어지럼,45,신경과
2019,대전,4,G20,파킨슨병,14,신경과
2019,대전,5,G45,일과성 뇌허혈발작 및 관련 증후군,8,신경과
2019,대전,6,F03,상세불명의 치매,6,신경과
2019,대전,7,G22,달리 분류된 질환에서의 파킨슨증,5,신경과
2019,대전,7,R51,두통,5,신경과
2019,대전,9,H49,마비성 사시,3,신경과
2019,대전,10,G51,안면신경장애,2,신경과
2019,대전,10,G40,뇌전증,2,신경과
2019,대전,10,R53,병감 및 피로,2,신경과
2019,대전,13,G03,기타 및 상세불명의 원인에 의한 수막염,1,신경과
2019,대전,13,R25,이상불수의운동,1,신경과
2019,대전,13,R56,달리 분류되지 않은 경련,1,신경과
2019,대전,13,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,1,신경과
2019,대전,13,I67,기타 뇌혈관질환,1,신경과
2019,대전,13,R55,실신 및 허탈,1,신경과
2019,대전,13,G93,뇌의 기타 장애,1,신경과
2019,대전,13,G56,팔의 단일신경병증,1,신경과
2019,대전,1,S06,두개내손상,22,신경외과
2019,대전,2,I61,뇌내출혈,17,신경외과
2019,대전,3,M48,기타 척추병증,11,신경외과
2019,대전,4,I69,뇌혈관질환의 후유증,8,신경외과
2019,대전,4,I62,기타 비외상성 두개내출혈,8,신경외과
2019,대전,6,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",6,신경외과
2019,대전,6,M51,기타 추간판장애,6,신경외과
2019,대전,8,C71,뇌의 악성 신생물,4,신경외과
2019,대전,8,M54,등통증,4,신경외과
2019,대전,10,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,3,신경외과
2019,대전,10,S32,요추 및 골반의 골절,3,신경외과
2019,대전,10,S22,"늑골, 흉골 및 흉추의 골절",3,신경외과
2019,대전,10,M50,경추간판장애,3,신경외과
2019,대전,10,G95,척수의 기타 질환,3,신경외과
2019,대전,15,L72,피부 및 피하조직의 모낭낭,2,신경외과
2019,대전,15,I63,뇌경색증,2,신경외과
2019,대전,15,I60,지주막하출혈,2,신경외과
2019,대전,18,D10,입 및 인두의 양성 신생물,1,신경외과
2019,대전,18,M43,기타 변형성 등병증,1,신경외과
2019,대전,18,D43,뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물,1,신경외과
2019,대전,18,S00,머리의 표재성 손상,1,신경외과
2019,대전,18,C79,기타 및 상세불명 부위의 이차성 악성 신생물,1,신경외과
2019,대전,18,T81,달리 분류되지 않은 처치의 합병증,1,신경외과
2019,대전,18,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",1,신경외과
2019,대전,18,D17,양성 지방종성 신생물,1,신경외과
2019,대전,18,G82,하반신마비 및 사지마비,1,신경외과
2019,대전,18,M96,달리 분류되지 않은 처치후 근골격장애,1,신경외과
2019,대전,18,M47,척추증,1,신경외과
2019,대전,18,S12,목의 골절,1,신경외과
2019,대전,18,D18,모든 부위의 혈관종 및 림프관종,1,신경외과
2019,대전,18,C44,기타 피부의 악성 신생물,1,신경외과
2019,대전,18,T90,머리손상의 후유증,1,신경외과
2019,대전,1,N18,만성 신장병,51,신장내과
2019,대전,2,E11,2형 당뇨병,22,신장내과
2019,대전,3,N17,급성 신부전,9,신장내과
2019,대전,3,E87,"수분, 전해질 및 산-염기균형의 기타 장애",9,신장내과
2019,대전,3,J18,상세불명 병원체의 폐렴,9,신장내과
2019,대전,3,N10,급성 세뇨관-간질신장염,9,신장내과
2019,대전,7,N39,비뇨계통의 기타 장애,6,신장내과
2019,대전,8,R60,달리 분류되지 않은 부종,5,신장내과
2019,대전,9,R50,기타 및 원인미상의 열,4,신장내과
2019,대전,10,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,3,신장내과
2019,대전,11,R53,병감 및 피로,2,신장내과
2019,대전,11,C34,기관지 및 폐의 악성 신생물,2,신장내과
