진료년도,진료과목,주상병코드,환자수,명세서청구건수,입내원일수,보험자부담금(선별포함),요양급여비용총액(선별포함)
2023,일반의,S22,10 ,17 ,104 ,4752960 ,8499100 
2023,일반의,S23,6 ,21 ,21 ,173740 ,288440 
2023,일반의,S24,2 ,2 ,2 ,5980 ,46380 
2023,일반의,S30,17 ,19 ,20 ,398290 ,945600 
2023,일반의,S32,12 ,19 ,188 ,8481200 ,13335480 
2023,일반의,S33,20 ,50 ,49 ,570890 ,970450 
2023,일반의,S35,1 ,1 ,20 ,5612840 ,8084050 
2023,일반의,S40,1 ,1 ,1 ,13440 ,22240 
2023,일반의,S42,4 ,6 ,66 ,4347580 ,5893240 
2023,일반의,S43,12 ,22 ,22 ,230130 ,381960 
2023,일반의,S50,5 ,8 ,8 ,153810 ,260150 
2023,일반의,S52,3 ,3 ,2 ,204330 ,262720 
2023,일반의,S53,3 ,28 ,28 ,179330 ,297730 
2023,일반의,S60,18 ,19 ,18 ,353910 ,535380 
2023,일반의,S61,7 ,7 ,7 ,160400 ,268030 
2023,일반의,S62,1 ,1 ,1 ,42220 ,70220 
2023,일반의,S63,12 ,18 ,17 ,204480 ,333940 
2023,일반의,S66,2 ,2 ,2 ,27640 ,45840 
2023,일반의,S68,1 ,1 ,1 ,30110 ,51440 
2023,일반의,S70,6 ,7 ,7 ,103450 ,198750 
2023,일반의,S72,8 ,27 ,503 ,25820940 ,39926020 
2023,일반의,S73,5 ,5 ,5 ,94870 ,143770 
2023,일반의,S80,8 ,22 ,22 ,228810 ,375410 
2023,일반의,S81,2 ,4 ,4 ,68970 ,114570 
2023,일반의,S82,4 ,4 ,30 ,2010810 ,2689070 
2023,일반의,S83,8 ,12 ,12 ,143500 ,238100 
2023,일반의,S90,14 ,19 ,19 ,281650 ,450910 
2023,일반의,S91,3 ,3 ,3 ,35880 ,59580 
2023,일반의,S92,5 ,8 ,18 ,638750 ,1090300 
2023,일반의,S93,29 ,98 ,98 ,1208470 ,1969570 
2023,일반의,T00,1 ,1 ,1 ,14450 ,23950 
2023,일반의,T08,1 ,1 ,0 ,35280 ,44090 
2023,일반의,T13,1 ,1 ,1 ,19260 ,48060 
2023,일반의,T14,14 ,14 ,14 ,231040 ,342130 
2023,일반의,T22,2 ,2 ,2 ,17310 ,28710 
2023,일반의,T23,1 ,1 ,1 ,11030 ,18330 
2023,일반의,T25,1 ,4 ,4 ,46910 ,77910 
2023,일반의,T68,1 ,1 ,10 ,2294000 ,3535980 
2023,일반의,T78,2 ,2 ,2 ,37160 ,57060 
2023,일반의,T85,18 ,19 ,19 ,403510 ,671410 
2023,일반의,U07,458 ,592 ,2457 ,121569800 ,153394880 
2023,일반의,U08,4 ,4 ,4 ,70350 ,101150 
2023,일반의,U09,19 ,23 ,23 ,221220 ,363720 
2023,일반의,U82,1 ,2 ,27 ,3356260 ,4372180 
2023,일반의,U83,11 ,24 ,372 ,59354390 ,75451680 
2023,일반의,Z00,8 ,9 ,9 ,187930 ,272030 
2023,일반의,Z01,1 ,2 ,2 ,52540 ,87440 
2023,일반의,Z03,5 ,5 ,4 ,68460 ,115600 
2023,일반의,Z04,1 ,1 ,1 ,18990 ,21090 
2023,일반의,Z11,1091 ,1298 ,1298 ,37710480 ,58490260 
2023,일반의,Z13,40 ,41 ,41 ,1041170 ,1267370 
2023,일반의,Z20,222 ,390 ,2320 ,91938930 ,121881070 
2023,일반의,Z22,5 ,5 ,5 ,50520 ,83920 
2023,일반의,Z25,2 ,2 ,2 ,23190 ,38590 
2023,일반의,Z34,21 ,25 ,25 ,2320530 ,2908270 
2023,일반의,Z38,1 ,1 ,3 ,282370 ,285800 
2023,일반의,Z39,20 ,21 ,21 ,295620 ,715430 
2023,일반의,Z46,9 ,10 ,2 ,995320 ,1410610 
2023,일반의,Z50,1 ,1 ,1 ,41800 ,41800 
2023,일반의,Z65,1 ,1 ,1 ,21170 ,30570 
2023,일반의,Z71,2 ,2 ,2 ,64520 ,88920 
2023,일반의,Z85,1 ,1 ,3 ,136900 ,183770 
2023,일반의,Z93,1 ,1 ,1 ,41800 ,41800 
2023,일반의,Z95,1 ,3 ,3 ,21780 ,36180 
2023,일반의,Z96,1 ,4 ,4 ,112320 ,186820 
2023,일반의,Z98,2 ,5 ,5 ,55960 ,92860 
2023,내과,A00,15 ,17 ,23 ,4194420 ,5374440 
2023,내과,A01,60 ,102 ,467 ,118278100 ,149942010 
2023,내과,A02,2119 ,3541 ,14395 ,3956176290 ,5087464920 
2023,내과,A03,55 ,104 ,325 ,81028650 ,104741110 
2023,내과,A04,44969 ,70160 ,193739 ,40203986760 ,52188365440 
2023,내과,A05,1020 ,1425 ,4042 ,738511150 ,987423660 
2023,내과,A06,183 ,479 ,674 ,99565350 ,139966790 
2023,내과,A07,117 ,144 ,168 ,14171540 ,21218270 
2023,내과,A08,8060 ,10997 ,21866 ,3367034860 ,4372990300 
2023,내과,A09,436767 ,624940 ,1108022 ,149087203890 ,205342542350 
2023,내과,A15,14021 ,89836 ,173224 ,48057043460 ,49834604950 
2023,내과,A16,12962 ,78653 ,126087 ,33612133400 ,35005219980 
2023,내과,A17,153 ,709 ,2482 ,821615630 ,906417970 
2023,내과,A18,3526 ,20672 ,28668 ,5551211910 ,6009215290 
2023,내과,A19,352 ,1898 ,7623 ,2761432380 ,2903905780 
2023,내과,A20,1 ,1 ,5 ,2189260 ,2736370 
2023,내과,A21,1 ,1 ,1 ,9690 ,19190 
2023,내과,A23,8 ,18 ,47 ,9747730 ,13678950 
2023,내과,A24,9 ,32 ,103 ,24972940 ,34198270 
2023,내과,A26,11 ,19 ,19 ,900480 ,1915550 
2023,내과,A27,16 ,29 ,90 ,31674640 ,42296890 
2023,내과,A28,16 ,30 ,72 ,18953340 ,24282640 
2023,내과,A30,1 ,1 ,1 ,3130 ,28130 
2023,내과,A31,26770 ,145063 ,172667 ,14153052000 ,23232088230 
2023,내과,A32,26 ,57 ,598 ,345325900 ,410376550 
2023,내과,A35,38 ,87 ,546 ,336749550 ,434000390 
2023,내과,A36,3 ,5 ,8 ,662360 ,926970 
2023,내과,A37,21 ,34 ,101 ,26356510 ,31948840 
2023,내과,A38,12 ,19 ,43 ,6191710 ,7027940 
2023,내과,A39,4 ,4 ,38 ,14811930 ,19324820 
2023,내과,A40,184 ,368 ,3232 ,1470872790 ,1815978000 
2023,내과,A41,28382 ,56708 ,542375 ,175413096580 ,216056325390 
2023,내과,A42,420 ,1474 ,2091 ,282309170 ,404143330 
2023,내과,A43,33 ,138 ,623 ,158286050 ,204750620 
2023,내과,A44,6 ,22 ,36 ,5540540 ,8326840 
2023,내과,A46,248 ,442 ,877 ,140438410 ,189837760 
2023,내과,A48,237 ,531 ,2004 ,733685080 ,928214090 
2023,내과,A49,4911 ,9382 ,41230 ,11916437560 ,15045223760 
2023,내과,A50,16 ,39 ,38 ,964690 ,1777650 
2023,내과,A51,651 ,1638 ,1679 ,64636960 ,112089570 
2023,내과,A52,1364 ,3687 ,3950 ,142417580 ,244214900 
2023,내과,A53,4307 ,10516 ,10975 ,275382800 ,538886390 
2023,내과,A54,36 ,87 ,181 ,31245220 ,41859270 
2023,내과,A55,3 ,6 ,6 ,156610 ,327210 
2023,내과,A56,21 ,25 ,42 ,6190850 ,7990620 
2023,내과,A57,3 ,5 ,5 ,137750 ,250270 
2023,내과,A58,1 ,1 ,1 ,16710 ,17510 
2023,내과,A59,181 ,210 ,210 ,14846280 ,24726950 
2023,내과,A60,198 ,275 ,313 ,13638370 ,20280700 
2023,내과,A63,949 ,1748 ,1773 ,95430930 ,157938950 
2023,내과,A64,129 ,242 ,242 ,9310450 ,19220350 
2023,내과,A66,9 ,11 ,11 ,301660 ,600960 
2023,내과,A68,2 ,3 ,3 ,105850 ,285250 
2023,내과,A69,398 ,614 ,658 ,26930190 ,43484340 
2023,내과,A70,1 ,5 ,5 ,62070 ,217870 
2023,내과,A74,17 ,23 ,49 ,11029870 ,15101130 
2023,내과,A75,5439 ,8973 ,36698 ,7901746990 ,10594694970 
2023,내과,A77,77 ,140 ,276 ,55965720 ,77496190 
2023,내과,A78,68 ,215 ,302 ,37885730 ,58649900 
2023,내과,A79,44 ,73 ,177 ,36200920 ,49040460 
2023,내과,A81,36 ,119 ,1599 ,274269600 ,321784250 
2023,내과,A82,5 ,11 ,11 ,303300 ,742000 
2023,내과,A83,6 ,21 ,288 ,136100240 ,172114350 
2023,내과,A84,2 ,2 ,16 ,8620660 ,11996790 
2023,내과,A85,2 ,8 ,149 ,13704460 ,18895320 
2023,내과,A86,19 ,61 ,1008 ,232105940 ,292235560 
2023,내과,A87,72 ,122 ,487 ,178826830 ,237238920 
2023,내과,A88,4 ,9 ,9 ,79900 ,130100 
2023,내과,A92,16 ,47 ,54 ,5134450 ,8190910 
2023,내과,A93,255 ,505 ,2837 ,1365563950 ,1772489300 
2023,내과,A94,2 ,2 ,2 ,47300 ,154000 
2023,내과,A95,6 ,6 ,6 ,67990 ,135390 
2023,내과,A97,163 ,289 ,571 ,119541830 ,162265790 
2023,내과,A98,129 ,210 ,899 ,250976260 ,331681630 
2023,내과,A99,12 ,12 ,44 ,15220050 ,20200140 
2023,내과,B00,8726 ,12424 ,14015 ,534338210 ,752831200 
2023,내과,B01,740 ,1134 ,2657 ,547453580 ,677791930 
2023,내과,B02,33923 ,59909 ,112968 ,10638750430 ,14400163670 
2023,내과,B04,174 ,306 ,1876 ,529893380 ,628847860 
2023,내과,B05,20 ,25 ,57 ,15567020 ,19940920 
2023,내과,B06,24 ,40 ,40 ,1153910 ,2381510 
2023,내과,B07,90 ,120 ,118 ,2830790 ,4488580 
2023,내과,B08,3317 ,5418 ,6677 ,340689060 ,395242490 
2023,내과,B09,140 ,211 ,291 ,39514710 ,55629050 
2023,내과,B15,921 ,2260 ,5589 ,1199186230 ,1573745170 
2023,내과,B16,602 ,1420 ,2379 ,367541550 ,528243920 
2023,내과,B17,12995 ,28367 ,57920 ,9850564170 ,13768926700 
2023,내과,B18,251460 ,983843 ,997526 ,54863828970 ,115832680610 
2023,내과,B19,322 ,587 ,893 ,125392010 ,186782260 
2023,내과,B20,858 ,3611 ,5300 ,6834306870 ,7634533640 
2023,내과,B21,24 ,122 ,176 ,182589560 ,202658690 
2023,내과,B22,57 ,260 ,312 ,424832300 ,472921420 
2023,내과,B23,409 ,1801 ,2012 ,2887624810 ,3213085860 
2023,내과,B24,13541 ,62170 ,66318 ,104799938120 ,116549262960 
2023,내과,B25,535 ,1565 ,7099 ,2770663380 ,3360788710 
2023,내과,B26,273 ,372 ,553 ,58223080 ,77085000 
2023,내과,B27,560 ,1226 ,2407 ,451728730 ,635676480 
2023,내과,B30,329 ,568 ,568 ,7276330 ,11547790 
2023,내과,B33,146 ,210 ,355 ,90524410 ,108969320 
2023,내과,B34,4625 ,6337 ,11329 ,1868448130 ,2502372400 
2023,내과,B35,6628 ,10924 ,11018 ,152006100 ,244440480 
2023,내과,B36,223 ,365 ,397 ,25595880 ,33970070 
2023,내과,B37,4727 ,7027 ,15201 ,4517814280 ,5664367700 
2023,내과,B38,6 ,10 ,32 ,5967170 ,8212140 
2023,내과,B39,3 ,11 ,11 ,246820 ,762720 
2023,내과,B42,2 ,26 ,26 ,379110 ,1318370 
2023,내과,B43,16 ,20 ,19 ,218220 ,387920 
2023,내과,B44,2899 ,11229 ,23888 ,8549762280 ,10821963280 
2023,내과,B45,278 ,1179 ,2525 ,680180410 ,856187850 
2023,내과,B46,54 ,230 ,1223 ,829311810 ,1010803070 
2023,내과,B47,96 ,235 ,237 ,6970190 ,15975530 
2023,내과,B48,800 ,1764 ,13554 ,8991308010 ,10388971870 
2023,내과,B49,538 ,1285 ,2808 ,929513950 ,1161082600 
2023,내과,B50,45 ,106 ,263 ,66423390 ,93482940 
2023,내과,B51,301 ,633 ,1564 ,318663430 ,422527850 
2023,내과,B52,1 ,1 ,10 ,2343300 ,2991020 
2023,내과,B53,27 ,56 ,114 ,20754060 ,28720370 
2023,내과,B54,408 ,859 ,1977 ,433913660 ,586114660 
2023,내과,B55,5 ,19 ,35 ,5808890 ,8178270 
2023,내과,B56,3 ,6 ,6 ,52960 ,101760 
2023,내과,B58,88 ,201 ,248 ,34170580 ,45637570 
2023,내과,B60,1 ,2 ,2 ,34550 ,106350 
2023,내과,B65,4 ,9 ,9 ,262130 ,715490 
2023,내과,B66,827 ,1449 ,1623 ,108616520 ,192865330 
2023,내과,B67,8 ,21 ,33 ,6730070 ,9431480 
2023,내과,B68,24 ,44 ,44 ,1092060 ,2580260 
2023,내과,B69,46 ,126 ,451 ,31299240 ,45505860 
2023,내과,B70,50 ,98 ,102 ,5843770 ,11732370 
2023,내과,B71,18 ,29 ,28 ,842660 ,1895830 
2023,내과,B76,2 ,2 ,2 ,18630 ,33530 
2023,내과,B77,16 ,23 ,23 ,1183960 ,2362850 
2023,내과,B79,19 ,26 ,26 ,827540 ,1723140 
2023,내과,B80,20 ,25 ,25 ,335330 ,735630 
2023,내과,B81,198 ,280 ,361 ,55011920 ,85687470 
2023,내과,B82,39 ,71 ,75 ,4718180 ,9940780 
2023,내과,B83,560 ,1031 ,1109 ,59738770 ,109916200 
2023,내과,B85,13 ,18 ,18 ,194710 ,349510 
2023,내과,B86,879 ,1226 ,1623 ,131307130 ,164818790 
2023,내과,B87,1 ,1 ,1 ,11600 ,23100 
2023,내과,B88,967 ,1295 ,2129 ,219772300 ,317135270 
2023,내과,B89,306 ,560 ,586 ,31153500 ,61817780 
2023,내과,B90,4009 ,7792 ,8296 ,395893640 ,738690610 
2023,내과,B91,2 ,2 ,2 ,99730 ,166130 
2023,내과,B94,12 ,18 ,18 ,588400 ,925000 
2023,내과,B95,47 ,150 ,2859 ,423839730 ,513040940 
2023,내과,B96,69 ,107 ,690 ,136442940 ,169217750 
2023,내과,B97,27 ,49 ,56 ,7291350 ,11016880 
2023,내과,B98,21201 ,30200 ,30233 ,563472630 ,1080733840 
2023,내과,B99,622 ,983 ,3945 ,1286157670 ,1541549740 
2023,내과,C00,50 ,151 ,255 ,51009690 ,57424520 
2023,내과,C01,383 ,3198 ,5384 ,1705371120 ,1855609940 
2023,내과,C02,1134 ,9274 ,18533 ,5961190550 ,6546800400 
2023,내과,C03,287 ,1987 ,4386 ,1330198470 ,1445758740 
2023,내과,C04,142 ,1270 ,2417 ,851416210 ,921325920 
2023,내과,C05,208 ,1544 ,3039 ,829398580 ,901442170 
2023,내과,C06,759 ,6183 ,11580 ,3671747000 ,4006452710 
2023,내과,C07,502 ,4322 ,7535 ,1757666430 ,1945021520 
2023,내과,C08,524 ,4954 ,7766 ,2099733310 ,2331020920 
2023,내과,C09,1582 ,13058 ,20418 ,5918254260 ,6440195910 
2023,내과,C10,626 ,5251 ,9739 ,2829793840 ,3076222740 
2023,내과,C11,1692 ,17047 ,25925 ,7091928450 ,7741527040 
2023,내과,C12,182 ,1776 ,3279 ,1225085110 ,1324441460 
2023,내과,C13,1103 ,9967 ,20295 ,6422979110 ,6985098330 
2023,내과,C14,40 ,235 ,796 ,155923410 ,169081970 
2023,내과,C15,10215 ,86819 ,161726 ,47979441420 ,52598614930 
2023,내과,C16,111694 ,535823 ,871386 ,237358043450 ,263071319140 
2023,내과,C17,4114 ,29490 ,47526 ,13423429940 ,14784032470 
2023,내과,C18,50840 ,344635 ,584361 ,180721971020 ,197401282240 
2023,내과,C19,6881 ,44087 ,75135 ,24316057450 ,26518710550 
2023,내과,C20,36346 ,220632 ,345631 ,104266411030 ,114406373950 
2023,내과,C21,1109 ,7095 ,13650 ,4060533000 ,4462691720 
2023,내과,C22,62163 ,524785 ,937867 ,390196957740 ,432190065110 
2023,내과,C23,5605 ,54141 ,119218 ,38659087400 ,42698654700 
2023,내과,C24,12414 ,116710 ,281135 ,102379301070 ,112465656190 
2023,내과,C25,21280 ,286872 ,627451 ,236628784870 ,259463108470 
2023,내과,C26,653 ,3751 ,5630 ,1161387600 ,1287774620 
2023,내과,C30,490 ,4308 ,7520 ,2257896050 ,2468166630 
2023,내과,C31,403 ,3760 ,6357 ,2453404140 ,2672128280 
2023,내과,C32,1673 ,11707 ,23777 ,6040575000 ,6594238040 
2023,내과,C33,126 ,961 ,1370 ,608552960 ,665360920 
2023,내과,C34,84916 ,839166 ,1494338 ,704002877030 ,762530144990 
2023,내과,C37,2152 ,18323 ,28641 ,6627959270 ,7325348780 
2023,내과,C38,499 ,3284 ,6484 ,2459379620 ,2764729540 
2023,내과,C39,23 ,71 ,334 ,63844540 ,71966820 
2023,내과,C40,186 ,1365 ,3405 ,1039459280 ,1171588360 
2023,내과,C41,787 ,5879 ,14194 ,3956093070 ,4454470480 
2023,내과,C43,2384 ,22567 ,34688 ,22148518430 ,23796141250 
2023,내과,C44,2648 ,12493 ,32808 ,5775880710 ,6419165980 
2023,내과,C45,505 ,5921 ,12467 ,4794009640 ,5241649590 
2023,내과,C46,204 ,1180 ,2027 ,408040120 ,438266600 
2023,내과,C47,146 ,981 ,2270 ,869156850 ,951426920 
2023,내과,C48,1451 ,11457 ,26218 ,7972480750 ,8772764050 
2023,내과,C49,3653 ,31338 ,57786 ,17861180380 ,19739793310 
2023,내과,C50,74924 ,651940 ,944431 ,339629959530 ,373240368600 
2023,내과,C51,115 ,588 ,1835 ,473968260 ,523897740 
2023,내과,C52,82 ,423 ,1233 ,252266440 ,280872390 
2023,내과,C53,2812 ,16307 ,45842 ,10215904650 ,11226840750 
2023,내과,C54,2755 ,15878 ,39697 ,6303403830 ,7086694320 
2023,내과,C55,350 ,2774 ,6693 ,1553593450 ,1716236620 
2023,내과,C56,4972 ,39895 ,102159 ,21735772980 ,23915698650 
2023,내과,C57,358 ,2469 ,6584 ,1179079210 ,1303562220 
2023,내과,C58,23 ,168 ,313 ,128216270 ,146428750 
2023,내과,C60,77 ,555 ,999 ,271258020 ,294110620 
2023,내과,C61,15077 ,83431 ,174420 ,41275978870 ,45556788180 
2023,내과,C62,910 ,5121 ,7742 ,1947678820 ,2195703360 
2023,내과,C63,52 ,316 ,543 ,160844260 ,176260100 
2023,내과,C64,8312 ,67732 ,112559 ,48903227310 ,52667893000 
2023,내과,C65,1502 ,12973 ,23228 ,9850035780 ,10694091820 
2023,내과,C66,1869 ,16768 ,30486 ,12900960060 ,13962577020 
2023,내과,C67,7629 ,54997 ,111574 ,40666087730 ,44218556770 
2023,내과,C68,264 ,2142 ,3846 ,1419589600 ,1565407790 
2023,내과,C69,170 ,1048 ,1404 ,555392960 ,604586060 
2023,내과,C70,97 ,551 ,2491 ,633586010 ,692460620 
2023,내과,C71,2693 ,18537 ,58880 ,12778995610 ,14137142910 
2023,내과,C72,126 ,555 ,1276 ,374777280 ,416215060 
2023,내과,C73,139856 ,433831 ,476544 ,38549222220 ,53218212200 
2023,내과,C74,1677 ,8597 ,11757 ,2857351970 ,3282391720 
2023,내과,C75,669 ,3423 ,5098 ,1059233380 ,1209234440 
2023,내과,C76,356 ,2104 ,3618 ,987986020 ,1085362530 
2023,내과,C77,3769 ,11224 ,34456 ,14639977200 ,16127716170 
2023,내과,C78,5951 ,19608 ,61028 ,23032712460 ,25469652700 
2023,내과,C79,4637 ,14442 ,59330 ,29428761130 ,32403113560 
2023,내과,C80,2292 ,12533 ,25743 ,9800979280 ,10966110250 
2023,내과,C81,2093 ,17174 ,24625 ,14676975330 ,15806910070 
2023,내과,C82,4871 ,40202 ,54388 ,25374451410 ,27654025960 
2023,내과,C83,15876 ,137811 ,290618 ,193566063790 ,209174118340 
2023,내과,C84,1716 ,15399 ,35017 ,22138658360 ,24234207160 
2023,내과,C85,7193 ,39352 ,73052 ,31056543010 ,34408350370 
2023,내과,C86,1627 ,16431 ,38084 ,20986274510 ,22876502350 
2023,내과,C88,8792 ,42659 ,49622 ,13019110820 ,14366382430 
2023,내과,C90,10709 ,186532 ,315319 ,237322907210 ,253798272240 
2023,내과,C91,4651 ,46529 ,117525 ,95704117360 ,104348098010 
2023,내과,C92,16463 ,155675 ,367451 ,252428101970 ,274911138910 
2023,내과,C93,512 ,6469 ,14134 ,8797905280 ,9553717430 
2023,내과,C94,313 ,2899 ,5631 ,3381196850 ,3695272620 
2023,내과,C95,888 ,4708 ,12536 ,9006461140 ,9928780900 
2023,내과,C96,534 ,2750 ,4020 ,1364426200 ,1513567870 
2023,내과,C97,20 ,51 ,188 ,117239740 ,125609320 
2023,내과,D00,9133 ,29503 ,40774 ,11277273080 ,12549227870 
2023,내과,D01,19635 ,56007 ,68267 ,16079780550 ,17788857790 
2023,내과,D02,215 ,832 ,1339 ,206478610 ,232079130 
2023,내과,D03,107 ,306 ,418 ,77456480 ,85143150 
2023,내과,D04,214 ,651 ,2866 ,328637750 ,370796340 
2023,내과,D05,3383 ,10406 ,20196 ,2136366070 ,2485464380 
2023,내과,D06,693 ,1985 ,4885 ,431475330 ,505743310 
2023,내과,D07,203 ,610 ,1588 ,124017340 ,148643520 
2023,내과,D09,511 ,1433 ,2604 ,433371370 ,486380440 
2023,내과,D10,290 ,503 ,550 ,44882410 ,68599400 
2023,내과,D11,556 ,922 ,1134 ,56187160 ,105892940 
2023,내과,D12,240029 ,419453 ,465402 ,58406213040 ,95601779380 
2023,내과,D13,149230 ,385905 ,445380 ,54005392570 ,86800282050 
2023,내과,D14,5771 ,9988 ,11960 ,752212780 ,1324596190 
2023,내과,D15,1074 ,2394 ,2909 ,629335040 ,836801900 
2023,내과,D16,201 ,435 ,578 ,53822670 ,85501330 
2023,내과,D17,3280 ,6393 ,7018 ,507815950 ,874357180 
2023,내과,D18,41565 ,79541 ,81139 ,4911634650 ,10445140630 
2023,내과,D19,24 ,52 ,50 ,3479030 ,6326350 
2023,내과,D20,144 ,269 ,310 ,30975400 ,54990810 
2023,내과,D21,932 ,2095 ,2333 ,186685250 ,304488940 
2023,내과,D22,31 ,47 ,43 ,1240880 ,2539210 
2023,내과,D23,884 ,2260 ,2778 ,123292840 ,196118440 
2023,내과,D24,1718 ,2183 ,2255 ,143288840 ,256011420 
2023,내과,D25,2622 ,3526 ,4170 ,419742040 ,664998990 
2023,내과,D26,129 ,172 ,158 ,15229100 ,26200750 
2023,내과,D27,1032 ,1445 ,2551 ,249736430 ,380796270 
2023,내과,D28,39 ,44 ,47 ,2885140 ,5322230 
2023,내과,D29,167 ,307 ,505 ,30582970 ,44001480 
2023,내과,D30,2921 ,4358 ,5901 ,468041990 ,797786610 
2023,내과,D31,47 ,77 ,95 ,8048510 ,12301150 
2023,내과,D32,1579 ,4955 ,24892 ,3311485620 ,3734522400 
2023,내과,D33,817 ,2565 ,10547 ,1210269530 ,1384328600 
2023,내과,D34,27168 ,58385 ,58555 ,1511885100 ,3513434590 
2023,내과,D35,53571 ,185067 ,192868 ,17859875390 ,27414514190 
2023,내과,D36,566 ,1062 ,1218 ,110177040 ,186564070 
2023,내과,D37,21434 ,53282 ,62514 ,8739620940 ,12237455250 
2023,내과,D38,1682 ,3655 ,5954 ,726810370 ,940658250 
2023,내과,D39,342 ,870 ,2122 ,271151260 ,326739330 
2023,내과,D40,63 ,122 ,144 ,22800780 ,27334230 
2023,내과,D41,1018 ,1908 ,3109 ,382663950 ,514355650 
2023,내과,D42,123 ,438 ,1194 ,171667530 ,193841060 
2023,내과,D43,592 ,2028 ,8236 ,1428081470 ,1606734340 
2023,내과,D44,3616 ,11595 ,13129 ,1469918990 ,1845754950 
2023,내과,D45,4757 ,23910 ,26660 ,3358154000 ,3859992910 
2023,내과,D46,7656 ,99786 ,161621 ,85919435350 ,93599504610 
2023,내과,D47,18834 ,101153 ,126720 ,38739519130 ,43078026100 
2023,내과,D48,1331 ,5119 ,6501 ,1155155720 ,1338156600 
2023,내과,D50,49450 ,111540 ,125607 ,7284409920 ,11136841850 
2023,내과,D51,2478 ,9867 ,10154 ,286452630 ,524036750 
2023,내과,D52,830 ,1789 ,2082 ,154431680 ,227362380 
2023,내과,D53,3357 ,10968 ,11919 ,632303120 ,1074040220 
2023,내과,D55,16 ,45 ,46 ,4069070 ,5622700 
2023,내과,D56,216 ,651 ,652 ,55362390 ,71520110 
2023,내과,D57,11 ,49 ,80 ,8486950 ,13174060 
2023,내과,D58,570 ,1615 ,1968 ,219367630 ,354779080 
2023,내과,D59,1948 ,10475 ,14827 ,38970073520 ,43753883240 
2023,내과,D60,300 ,2854 ,3345 ,825787590 ,1001670170 
2023,내과,D61,8481 ,44475 ,60814 ,26760656360 ,31212868630 
2023,내과,D62,246 ,500 ,1059 ,206754090 ,265667120 
2023,내과,D63,2497 ,7038 ,8555 ,746134290 ,1089962480 
2023,내과,D64,70105 ,177323 ,203583 ,16825904420 ,27085943080 
2023,내과,D65,245 ,439 ,2243 ,2095218260 ,2576318380 
2023,내과,D66,280 ,2450 ,3525 ,12358066590 ,13712501910 
2023,내과,D67,63 ,337 ,352 ,3533124290 ,3875652960 
2023,내과,D68,5690 ,19086 ,22038 ,4115753750 ,5112719060 
2023,내과,D69,27060 ,94725 ,112008 ,17263581890 ,25300953170 
2023,내과,D70,12442 ,27190 ,43262 ,10589898650 ,12693802850 
2023,내과,D71,19 ,63 ,101 ,8291840 ,11811370 
2023,내과,D72,13493 ,34736 ,36908 ,2746205010 ,5006923490 
2023,내과,D73,1934 ,4197 ,5466 ,765865420 ,1142389600 
2023,내과,D74,8 ,16 ,195 ,18185470 ,24282870 
2023,내과,D75,10698 ,28641 ,29479 ,2451827720 ,4812209440 
2023,내과,D76,451 ,2498 ,7569 ,4583218840 ,5316731740 
2023,내과,D77,1135 ,2192 ,2235 ,164951740 ,386743250 
2023,내과,D80,393 ,2438 ,3294 ,731894110 ,834432920 
2023,내과,D81,7 ,31 ,69 ,23719490 ,33295770 
2023,내과,D82,41 ,168 ,179 ,11228730 ,13726490 
2023,내과,D83,26 ,244 ,344 ,123378490 ,145188740 
2023,내과,D84,280 ,1150 ,1347 ,894739870 ,1008514560 
2023,내과,D86,3727 ,15750 ,17909 ,2582105790 ,3078398320 
2023,내과,D89,2443 ,14396 ,16206 ,1731862290 ,2300001010 
2023,내과,E00,20 ,48 ,67 ,1057850 ,2258070 
2023,내과,E01,45 ,143 ,153 ,6016750 ,10992960 
2023,내과,E02,6306 ,19148 ,19295 ,573049310 ,1158812360 
2023,내과,E03,224499 ,719679 ,725192 ,21662307160 ,43362798660 
2023,내과,E04,198921 ,437831 ,437712 ,13113742530 ,29178287880 
2023,내과,E05,131735 ,604780 ,612680 ,20176334090 ,42525203430 
2023,내과,E06,56391 ,155615 ,156970 ,5017110430 ,10500870140 
2023,내과,E07,27467 ,46062 ,46643 ,1756049610 ,3319102900 
2023,내과,E10,22376 ,109377 ,121326 ,8711739200 ,13892393890 
2023,내과,E11,1112199 ,4824886 ,5265101 ,219635302890 ,378692340080 
2023,내과,E12,578 ,1750 ,3559 ,299648500 ,422384530 
2023,내과,E13,12685 ,50496 ,60340 ,2722012950 ,4096048540 
2023,내과,E14,153626 ,566318 ,655907 ,37234485340 ,59993722260 
2023,내과,E15,157 ,259 ,1559 ,350202670 ,444022110 
2023,내과,E16,5295 ,10289 ,24802 ,4177644960 ,5661457390 
2023,내과,E20,1497 ,5106 ,5250 ,195603000 ,380706090 
2023,내과,E21,5466 ,18730 ,19456 ,1254911290 ,2371325860 
2023,내과,E22,11620 ,51051 ,54952 ,11455462700 ,14758323530 
2023,내과,E23,10414 ,38135 ,41180 ,3198091430 ,5102453650 
2023,내과,E24,3961 ,14530 ,16741 ,1304374240 ,2031127480 
2023,내과,E25,440 ,1846 ,1930 ,151720040 ,177145360 
2023,내과,E26,3954 ,15681 ,16966 ,1350807480 ,2242098460 
2023,내과,E27,21136 ,69347 ,82364 ,6507986300 ,10026447950 
2023,내과,E28,945 ,2506 ,2527 ,79657980 ,174299600 
