"연령대","순위","상병코드","상병명","건수","癤우뿰"
"60대","7","M17","윤충증","2153",NA
"60대","8","H25","노인성 백내장","2042",NA
"60대","9","M81","병적골절이 없는 골다공증","1993",NA
"60대","10","H04","눈물기관의 장애","1897",NA
"60대","11","E78","지질단백질대사장애 및 기타 지질증","1878",NA
"60대","12","M75","어깨병변","1849",NA
"60대","13","N95","폐경기 및 기타 폐경기전후 장애","1790",NA
"60대","14","K02","치아우식증","1729",NA
"60대","15","I20","협심증","1717",NA
"60대","16","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1648",NA
"60대","17","R42","현기 및 어지러움","1582",NA
"60대","18","N18","만성 콩팥(신장)기능상실","1544",NA
"60대","19","G81","편마비","1484",NA
"60대","20","G82","하반신마비 및 사지마비","1449",NA
"70대","1","N40","전립선증식증","45334",NA
"70대","2","E11","인슐린-비의존 당뇨병","38169",NA
"70대","3","I10","본태성(원발성) 고혈압","36299",NA
"70대","4","K08","치아 및 지지구조의 기타 장애","32113",NA
"70대","5","K05","치은염(잇몸염)및 치주 질환","31740",NA
"70대","6","M48","기타 척추병증","20874",NA
"70대","7","I20","협심증","20770",NA
"70대","8","H25","노인성 백내장","16942",NA
"70대","9","I63","뇌경색증","15179",NA
"70대","10","M51","기타 추간판장애","13607",NA
"70대","11","G81","편마비","13033",NA
"70대","12","C61","전립선의 악성 신생물","12957",NA
"70대","13","R42","현기 및 어지러움","11460",NA
"70대","14","H04","눈물기관의 장애","10822",NA
"70대","15","M17","윤충증","10509",NA
"70대","16","N18","만성 콩팥(신장)기능상실","10464",NA
"70대","17","H35","기타 망막장애","9632",NA
"70대","18","L29","소양증","9534",NA
"70대","19","K02","치아우식증","9193",NA
"70대","20","L30","기타 피부염","8412",NA
"80대","1","N40","전립선증식증","10298",NA
"80대","2","I10","본태성(원발성) 고혈압","9898",NA
"80대","3","E11","인슐린-비의존 당뇨병","8139",NA
"80대","4","M48","기타 척추병증","5655",NA
"80대","5","K08","치아 및 지지구조의 기타 장애","5047",NA
"80대","6","I63","뇌경색증","4727",NA
"80대","7","K05","치은염(잇몸염)및 치주 질환","4692",NA
"80대","8","I20","협심증","4453",NA
"80대","9","H25","노인성 백내장","4431",NA
"80대","10","R42","현기 및 어지러움","3995",NA
"80대","11","N18","만성 콩팥(신장)기능상실","3431",NA
"80대","12","C61","전립선의 악성 신생물","2917",NA
"80대","13","M51","기타 추간판장애","2852",NA
"80대","14","M17","윤충증","2820",NA
"80대","15","H35","기타 망막장애","2456",NA
"80대","16","F00","알츠하이머병에서의 치매(G30.-+)","2289",NA
"80대","17","H04","눈물기관의 장애","2175",NA
"80대","18","F32","우울증 에피소드","1940",NA
"80대","19","F03","상세불명의 치매","1735",NA
"80대","20","R52","달리 분류되지 않은 통증","1679",NA
"90세 이상","1","N40","전립선증식증","3761",NA
"90세 이상","2","I10","본태성(원발성) 고혈압","2765",NA
"90세 이상","3","I63","뇌경색증","1954",NA
"90세 이상","4","E11","인슐린-비의존 당뇨병","1661",NA
"90세 이상","5","M48","기타 척추병증","1477",NA
"90세 이상","6","R42","현기 및 어지러움","1257",NA
"90세 이상","7","N18","만성 콩팥(신장)기능상실","1153",NA
"90세 이상","8","I20","협심증","1129",NA
"90세 이상","9","F00","알츠하이머병에서의 치매(G30.-+)","1058",NA
"90세 이상","10","H25","노인성 백내장","964",NA
"90세 이상","11","K08","치아 및 지지구조의 기타 장애","961",NA
"90세 이상","12","F03","상세불명의 치매","889",NA
"90세 이상","13","K05","치은염(잇몸염)및 치주 질환","803",NA
"90세 이상","14","H35","기타 망막장애","680",NA
"90세 이상","15","G81","편마비","671",NA
"90세 이상","16","J44","기타 만성 폐쇄성 폐질환","654",NA
"90세 이상","17","M17","윤충증","634",NA
"90세 이상","18","C61","전립선의 악성 신생물","619",NA
"90세 이상","19","F32","우울증 에피소드","610",NA
"90세 이상","20","H04","눈물기관의 장애","600",NA
"59세 이하","1","U07","U07의 응급사용","10075",NA
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","4483",NA
"59세 이하","3","G82","하반신마비 및 사지마비","2715",NA
"59세 이하","4","E11","인슐린-비의존 당뇨병","2542",NA
"59세 이하","5","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2441",NA
"59세 이하","6","G81","편마비","2206",NA
"59세 이하","7","I10","본태성(원발성) 고혈압","2028",NA
"59세 이하","8","Z11","감염성 및 기생충성 질환에 대한 특수선별검사","1936",NA
"59세 이하","9","K02","치아우식증","1899",NA
"59세 이하","10","F20","조현병","1679",NA
"59세 이하","11","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","1641",NA
"59세 이하","12","L30","기타 피부염","1478",NA
"59세 이하","13","M51","기타 추간판장애","1375",NA
"59세 이하","14","K08","치아 및 지지구조의 기타 장애","1373",NA
"59세 이하","15","R52","달리 분류되지 않은 통증","1180",NA
"59세 이하","16","M79","달리 분류되지 않은 기타 연조직장애","1125",NA
"59세 이하","17","K04","치수 및 치근단주위조직의 질환","1048",NA
"59세 이하","18","N18","만성 콩팥(신장)기능상실","1046",NA
"59세 이하","19","F32","우울증 에피소드","838",NA
"59세 이하","20","M75","어깨병변","836",NA
"60대","1","K05","치은염(잇몸염)및 치주 질환","7564",NA
"60대","2","I10","본태성(원발성) 고혈압","5875",NA
"60대","3","E11","인슐린-비의존 당뇨병","5682",NA
"60대","4","K08","치아 및 지지구조의 기타 장애","3682",NA
"60대","5","N40","전립선증식증","3178",NA
"60대","6","M48","기타 척추병증","2772",NA
"60대","7","U07","U07의 응급사용","2378",NA
"60대","8","L30","기타 피부염","2141",NA
"60대","9","G81","편마비","2132",NA
"60대","10","M17","윤충증","1949",NA
"60대","11","E78","지질단백질대사장애 및 기타 지질증","1813",NA
"60대","12","M75","어깨병변","1717",NA
"60대","13","H25","노인성 백내장","1698",NA
"60대","14","K02","치아우식증","1689",NA
"60대","15","G82","하반신마비 및 사지마비","1582",NA
"60대","16","N18","만성 콩팥(신장)기능상실","1504",NA
"60대","17","K04","치수 및 치근단주위조직의 질환","1464",NA
"60대","18","I20","협심증","1379",NA
"60대","19","M51","기타 추간판장애","1339",NA
"60대","20","M81","병적골절이 없는 골다공증","1338",NA
"70대","1","N40","전립선증식증","42851",NA
"70대","2","E11","인슐린-비의존 당뇨병","35550",NA
"70대","3","K05","치은염(잇몸염)및 치주 질환","34652",NA
"70대","4","I10","본태성(원발성) 고혈압","33869",NA
"70대","5","K08","치아 및 지지구조의 기타 장애","30264",NA
"70대","6","M48","기타 척추병증","20804",NA
"70대","7","L30","기타 피부염","20164",NA
"70대","8","I20","협심증","18458",NA
"70대","9","I63","뇌경색증","14351",NA
"70대","10","H25","노인성 백내장","13398",NA
"70대","11","C61","전립선의 악성 신생물","13135",NA
"70대","12","G81","편마비","12181",NA
"70대","13","M51","기타 추간판장애","11864",NA
"70대","14","M17","윤충증","10688",NA
"70대","15","H35","기타 망막장애","10633",NA
"70대","16","N18","만성 콩팥(신장)기능상실","10103",NA
"70대","17","R42","현기 및 어지러움","9897",NA
"70대","18","K04","치수 및 치근단주위조직의 질환","9272",NA
"70대","19","K02","치아우식증","8907",NA
"70대","20","H42","달리 분류된 질환에서의 녹내장","8578",NA
"80대","1","N40","전립선증식증","9814",NA
"80대","2","I10","본태성(원발성) 고혈압","9618",NA
"80대","3","E11","인슐린-비의존 당뇨병","8066",NA
"80대","4","K05","치은염(잇몸염)및 치주 질환","6155",NA
"80대","5","M48","기타 척추병증","5608",NA
"80대","6","K08","치아 및 지지구조의 기타 장애","5327",NA
"80대","7","I63","뇌경색증","4845",NA
"80대","8","I20","협심증","4371",NA
"80대","9","L30","기타 피부염","3668",NA
"80대","10","N18","만성 콩팥(신장)기능상실","3430",NA
"80대","11","R42","현기 및 어지러움","3373",NA
"80대","12","H25","노인성 백내장","3198",NA
"80대","13","M51","기타 추간판장애","3109",NA
"80대","14","H35","기타 망막장애","2933",NA
"80대","15","C61","전립선의 악성 신생물","2917",NA
"80대","16","M17","윤충증","2742",NA
"80대","17","H42","달리 분류된 질환에서의 녹내장","2220",NA
"80대","18","F00","알츠하이머병에서의 치매(G30.-+)","2138",NA
"80대","19","F32","우울증 에피소드","1985",NA
"80대","20","K02","치아우식증","1918",NA
"90세 이상","1","N40","전립선증식증","4268",NA
"90세 이상","2","I10","본태성(원발성) 고혈압","3146",NA
"90세 이상","3","I63","뇌경색증","2160",NA
"90세 이상","4","E11","인슐린-비의존 당뇨병","1886",NA
"90세 이상","5","M48","기타 척추병증","1647",NA
"90세 이상","6","N18","만성 콩팥(신장)기능상실","1547",NA
"90세 이상","7","K08","치아 및 지지구조의 기타 장애","1332",NA
"90세 이상","8","I20","협심증","1330",NA
"90세 이상","9","F00","알츠하이머병에서의 치매(G30.-+)","1299",NA
"90세 이상","10","R42","현기 및 어지러움","1222",NA
"90세 이상","11","K05","치은염(잇몸염)및 치주 질환","1183",NA
"90세 이상","12","H35","기타 망막장애","1137",NA
"90세 이상","13","F03","상세불명의 치매","942",NA
"90세 이상","14","L30","기타 피부염","878",NA
"90세 이상","15","H25","노인성 백내장","856",NA
"90세 이상","16","J44","기타 만성 폐쇄성 폐질환","721",NA
"90세 이상","17","C61","전립선의 악성 신생물","711",NA
"90세 이상","18","M17","윤충증","690",NA
"90세 이상","19","K59","기타 기능적 창자 장애","651",NA
"90세 이상","20","R52","달리 분류되지 않은 통증","650",NA
"59세 이하","1","U07","U07의 응급사용","5620",NA
"59세 이하","2","Z11","감염성 및 기생충성 질환에 대한 특수선별검사","5414",NA
"59세 이하","3","K05","치은염(잇몸염)및 치주 질환","3618",NA
"59세 이하","4","E11","인슐린-비의존 당뇨병","2505",NA
"59세 이하","5","G82","하반신마비 및 사지마비","2331",NA
"59세 이하","6","G81","편마비","2308",NA
"59세 이하","7","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","2125",NA
"59세 이하","8","K08","치아 및 지지구조의 기타 장애","1816",NA
"59세 이하","9","K02","치아우식증","1812",NA
"59세 이하","10","I10","본태성(원발성) 고혈압","1689",NA
"59세 이하","11","F20","조현병","1542",NA
"59세 이하","12","M51","기타 추간판장애","1384",NA
"59세 이하","13","L30","기타 피부염","1322",NA
"59세 이하","14","M79","달리 분류되지 않은 기타 연조직장애","1247",NA
"59세 이하","15","R52","달리 분류되지 않은 통증","1168",NA
"59세 이하","16","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1083",NA
"59세 이하","17","K04","치수 및 치근단주위조직의 질환","1028",NA
"59세 이하","18","N18","만성 콩팥(신장)기능상실","867",NA
"59세 이하","19","M75","어깨병변","716",NA
"59세 이하","20","R68","기타 전신 증상 및 징후","661",NA
"60대","1","K05","치은염(잇몸염)및 치주 질환","6589",NA
"60대","2","E11","인슐린-비의존 당뇨병","5521",NA
"60대","3","I10","본태성(원발성) 고혈압","4703",NA
"60대","4","K08","치아 및 지지구조의 기타 장애","3612",NA
"60대","5","N40","전립선증식증","3047",NA
"60대","6","Z11","감염성 및 기생충성 질환에 대한 특수선별검사","2497",NA
"60대","7","M48","기타 척추병증","1816",NA
"60대","8","L30","기타 피부염","1715",NA
"60대","9","U07","U07의 응급사용","1711",NA
"60대","10","G82","하반신마비 및 사지마비","1689",NA
"60대","11","E78","지질단백질대사장애 및 기타 지질증","1654",NA
"60대","12","M75","어깨병변","1642",NA
"60대","13","M17","윤충증","1635",NA
"60대","14","G81","편마비","1515",NA
"60대","15","K02","치아우식증","1435",NA
"60대","16","N18","만성 콩팥(신장)기능상실","1349",NA
"60대","17","R42","현기 및 어지러움","1335",NA
"60대","18","I20","협심증","1299",NA
"60대","19","K04","치수 및 치근단주위조직의 질환","1287",NA
"60대","20","M51","기타 추간판장애","1282",NA
"70대","1","N40","전립선증식증","38689",NA
"70대","2","E11","인슐린-비의존 당뇨병","35751",NA
"70대","3","K05","치은염(잇몸염)및 치주 질환","30967",NA
"70대","4","I10","본태성(원발성) 고혈압","28849",NA
"70대","5","K08","치아 및 지지구조의 기타 장애","26698",NA
"70대","6","L30","기타 피부염","18948",NA
"70대","7","I20","협심증","17605",NA
"70대","8","M48","기타 척추병증","15532",NA
"70대","9","I63","뇌경색증","13441",NA
"70대","10","M51","기타 추간판장애","11724",NA
"70대","11","H35","기타 망막장애","11466",NA
"70대","12","N18","만성 콩팥(신장)기능상실","11354",NA
"70대","13","C61","전립선의 악성 신생물","11089",NA
"70대","14","G81","편마비","10515",NA
"70대","15","R42","현기 및 어지러움","9393",NA
"70대","16","K04","치수 및 치근단주위조직의 질환","9317",NA
"70대","17","H42","달리 분류된 질환에서의 녹내장","9119",NA
"70대","18","M17","윤충증","8989",NA
"70대","19","K02","치아우식증","8511",NA
"70대","20","M75","어깨병변","7536",NA
"80대","1","N40","전립선증식증","11204",NA
"80대","2","E11","인슐린-비의존 당뇨병","9887",NA
"80대","3","I10","본태성(원발성) 고혈압","9172",NA
"80대","4","K05","치은염(잇몸염)및 치주 질환","6856",NA
"80대","5","K08","치아 및 지지구조의 기타 장애","6596",NA
"80대","6","I20","협심증","5364",NA
"80대","7","M48","기타 척추병증","5072",NA
"80대","8","I63","뇌경색증","4968",NA
"80대","9","N18","만성 콩팥(신장)기능상실","4947",NA
"80대","10","M51","기타 추간판장애","4738",NA
"80대","11","L30","기타 피부염","4439",NA
"80대","12","H35","기타 망막장애","3810",NA
"80대","13","C61","전립선의 악성 신생물","3723",NA
"80대","14","R42","현기 및 어지러움","3403",NA
"80대","15","H42","달리 분류된 질환에서의 녹내장","3154",NA
"80대","16","M17","윤충증","2753",NA
"80대","17","G81","편마비","2553",NA
"80대","18","H90","전음성 및 감각신경성 청력소실","2258",NA
"80대","19","R41","인지기능 및 자각에 관한 기타 증상 및 징후","2239",NA
"80대","20","K02","치아우식증","2192",NA
"90세 이상","1","N40","전립선증식증","4306",NA
"90세 이상","2","I10","본태성(원발성) 고혈압","3028",NA
"90세 이상","3","I63","뇌경색증","2211",NA
"90세 이상","4","E11","인슐린-비의존 당뇨병","2038",NA
"90세 이상","5","N18","만성 콩팥(신장)기능상실","1783",NA
"90세 이상","6","I20","협심증","1517",NA
"90세 이상","7","M48","기타 척추병증","1487",NA
"90세 이상","8","H35","기타 망막장애","1404",NA
"90세 이상","9","K08","치아 및 지지구조의 기타 장애","1391",NA
"90세 이상","10","F00","알츠하이머병에서의 치매(G30.-+)","1345",NA
"90세 이상","11","R42","현기 및 어지러움","1236",NA
"90세 이상","12","K05","치은염(잇몸염)및 치주 질환","1186",NA
"90세 이상","13","L30","기타 피부염","1071",NA
"90세 이상","14","F03","상세불명의 치매","1051",NA
"90세 이상","15","C61","전립선의 악성 신생물","897",NA
"90세 이상","16","H42","달리 분류된 질환에서의 녹내장","867",NA
"90세 이상","17","M17","윤충증","654",NA
"90세 이상","18","R52","달리 분류되지 않은 통증","644",NA
"90세 이상","19","R41","인지기능 및 자각에 관한 기타 증상 및 징후","640",NA
"90세 이상","20","H90","전음성 및 감각신경성 청력소실","605",NA
"59세 이하","1","K05","치은염(잇몸염)및 치주 질환","3078",NA
"59세 이하","2","G82","하반신마비 및 사지마비","2312",NA
"59세 이하","3","K08","치아 및 지지구조의 기타 장애","2270",NA
"59세 이하","4","G81","편마비","2269",NA
"59세 이하","5","E11","인슐린-비의존 당뇨병","2266",NA
"59세 이하","6","K02","치아우식증","1862",NA
"59세 이하","7","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","1802",NA
"59세 이하","8","M51","기타 추간판장애","1699",NA
"59세 이하","9","F20","조현병","1363",NA
"59세 이하","10","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1255",NA
"59세 이하","11","L30","기타 피부염","1238",NA
"59세 이하","12","K04","치수 및 치근단주위조직의 질환","1059",NA
"59세 이하","13","U07","U07의 응급사용","998",NA
"59세 이하","14","N18","만성 콩팥(신장)기능상실","986",NA
"59세 이하","15","R52","달리 분류되지 않은 통증","968",NA
"59세 이하","16","I10","본태성(원발성) 고혈압","892",NA
"59세 이하","17","M79","달리 분류되지 않은 기타 연조직장애","854",NA
"59세 이하","18","M50","목뼈원판 장애","839",NA
"59세 이하","19","M75","어깨병변","820",NA
"59세 이하","20","G90","자율신경계통의 장애","733",NA
"60대","1","K05","치은염(잇몸염)및 치주 질환","6263",NA
"60대","2","E11","인슐린-비의존 당뇨병","5146",NA
"60대","3","K08","치아 및 지지구조의 기타 장애","4565",NA
"60대","4","N40","전립선증식증","2956",NA
"60대","5","I10","본태성(원발성) 고혈압","2081",NA
"60대","6","M51","기타 추간판장애","1865",NA
"60대","7","G81","편마비","1814",NA
"60대","8","M75","어깨병변","1643",NA
"60대","9","L30","기타 피부염","1623",NA
"60대","10","K02","치아우식증","1581",NA
"60대","11","I11","고혈압성 심장병","1562",NA
"60대","12","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1560",NA
"60대","13","K04","치수 및 치근단주위조직의 질환","1542",NA
"60대","14","G82","하반신마비 및 사지마비","1531",NA
"60대","15","R52","달리 분류되지 않은 통증","1463",NA
"60대","16","I20","협심증","1348",NA
"60대","17","R42","현기 및 어지러움","1339",NA
"60대","18","M19","연기, 불 및 화염에 노출","1251",NA
"60대","19","N18","만성 콩팥(신장)기능상실","1193",NA
"60대","20","M17","윤충증","1150",NA
"70대","1","N40","전립선증식증","35379",NA
"70대","2","E11","인슐린-비의존 당뇨병","32342",NA
"70대","3","K08","치아 및 지지구조의 기타 장애","27927",NA
"70대","4","K05","치은염(잇몸염)및 치주 질환","27675",NA
"70대","5","M51","기타 추간판장애","18613",NA
"70대","6","I20","협심증","18045",NA
"70대","7","L30","기타 피부염","16061",NA
"70대","8","I63","뇌경색증","12493",NA
"70대","9","I10","본태성(원발성) 고혈압","11952",NA
"70대","10","C61","전립선의 악성 신생물","11506",NA
"70대","11","N18","만성 콩팥(신장)기능상실","11080",NA
"70대","12","H35","기타 망막장애","10747",NA
"70대","13","R42","현기 및 어지러움","9844",NA
"70대","14","I11","고혈압성 심장병","9389",NA
"70대","15","G81","편마비","9356",NA
"70대","16","K04","치수 및 치근단주위조직의 질환","9262",NA
"70대","17","K02","치아우식증","8885",NA
"70대","18","M75","어깨병변","8593",NA
"70대","19","H42","달리 분류된 질환에서의 녹내장","7426",NA
"70대","20","C34","기관지 및 폐의 악성 신생물","7206",NA
"80대","1","N40","전립선증식증","15129",NA
"80대","2","E11","인슐린-비의존 당뇨병","12362",NA
"80대","3","K08","치아 및 지지구조의 기타 장애","10140",NA
"80대","4","K05","치은염(잇몸염)및 치주 질환","9482",NA
"80대","5","M51","기타 추간판장애","8384",NA
"80대","6","I20","협심증","8006",NA
"80대","7","N18","만성 콩팥(신장)기능상실","6949",NA
"80대","8","L30","기타 피부염","6328",NA
"80대","9","I63","뇌경색증","6250",NA
"80대","10","C61","전립선의 악성 신생물","5690",NA
"80대","11","I10","본태성(원발성) 고혈압","5178",NA
"80대","12","H35","기타 망막장애","4906",NA
"80대","13","R42","현기 및 어지러움","4578",NA
"80대","14","G81","편마비","4385",NA
"80대","15","H42","달리 분류된 질환에서의 녹내장","3697",NA
"80대","16","I11","고혈압성 심장병","3415",NA
"80대","17","K02","치아우식증","3354",NA
"80대","18","K04","치수 및 치근단주위조직의 질환","3209",NA
"80대","19","M75","어깨병변","3005",NA
"80대","20","J44","기타 만성 폐쇄성 폐질환","2916",NA
"90세 이상","1","N40","전립선증식증","3614",NA
"90세 이상","2","I63","뇌경색증","2051",NA
"90세 이상","3","E11","인슐린-비의존 당뇨병","2014",NA
"90세 이상","4","N18","만성 콩팥(신장)기능상실","1779",NA
"90세 이상","5","I20","협심증","1587",NA
"90세 이상","6","K08","치아 및 지지구조의 기타 장애","1496",NA
"90세 이상","7","I10","본태성(원발성) 고혈압","1445",NA
"90세 이상","8","F00","알츠하이머병에서의 치매(G30.-+)","1377",NA
"90세 이상","9","R42","현기 및 어지러움","1303",NA
"90세 이상","10","H35","기타 망막장애","1215",NA
"90세 이상","11","F03","상세불명의 치매","1130",NA
"90세 이상","12","M51","기타 추간판장애","1128",NA
"90세 이상","13","K05","치은염(잇몸염)및 치주 질환","1096",NA
"90세 이상","14","C61","전립선의 악성 신생물","991",NA
"90세 이상","15","L30","기타 피부염","862",NA
"90세 이상","16","H42","달리 분류된 질환에서의 녹내장","801",NA
"90세 이상","17","N31","달리 분류되지 않은 방광의 신경근육기능장애","785",NA
"90세 이상","18","H90","전음성 및 감각신경성 청력소실","685",NA
"90세 이상","19","R41","인지기능 및 자각에 관한 기타 증상 및 징후","685",NA
"90세 이상","20","I11","고혈압성 심장병","682",NA
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","959",NA
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","725",NA
"59세 이하","3","I10","본태성(일차성)고혈압","376",NA
"59세 이하","4","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","260",NA
"59세 이하","5","M54","배통","225",NA
"59세 이하","6","M48","기타 척추병증","219",NA
"59세 이하","7","E11","인슐린-비의존 당뇨병","209",NA
"59세 이하","8","M51","기타 추간판장애","209",NA
"59세 이하","9","H04","눈물기관의 장애","177",NA
"59세 이하","10","J00","급성 코인두염[감기]","165",NA
"59세 이하","11","M19","연기, 불 및 화염에 노출","165",NA
"59세 이하","12","S83","무릎의 관절 및 인대의 탈구. 염좌 및 긴장","159",NA
"59세 이하","13","S06","머리내 손상","153",NA
"59세 이하","14","N40","전립선증식증","149",NA
"59세 이하","15","J02","급성 인두염","142",NA
"59세 이하","16","I63","뇌경색증","131",NA
"59세 이하","17","B35","피부사상균증","131",NA
"59세 이하","18","M17","윤충증","127",NA
"59세 이하","19","L24","자극성 접촉피부염","121",NA
"59세 이하","20","K21","위-식도역류병","118",NA
"60대","1","K05","치은염(잇몸염)및 치주 질환","1113",NA
"60대","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1085",NA
"60대","3","I10","본태성(일차성)고혈압","991",NA
"60대","4","M48","기타 척추병증","871",NA
"60대","5","N40","전립선증식증","714",NA
"60대","6","E11","인슐린-비의존 당뇨병","616",NA
"60대","7","M17","윤충증","480",NA
"60대","8","M19","연기, 불 및 화염에 노출","445",NA
"60대","9","H04","눈물기관의 장애","402",NA
"60대","10","M75","어깨병변","376",NA
"60대","11","M54","배통","376",NA
"60대","12","K21","위-식도역류병","250",NA
"60대","13","B35","피부사상균증","224",NA
"60대","14","I63","뇌경색증","197",NA
"60대","15","H25","노인성 백내장","194",NA
"60대","16","M51","기타 추간판장애","182",NA
"60대","17","E78","지질단백질대사장애 및 기타 지질증","159",NA
"60대","18","J00","급성 코인두염[감기]","156",NA
"60대","19","J02","급성 인두염","141",NA
"60대","20","R51","두통","139",NA
"70대","1","N40","전립선증식증","8462",NA
"70대","2","K05","치은염(잇몸염)및 치주 질환","6399",NA
"70대","3","I10","본태성(일차성)고혈압","5087",NA
"70대","4","M48","기타 척추병증","4867",NA
"70대","5","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2945",NA
"70대","6","E11","인슐린-비의존 당뇨병","2749",NA
"70대","7","M17","윤충증","1953",NA
"70대","8","I63","뇌경색증","1876",NA
"70대","9","H04","눈물기관의 장애","1702",NA
"70대","10","M75","어깨병변","1563",NA
"70대","11","M54","배통","1432",NA
"70대","12","H25","노인성 백내장","1281",NA
"70대","13","K21","위-식도역류병","1261",NA
"70대","14","M19","연기, 불 및 화염에 노출","1246",NA
"70대","15","B35","피부사상균증","1184",NA
"70대","16","M51","기타 추간판장애","1020",NA
"70대","17","K04","치수 및 치근단주위조직의 질환","978",NA
"70대","18","H26","기타 백내장","891",NA
"70대","19","R42","현기 및 어지러움","833",NA
"70대","20","H90","전음성 및 감각신경성 청력소실","756",NA
"80대","1","N40","전립선증식증","2380",NA
"80대","2","M48","기타 척추병증","1805",NA
"80대","3","I10","본태성(일차성)고혈압","1700",NA
"80대","4","K05","치은염(잇몸염)및 치주 질환","1378",NA
"80대","5","E11","인슐린-비의존 당뇨병","700",NA
"80대","6","F00","알츠하이머병에서의 치매(G30.-+)","634",NA
"80대","7","I63","뇌경색증","623",NA
"80대","8","M54","배통","591",NA
"80대","9","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","580",NA
"80대","10","M17","윤충증","525",NA
"80대","11","H04","눈물기관의 장애","451",NA
"80대","12","R42","현기 및 어지러움","351",NA
"80대","13","M19","연기, 불 및 화염에 노출","301",NA
"80대","14","K59","기타 기능적 창자 장애","298",NA
"80대","15","M51","기타 추간판장애","289",NA
"80대","16","H90","전음성 및 감각신경성 청력소실","280",NA
"80대","17","N31","달리 분류되지 않은 방광의 신경근육기능장애","273",NA
"80대","18","M75","어깨병변","248",NA
"80대","19","B35","피부사상균증","211",NA
"80대","20","E46","상세불명의 단백칼로리 영양실조","196",NA
"90세 이상","1","N40","전립선증식증","705",NA
"90세 이상","2","M48","기타 척추병증","624",NA
"90세 이상","3","I10","본태성(일차성)고혈압","505",NA
"90세 이상","4","K05","치은염(잇몸염)및 치주 질환","254",NA
"90세 이상","5","F00","알츠하이머병에서의 치매(G30.-+)","187",NA
"90세 이상","6","E11","인슐린-비의존 당뇨병","171",NA
"90세 이상","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","137",NA
"90세 이상","8","I63","뇌경색증","136",NA
"90세 이상","9","M17","윤충증","117",NA
"90세 이상","10","H04","눈물기관의 장애","116",NA
"90세 이상","11","M54","배통","109",NA
"90세 이상","12","N31","달리 분류되지 않은 방광의 신경근육기능장애","93",NA
"90세 이상","13","K59","기타 기능적 창자 장애","90",NA
"90세 이상","14","H90","전음성 및 감각신경성 청력소실","70",NA
"90세 이상","15","R42","현기 및 어지러움","69",NA
"90세 이상","16","B35","피부사상균증","68",NA
"90세 이상","17","M51","기타 추간판장애","67",NA
"90세 이상","18","I20","협심증","61",NA
"90세 이상","19","L29","소양증","60",NA
"90세 이상","20","K21","위-식도역류병","56",NA
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1963",NA
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","713",NA
"59세 이하","3","I10","본태성(일차성)고혈압","488",NA
"59세 이하","4","M19","연기, 불 및 화염에 노출","324",NA
"59세 이하","5","E11","인슐린-비의존 당뇨병","320",NA
"59세 이하","6","H04","눈물기관의 장애","262",NA
"59세 이하","7","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","251",NA
"59세 이하","8","K04","치수 및 치근단주위조직의 질환","193",NA
"59세 이하","9","N40","전립선증식증","184",NA
"59세 이하","10","L24","자극성 접촉피부염","170",NA
"59세 이하","11","I63","뇌경색증","161",NA
"59세 이하","12","M51","기타 추간판장애","144",NA
"59세 이하","13","K29","위염 및 십이지장염","138",NA
"59세 이하","14","B35","피부사상균증","136",NA
"59세 이하","15","S06","머리내 손상","127",NA
"59세 이하","16","K21","위-식도역류병","119",NA
"59세 이하","17","N31","달리 분류되지 않은 방광의 신경근육기능장애","112",NA
"59세 이하","18","K02","치아우식증","110",NA
"59세 이하","19","M54","배통","105",NA
"59세 이하","20","M48","기타 척추병증","97",NA
"60대","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1312",NA
"60대","2","I10","본태성(일차성)고혈압","1233",NA
"60대","3","K05","치은염(잇몸염)및 치주 질환","974",NA
"60대","4","N40","전립선증식증","740",NA
"60대","5","E11","인슐린-비의존 당뇨병","723",NA
"60대","6","M19","연기, 불 및 화염에 노출","476",NA
"60대","7","H04","눈물기관의 장애","474",NA
"60대","8","M48","기타 척추병증","452",NA
"60대","9","L24","자극성 접촉피부염","237",NA
"60대","10","M75","어깨병변","211",NA
