"구분","순위","상병코드","상병명","실인원","연인원","진료비.천원.","X59이하","X60.64","X65.69","X70.79","X80.89","X90이상","지역","년도"
"외래","11","J40","급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS","3805","3805","293245.549","402","148","262","2310","520","163","인천",2023
"외래","12","H25","노인성 백내장","2555","2555","259161.219","15","50","209","2035","219","27","인천",2023
"외래","13","I63","뇌경색증","2872","2872","233008.709","252","22","290","1400","713","195","인천",2023
"외래","14","G81","편마비","2188","2188","220890.911","281","1","235","1391","217","63","인천",2023
"외래","15","H04","눈물기관의 장애","2263","2263","180182.052","166","97","149","1435","301","115","인천",2023
"외래","16","M51","기타 추간판장애","2103","2103","129497.396","299","49","298","995","324","138","인천",2023
"외래","17","H90","전음성 및 감각신경성 청력소실","2395","2395","124156.02","50","64","85","1664","400","132","인천",2023
"외래","18","M50","목뼈원판 장애","3238","3238","101707.895","500","274","230","1924","270","40","인천",2023
"외래","19","B35","피부사상균증","2597","2597","93975.869","202","113","169","1744","308","61","인천",2023
"외래","20","L23","알레르기성 접촉피부염. 제외: 외이의 습진(H60.5) (Eczema of external ear)","2215","2215","60184.308","147","79","110","1539","266","74","인천",2023
"입원실인원","1"," H25 "," Senile incipient cataract, ","1356","4893",NA,"15","44","62","920","282","33","서울",2023
"입원실인원","2"," Z51 "," therapeutic radiology ","864","10290",NA,"34","38","79","512","142","59","서울",2023
"입원실인원","3"," I25 "," Atherosclerotic cardiovascular disease ","534","4803",NA,"18","10","20","381","92","13","서울",2023
"입원실인원","4"," M17 "," Osteoarthritis of patellofemoral joint, both ","452","10614",NA,"15","10","35","316","74","2","서울",2023
"입원실인원","5"," C34 "," lung cancer of hilus ","437","7619",NA,"11","5","12","319","68","22","서울",2023
"입원실인원","6"," C61 "," Acinar Prostate Adenocarcinoma ","393","5286",NA,"1","4","12","324","37","15","서울",2023
"입원실인원","7"," M48 "," spinal stenosis ","388","5351",NA,"8","9","19","267","75","10","서울",2023
"입원실인원","8"," I63 "," cerebral infarction due to thrombosis of precerebral arteries ","328","5294",NA,"9","14","12","193","67","33","서울",2023
"입원실인원","9"," Z04 "," Examination and observation following work accident ","326","1003",NA,"","","","259","66","1","서울",2023
"입원실인원","10"," J18 "," bronchopneumonia ","303","3926",NA,"4","2","6","135","80","76","서울",2023
"입원실인원","11"," K80 "," gallstone(impacted) of cystic duct ","296","2981",NA,"12","11","15","163","68","27","서울",2023
"입원실인원","12"," I50 "," Right heart failure ","277","5535",NA,"4","3","5","115","92","58","서울",2023
"입원실인원","13"," M75 "," periarthritis of shoulder ","254","3477",NA,"14","12","14","200","14","","서울",2023
"입원실인원","14"," I65 "," Occlusion and stenosis of vertebral artery ","233","1441",NA,"1","1","4","183","42","2","서울",2023
"입원실인원","15"," E11 "," non-insulin-dependent diabetes mellitus with coma ","226","4152",NA,"12","5","3","158","34","14","서울",2023
"입원실인원","16"," K40 "," Bilateral inguinal hernia, with obstruction, without gangrene ","225","793",NA,"4","4","6","149","50","12","서울",2023
"입원실인원","17"," N18 "," Chronic kidney disease, stage 1 ","203","3431",NA,"13","7","3","122","43","15","서울",2023
"입원실인원","18"," I20 "," Angina pectoris ","193","1146",NA,"7","2","9","115","58","2","서울",2023
"입원실인원","19"," C22 "," Ruptured hepatocellular carcinoma ","186","2134",NA,"6","5","5","118","40","12","서울",2023
"입원실인원","20"," C16 "," Malignant neoplasm of cardia of stomach ","183","3423",NA,"7","2","4","111","48","11","서울",2023
"입원연인원","1"," G81 "," flaccid hemiplegia ","164","16944",NA,"1985","89","1499","8214","3792","1365","서울",2023
"입원연인원","2"," M17 "," Osteoarthritis of patellofemoral joint, both ","452","10614",NA,"320","256","808","7434","1757","39","서울",2023
"입원연인원","3"," G82 "," flaccid paraplegia ","63","10571",NA,"2155","435","497","5324","1509","651","서울",2023
"입원연인원","4"," Z51 "," therapeutic radiology ","864","10290",NA,"317","846","879","4611","2183","1454","서울",2023
"입원연인원","5"," F20 "," Paranoid schizophrenia ","83","8577",NA,"3869","805","1668","1818","417","","서울",2023
"입원연인원","6"," C34 "," lung cancer of hilus ","437","7619",NA,"146","169","150","5665","1224","265","서울",2023
"입원연인원","7"," I50 "," Right heart failure ","277","5535",NA,"98","31","87","2198","1962","1159","서울",2023
"입원연인원","8"," M48 "," spinal stenosis ","388","5351",NA,"78","148","296","3643","1037","149","서울",2023
"입원연인원","9"," I63 "," cerebral infarction due to thrombosis of precerebral arteries ","328","5294",NA,"206","230","147","3211","1011","489","서울",2023
"입원연인원","10"," C61 "," Acinar Prostate Adenocarcinoma ","393","5286",NA,"11","39","119","4486","407","224","서울",2023
"입원연인원","11"," H25 "," Senile incipient cataract, ","1356","4893",NA,"50","159","223","3330","1020","111","서울",2023
"입원연인원","12"," I25 "," Atherosclerotic cardiovascular disease ","534","4803",NA,"96","39","191","3465","839","173","서울",2023
"입원연인원","13"," S72 "," femur neck fracture Garden type III ","124","4372",NA,"177","30","139","1628","1470","928","서울",2023
"입원연인원","14"," E11 "," non-insulin-dependent diabetes mellitus with coma ","226","4152",NA,"259","173","36","2649","828","207","서울",2023
"입원연인원","15"," J18 "," bronchopneumonia ","303","3926",NA,"30","36","91","1556","1071","1142","서울",2023
"입원연인원","16"," S06 "," Cerebral concussion, without open intracranial wound ","76","3714",NA,"","36","50","2445","836","347","서울",2023
"입원연인원","17"," N17 "," acute tubular necrosis in septisemia ","139","3498",NA,"147","51","","1067","1441","792","서울",2023
"입원연인원","18"," M75 "," periarthritis of shoulder ","254","3477",NA,"174","136","245","2683","239","","서울",2023
"입원연인원","19"," N18 "," Chronic kidney disease, stage 1 ","203","3431",NA,"190","112","170","2041","789","129","서울",2023
"입원연인원","20"," C16 "," Malignant neoplasm of cardia of stomach ","183","3423",NA,"78","53","36","1801","1065","390","서울",2023
"외래","1"," N40 "," benign prostate of hyperplasia(BPH) ","57608","57608",NA,"541","1059","2316","39889","10595","3208","서울",2023
"외래","2"," E11 "," non-insulin-dependent diabetes mellitus with coma ","54235","54235",NA,"2549","2002","3703","35385","9034","1562","서울",2023
"외래","3"," K05 "," Acute gingivitis ","48156","48156",NA,"3411","2275","4527","30325","6657","961","서울",2023
"외래","4"," K08 "," Other disorders of teeth and supporting  structures ","48154","48154",NA,"2556","1458","3794","31979","7094","1273","서울",2023
"외래","5"," M51 "," Lumbar and other intervertebral disc disorders with myelopathy ","31729","31729",NA,"1759","600","1525","20442","6427","976","서울",2023
"외래","6"," I20 "," Angina pectoris ","29410","29410",NA,"396","469","1108","20181","5869","1387","서울",2023
"외래","7"," L30 "," Nummular dermatitis ","26145","26145",NA,"1299","704","1139","17909","4363","731","서울",2023
"외래","8"," I63 "," cerebral infarction due to thrombosis of precerebral arteries ","22266","22266",NA,"304","311","816","14263","4778","1794","서울",2023
"외래","9"," N18 "," Chronic kidney disease, stage 1 ","22051","22051",NA,"1069","540","686","13008","5221","1527","서울",2023
"외래","10"," I10 "," essential hypertension ","21659","21659",NA,"956","785","1678","12978","4031","1231","서울",2023
"외래","11"," R42 "," psychophysiologic dizziness ","18831","18831",NA,"664","556","1083","11565","3791","1172","서울",2023
"외래","12"," C61 "," Acinar Prostate Adenocarcinoma ","18612","18612",NA,"40","76","340","13403","3943","810","서울",2023
"외래","13"," G81 "," flaccid hemiplegia ","18509","18509",NA,"2272","663","1184","11179","2656","555","서울",2023
"외래","14"," H35 "," radiation retinopathy ","17676","17676",NA,"131","223","593","11956","3708","1065","서울",2023
"외래","15"," K02 "," Caries limited to enamel ","16450","16450",NA,"1960","648","1205","10014","2280","343","서울",2023
"외래","16"," I11 "," Hypertensive heart disease ","15714","15714",NA,"736","637","1142","10142","2508","549","서울",2023
"외래","17"," K04 "," suppurative pulpitis ","15547","15547",NA,"1150","574","1090","10406","2131","196","서울",2023
"외래","18"," R52 "," acute pain ","15334","15334",NA,"2218","1094","770","8934","1697","621","서울",2023
"외래","19"," M75 "," periarthritis of shoulder ","14496","14496",NA,"904","694","1177","9335","2179","207","서울",2023
"외래","20","H42","Glaucoma in endocrine, nutritional and metabolic diseases","13076","13076",NA,"291","308","696","8297","2799","685","서울",2023
