년도,지역,구분,순위,상병코드,상병명,실인원,연인원,59이하,60-64,65-69,70-79,80-89,90이상,진료비(천원),진료과
2021,대전,입원(연인원),12.0, M96 , 달리 분류되지 않은 처치후 근골격장애 ,111.0,1741.0,3.0,2.0,111.0,1489,108.0,28.0,753812922.0,정형외과
2021,대전,입원(연인원),13.0, S32 , 요추 및 골반의 골절 ,71.0,1702.0,58.0,2.0,109.0,538,508.0,487.0,522070416.0,외과
2021,대전,입원(연인원),14.0, K63 , 장의 기타 질환 ,321.0,1618.0,12.0,99.0,60.0,1287,159.0,1.0,821314983.0,내과
2021,대전,입원(연인원),15.0, M54 , 등통증 ,54.0,1582.0,17.0,,36.0,1297,182.0,50.0,452495272.0,정형외과
2021,대전,입원(연인원),16.0, S06 , 두개내손상 ,24.0,1565.0,,,5.0,1188,352.0,20.0,637338529.0,외과
2021,대전,입원(연인원),17.0, G82 , 하반신마비 및 사지마비 ,14.0,1524.0,552.0,,11.0,961,,,527428609.0,신경과
2021,대전,입원(연인원),18.0, I63 , 뇌경색증 ,68.0,1352.0,10.0,14.0,38.0,930,309.0,51.0,587029532.0,내과
2021,대전,입원(연인원),19.0, S72 , 대퇴골의 골절 ,30.0,1338.0,,,54.0,314,661.0,309.0,409013466.0,외과
2021,대전,입원(연인원),20.0, R42 , 어지럼증 및 어지럼 ,54.0,1287.0,18.0,,2.0,1195,62.0,10.0,438415414.0,정신건강의학과
2021,대전,외래,1.0, N40 , 전립선증식증 ,26092.0,26092.0,277.0,663.0,1217.0,19621,3120.0,1194.0,1989904946.0,비뇨의학과
2021,대전,외래,2.0, E11 , 2형 당뇨병 ,20033.0,20033.0,1050.0,1123.0,1797.0,13721,1931.0,411.0,1804203900.0,내과
2021,대전,외래,3.0, I10 , 본태성(원발성) 고혈압 ,15111.0,15111.0,900.0,853.0,1400.0,9582,1724.0,652.0,804352141.0,내과
2021,대전,외래,4.0, U07 , 병인이 불확실한 신종질환의 임시적 지정이나 응급사용 ,14926.0,14926.0,10929.0,971.0,915.0,1647,356.0,108.0,712473139.0,내과
2021,대전,외래,5.0, M48 , 기타 척추병증 ,14728.0,14728.0,262.0,397.0,838.0,11155,1667.0,409.0,2357131111.0,정형외과
2021,대전,외래,6.0, K05 , 치은염 및 치주질환 ,13706.0,13706.0,1228.0,746.0,1232.0,9419,899.0,182.0,4628677308.0,내과
2021,대전,외래,7.0, M54 , 등통증 ,12608.0,12608.0,854.0,605.0,798.0,8802,1289.0,260.0,1378888162.0,정형외과
2021,대전,외래,8.0, K63 , 장의 기타 질환 ,9891.0,9891.0,607.0,666.0,903.0,7106,580.0,29.0,1515660944.0,내과
2021,대전,외래,9.0, K29 , 위염 및 십이지장염 ,9016.0,9016.0,1467.0,772.0,853.0,5010,748.0,166.0,780481753.0,내과
2021,대전,외래,10.0, I69 , 뇌혈관질환의 후유증 ,8957.0,8957.0,269.0,213.0,485.0,6231,1414.0,345.0,653983313.0,내과
2021,대전,외래,11.0, E86 , 용적고갈 ,8608.0,8608.0,273.0,441.0,883.0,5546,1167.0,298.0,232432365.0,내과
2021,대전,외래,12.0, M17 , 무릎관절증 ,7941.0,7941.0,323.0,373.0,696.0,5346,1039.0,164.0,1098509481.0,정형외과
2021,대전,외래,13.0, Z26 , 기타 단일 감염성 질환에 대한 예방접종의 필요 ,7365.0,7365.0,4714.0,697.0,418.0,1319,179.0,38.0,534524151.0,내과
2021,대전,외래,14.0, N18 , 만성 신장병 ,7234.0,7234.0,744.0,481.0,195.0,4270,1071.0,473.0,1106491836.0,내과
2021,대전,외래,15.0, Z29 , 기타 예방적 조치의 필요 ,6717.0,6717.0,3784.0,303.0,237.0,2068,261.0,64.0,431767624.0,내과
2021,대전,외래,16.0, F03 , 상세불명의 치매 ,6466.0,6466.0,,59.0,215.0,3497,1801.0,894.0,546101493.0,정신건강의학과
2021,대전,외래,17.0, L29 , 가려움 ,5920.0,5920.0,249.0,160.0,295.0,4428,593.0,195.0,187243188.0,피부과
2021,대전,외래,18.0, M75 , 어깨병변 ,5311.0,5311.0,479.0,419.0,485.0,3526,333.0,69.0,833066549.0,정형외과
2021,대전,외래,19.0, R42 , 어지럼증 및 어지럼 ,4951.0,4951.0,194.0,216.0,332.0,3227,701.0,281.0,578007255.0,정신건강의학과
2021,대전,외래,20.0,J44,기타 만성 폐색성 폐질환,4729.0,4729.0,23.0,92.0,144.0,3666,576.0,228.0,393856559.0,내과
2022,대전,입원(실인원),1.0,  M48  ,  기타 척추병증  ,674.0,5709.0,7.0,9.0,23.0,543,75.0,17.0,2880149.0,정형외과
2022,대전,입원(실인원),2.0,  U07  ,  병인이 불확실한 신종질환의 임시적 지정이나 응급사용  ,446.0,3585.0,143.0,26.0,27.0,120,98.0,32.0,1266568.0,내과
2022,대전,입원(실인원),3.0,  K63  ,  장의 기타 질환  ,355.0,1444.0,7.0,13.0,16.0,276,40.0,3.0,740633.0,내과
2022,대전,입원(실인원),4.0,  H25  ,  노년백내장  ,250.0,250.0,1.0,5.0,17.0,200,25.0,2.0,308184.0,안과
2022,대전,입원(실인원),5.0,  E11  ,  2형 당뇨병  ,190.0,3520.0,5.0,3.0,10.0,152,19.0,1.0,1377971.0,내과
2022,대전,입원(실인원),6.0,  M17  ,  무릎관절증  ,186.0,5260.0,6.0,11.0,7.0,136,22.0,4.0,2366164.0,정형외과
2022,대전,입원(실인원),7.0,  M51  ,  기타 추간판장애  ,147.0,1423.0,14.0,4.0,7.0,109,13.0,0.0,777204.0,정형외과
2022,대전,입원(실인원),8.0,  M96  ,  달리 분류되지 않은 처치후 근골격장애  ,137.0,1918.0,2.0,1.0,3.0,110,19.0,2.0,1033882.0,정형외과
2022,대전,입원(실인원),9.0,  M75  ,  어깨병변  ,128.0,2592.0,4.0,2.0,11.0,100,11.0,0.0,1289799.0,정형외과
2022,대전,입원(실인원),10.0,  N18  ,  만성 신장병  ,126.0,1979.0,2.0,3.0,1.0,82,23.0,15.0,771613.0,내과
2022,대전,입원(실인원),11.0,  I20  ,  협심증  ,101.0,246.0,0.0,1.0,6.0,78,16.0,0.0,375564.0,내과
2022,대전,입원(실인원),12.0,  M43  ,  기타 변형성 등병증  ,100.0,743.0,0.0,2.0,4.0,79,11.0,4.0,444864.0,정형외과
2022,대전,입원(실인원),13.0,  K29  ,  위염 및 십이지장염  ,90.0,694.0,4.0,3.0,6.0,62,13.0,2.0,304565.0,내과
2022,대전,입원(실인원),14.0,  S32  ,  요추 및 골반의 골절  ,78.0,1091.0,0.0,2.0,2.0,44,17.0,13.0,415246.0,외과
2022,대전,입원(실인원),15.0,  C18  ,  결장의 악성 신생물  ,73.0,827.0,13.0,4.0,2.0,37,16.0,1.0,444977.0,"내과, 외과"
2022,대전,입원(실인원),16.0,  C16  ,  위의 악성 신생물  ,70.0,1150.0,6.0,2.0,2.0,42,11.0,7.0,632746.0,"내과, 외과"
2022,대전,입원(실인원),17.0,  N40  ,  전립선증식증  ,64.0,135.0,1.0,2.0,5.0,50,6.0,0.0,54664.0,비뇨의학과
2022,대전,입원(실인원),18.0,  I63  ,  뇌경색증  ,63.0,1482.0,2.0,3.0,2.0,36,12.0,8.0,354120.0,내과
2022,대전,입원(실인원),19.0,  I83  ,  하지의 정맥류  ,56.0,89.0,5.0,4.0,7.0,36,4.0,0.0,131854.0,내과
2022,대전,입원(실인원),20.0,  R07  ,  묵구멍 및 가슴의 통증  ,56.0,117.0,2.0,0.0,3.0,48,3.0,0.0,241399.0,내과
2022,대전,입원(연인원),1.0,  M48  ,   기타 척추병증   ,674.0,5709.0,73.0,190.0,130.0,3998,928.0,390.0,2880149.0,정형외과
2022,대전,입원(연인원),2.0,  M17  ,   무릎관절증   ,186.0,5260.0,296.0,244.0,149.0,3831,637.0,103.0,2366164.0,정형외과
2022,대전,입원(연인원),3.0,  U07  ,   병인이 불확실한 신종질환의 임시적 지정이나 응급사용   ,446.0,3585.0,948.0,188.0,166.0,1190,663.0,430.0,1266568.0,내과
2022,대전,입원(연인원),4.0,  E11  ,   2형 당뇨병   ,190.0,3520.0,64.0,44.0,157.0,2793,447.0,15.0,1377971.0,내과
2022,대전,입원(연인원),5.0,  I69  ,   뇌혈관질환의 후유증   ,39.0,3089.0,365.0,11.0,97.0,1894,691.0,31.0,700721.0,내과
2022,대전,입원(연인원),6.0,  M75  ,   어깨병변   ,128.0,2592.0,36.0,11.0,297.0,1936,312.0,0.0,1289799.0,정형외과
2022,대전,입원(연인원),7.0,  G82  ,   하반신마비 및 사지마비   ,20.0,2434.0,649.0,0.0,0.0,1785,0.0,0.0,330053.0,신경과
2022,대전,입원(연인원),8.0,  N18  ,   만성 신장병   ,126.0,1979.0,2.0,3.0,1.0,1183,343.0,447.0,771613.0,내과
2022,대전,입원(연인원),9.0,  S06  ,   두개내손상   ,40.0,1939.0,0.0,13.0,39.0,1183,453.0,251.0,631855.0,외과
2022,대전,입원(연인원),10.0,  M96  ,   달리 분류되지 않은 처치후 근골격장애   ,137.0,1918.0,5.0,17.0,24.0,1524,317.0,31.0,1033882.0,정형외과
2022,대전,입원(연인원),11.0,  S72  ,   대퇴골의 골절   ,53.0,1874.0,0.0,27.0,82.0,629,551.0,585.0,787391.0,외과
2022,대전,입원(연인원),12.0,  J18  ,   상세불명 병원체의 폐렴   ,48.0,1485.0,5.0,0.0,29.0,395,780.0,276.0,471802.0,내과
2022,대전,입원(연인원),13.0,  I63  ,   뇌경색증   ,63.0,1482.0,10.0,24.0,30.0,797,473.0,148.0,354120.0,내과
2022,대전,입원(연인원),14.0,  K63  ,   장의 기타 질환   ,355.0,1444.0,18.0,37.0,19.0,1180,140.0,50.0,740633.0,내과
2022,대전,입원(연인원),15.0,  M51  ,   기타 추간판장애   ,147.0,1423.0,45.0,7.0,81.0,1132,158.0,0.0,777204.0,정형외과
2022,대전,입원(연인원),16.0,  M54  ,   등통증   ,36.0,1233.0,5.0,48.0,16.0,1023,135.0,6.0,302310.0,정형외과
2022,대전,입원(연인원),17.0,  C16  ,   위의 악성 신생물   ,70.0,1150.0,102.0,13.0,19.0,534,315.0,167.0,632746.0,"내과, 외과"
2022,대전,입원(연인원),18.0,  C34  ,   기관지 및 폐의 악성 신생물   ,40.0,1147.0,124.0,1.0,157.0,407,370.0,88.0,517695.0,흉부외과
2022,대전,입원(연인원),19.0,  S32  ,  요추 및 골반의 골절  ,78.0,1091.0,0.0,13.0,40.0,618,286.0,134.0,415246.0,외과
2022,대전,입원(연인원),20.0,  K80  ,   담석증   ,54.0,981.0,28.0,14.0,3.0,843,59.0,34.0,360447.0,내과
2022,대전,외래,1.0,  N40  ,  전립선증식증  ,26265.0,26265.0,305.0,576.0,1139.0,19647,3208.0,1390.0,1930406.0,비뇨의학과
2022,대전,외래,2.0,  E11  ,  2형 당뇨병  ,19788.0,19788.0,1030.0,1028.0,1492.0,13961,1812.0,465.0,1811203.0,내과
2022,대전,외래,3.0,  M48  ,  기타 척추병증  ,14961.0,14961.0,286.0,397.0,830.0,11162,1744.0,542.0,2574374.0,정형외과
2022,대전,외래,4.0,  I10  ,  본태성(원발성) 고혈압  ,14592.0,14592.0,883.0,716.0,1310.0,9273,1701.0,709.0,899525.0,내과
2022,대전,외래,5.0,  K05  ,  치은염 및 치주질환  ,13738.0,13738.0,1127.0,728.0,1226.0,9272,1189.0,196.0,4550024.0,내과
2022,대전,외래,6.0,  M54  ,  등통증  ,11803.0,11803.0,960.0,454.0,633.0,8181,1365.0,210.0,1312582.0,정형외과
2022,대전,외래,7.0,  U07  ,  병인이 불확실한 신종질환의 임시적 지정이나 응급사용  ,10820.0,10820.0,5317.0,1103.0,984.0,2662,614.0,140.0,591860.0,내과
2022,대전,외래,8.0,  K63  ,  장의 기타 질환  ,9998.0,9998.0,586.0,581.0,805.0,7234,727.0,65.0,1491421.0,내과
2022,대전,외래,9.0,  E86  ,  용적고갈  ,9158.0,9158.0,264.0,421.0,657.0,6145,1262.0,409.0,259394.0,내과
2022,대전,외래,10.0,  Z29  ,  기타 예방적 조치의 필요   ,8828.0,8828.0,4273.0,441.0,362.0,3138,524.0,90.0,395597.0,내과
2022,대전,외래,11.0,  M17  ,  무릎관절증  ,8772.0,8772.0,395.0,359.0,779.0,5659,1354.0,226.0,1266850.0,정형외과
2022,대전,외래,12.0,  I69  ,  뇌혈관질환의 후유증  ,8529.0,8529.0,247.0,167.0,436.0,5933,1375.0,371.0,660335.0,내과
2022,대전,외래,13.0,  K29  ,  위염 및 십이지장염  ,8335.0,8335.0,1377.0,803.0,863.0,4403,730.0,159.0,767790.0,내과
2022,대전,외래,14.0,  N18  ,  만성 신장병  ,8090.0,8090.0,794.0,600.0,260.0,4510,1351.0,575.0,1229458.0,내과
2022,대전,외래,15.0,  F03  ,  상세불명의 치매  ,5843.0,5843.0,1.0,46.0,164.0,3300,1624.0,708.0,551397.0,정신건강의학과
2022,대전,외래,16.0,  M75  ,  어깨병변  ,5518.0,5518.0,505.0,261.0,571.0,3685,396.0,100.0,826708.0,정형외과
2022,대전,외래,17.0,  R42  ,  어지럼증 및 어지럼  ,4965.0,4965.0,204.0,156.0,378.0,3230,715.0,282.0,562031.0,정신건강의학과
2022,대전,외래,18.0,  I20  ,  협심증  ,4786.0,4786.0,92.0,81.0,188.0,3774,520.0,131.0,496652.0,내과
2022,대전,외래,19.0,  L29  ,  가려움  ,4698.0,4698.0,196.0,119.0,185.0,3487,576.0,135.0,155315.0,피부과
2022,대전,외래,20.0, Z26 , 기타 단일 감염성 질환에 대한 예방접종의 필요 ,4405.0,4405.0,1677.0,558.0,451.0,1510,182.0,27.0,272943.0,내과
2023,대전,입원(실인원),,M48,기타 척추병증,617.0,,3.0,14.0,14.0,469,106.0,11.0,,정형외과
2023,대전,입원(실인원),,K63,장의 기타 질환,492.0,,12.0,16.0,28.0,376,59.0,1.0,,내과
2023,대전,입원(실인원),,H25,노년백내장,237.0,,2.0,3.0,17.0,181,33.0,1.0,,안과
2023,대전,입원(실인원),,M96,달리분류되지않은처치후근골격장애,229.0,,5.0,3.0,6.0,185,26.0,4.0,,정형외과
2023,대전,입원(실인원),,M17,무릎관절증,202.0,,5.0,6.0,12.0,152,26.0,1.0,,정형외과
2023,대전,입원(실인원),,E11,2형당뇨병,191.0,,8.0,2.0,9.0,132,38.0,2.0,,내과
2023,대전,입원(실인원),,M51,기타추간판장애,188.0,,24.0,11.0,11.0,126,16.0,,,정형외과
2023,대전,입원(실인원),,M75,어깨병변,137.0,,11.0,8.0,12.0,89,16.0,1.0,,정형외과
2023,대전,입원(실인원),,N18,만성신장병,129.0,,6.0,2.0,3.0,74,35.0,9.0,,내과
2023,대전,입원(실인원),,M43,기타변형성등병증,95.0,,,4.0,7.0,62,18.0,4.0,,정형외과
2023,대전,입원(실인원),,K29,위염및십이지장염,89.0,,5.0,1.0,6.0,62,10.0,5.0,,내과
2023,대전,입원(실인원),,J18,상세불명병원체의폐렴,87.0,,3.0,1.0,1.0,38,23.0,21.0,,내과
2023,대전,입원(실인원),,N40,전립선증식증,82.0,,,2.0,4.0,64,12.0,,,비뇨의학과
2023,대전,입원(실인원),,C18,결장의악성신생물,77.0,,2.0,5.0,22.0,24,23.0,1.0,,"내과, 외과"
2023,대전,입원(실인원),,S22,늑골.흉골및흉추골의골절,73.0,,4.0,3.0,3.0,33,19.0,11.0,,외과
2023,대전,입원(실인원),,M54,등통증,70.0,,2.0,,4.0,52,12.0,,,정형외과
2023,대전,입원(실인원),,S72,대퇴골의골절,68.0,,,2.0,7.0,25,21.0,13.0,,외과
2023,대전,입원(실인원),,K40,서혜헤르니아,65.0,,,3.0,5.0,41,11.0,5.0,,내과
2023,대전,입원(실인원),,C34,기관지및폐의악성신생물,63.0,,2.0,,3.0,34,13.0,11.0,,흉부외과
2023,대전,입원(실인원),,K59,기타기능성장장애,63.0,,2.0,,4.0,36,14.0,7.0,,내과
2023,대전,입원(연인원),,M48,기타척추병증,,7033.0,3.0,294.0,173.0,4715,1618.0,230.0,,정형외과
2023,대전,입원(연인원),,M17,무릎관절증,,6153.0,378.0,151.0,350.0,4307,964.0,3.0,,정형외과
2023,대전,입원(연인원),,M96,달리분류되지않은처치후근골격장애,,4562.0,76.0,11.0,158.0,3737,486.0,94.0,,정형외과
2023,대전,입원(연인원),,M75,어깨병변,,3468.0,202.0,150.0,349.0,2325,434.0,8.0,,정형외과
2023,대전,입원(연인원),,E11,2형당뇨병,,3426.0,66.0,59.0,211.0,2397,680.0,13.0,,내과
2023,대전,입원(연인원),,I69,뇌혈관질환의후유증,,2896.0,117.0,,105.0,1600,1074.0,,,내과
2023,대전,입원(연인원),,M54,등통증,,2682.0,32.0,,113.0,2018,519.0,,,정형외과
2023,대전,입원(연인원),,G82,하반신마비및사지마비,,2375.0,694.0,70.0,,1350,261.0,,,신경과
2023,대전,입원(연인원),,S72,대퇴골의골절,,2193.0,,76.0,144.0,744,702.0,527.0,,외과
2023,대전,입원(연인원),,N18,만성신장병,,2132.0,10.0,2.0,9.0,1518,332.0,261.0,,내과
2023,대전,입원(연인원),,J18,상세불명병원체의폐렴,,1762.0,29.0,2.0,6.0,557,712.0,456.0,,내과
2023,대전,입원(연인원),,M51,기타추간판장애,,1530.0,118.0,18.0,130.0,1100,164.0,,,정형외과
2023,대전,입원(연인원),,S06,두개내손상,,1515.0,10.0,33.0,73.0,1100,180.0,119.0,,외과
2023,대전,입원(연인원),,K63,장의기타질환,,1460.0,30.0,20.0,55.0,1186,139.0,30.0,,내과
2023,대전,입원(연인원),,I63,뇌경색증,,1381.0,9.0,67.0,1.0,566,653.0,85.0,,내과
2023,대전,입원(연인원),,C16,위의악성신생물,,1331.0,127.0,,108.0,374,423.0,299.0,,"내과, 외과"
2023,대전,입원(연인원),,C34,기관지및폐의악성신생물,,1331.0,47.0,,30.0,684,275.0,295.0,,흉부외과
2023,대전,입원(연인원),,S22,늑골.흉골및흉추골의골절,,1324.0,42.0,41.0,43.0,644,408.0,146.0,,외과
2023,대전,입원(연인원),,C25,췌장의악성신생물,,1205.0,105.0,90.0,210.0,360,345.0,95.0,,"내과, 외과"
2023,대전,입원(연인원),,J98,기타호흡장애,,1199.0,4.0,0.0,0.0,681,383.0,131.0,,내과
2023,대전,외래,,N40,전립선증식증,27255.0,,269.0,632.0,1220.0,19603,4150.0,1381.0,,비뇨의학과
2023,대전,외래,,E11,2형당뇨병,20155.0,,1104.0,1038.0,1424.0,13798,2437.0,354.0,,내과
2023,대전,외래,,M48,기타척추병증,14424.0,,242.0,295.0,661.0,10449,2287.0,490.0,,정형외과
2023,대전,외래,,I10,본태성(원발성)고혈압,13891.0,,866.0,661.0,1149.0,8650,1921.0,644.0,,내과
2023,대전,외래,,M54,등통증,13557.0,,1102.0,553.0,799.0,9006,1902.0,195.0,,정형외과
2023,대전,외래,,K05,치은염및치주질환,13323.0,,1117.0,613.0,1201.0,8708,1509.0,175.0,,내과
2023,대전,외래,,E86,용적고갈,11260.0,,335.0,421.0,941.0,7261,1858.0,444.0,,내과
2023,대전,외래,,K63,장의기타질환,11233.0,,677.0,649.0,962.0,7893,1003.0,49.0,,내과
2023,대전,외래,,N18,만성신장병,8878.0,,884.0,655.0,418.0,4529,1702.0,690.0,,내과
2023,대전,외래,,K29,위염및십이지장염,8622.0,,1370.0,772.0,944.0,4594,793.0,149.0,,내과
2023,대전,외래,,M17,무릎관절증,8593.0,,416.0,361.0,827.0,5409,1424.0,156.0,,정형외과
2023,대전,외래,,I69,뇌혈관질환의후유증,8540.0,,253.0,112.0,394.0,5860,1513.0,408.0,,내과
2023,대전,외래,,F03,상세불명의치매,5847.0,,2.0,15.0,129.0,3213,1733.0,755.0,,정신건강의학과
2023,대전,외래,,M75,어깨병변,5728.0,,604.0,350.0,577.0,3551,578.0,68.0,,정형외과
2023,대전,외래,,Z29,기타예방적조치의필요,5353.0,,1068.0,336.0,362.0,2991,519.0,77.0,,내과
2023,대전,외래,,R42,어지럼증및어지럼,4797.0,,203.0,164.0,271.0,3031,838.0,290.0,,정신건강의학과
2023,대전,외래,,Z26,기타단일감염성질환에대한예방접종의필요,4639.0,,1585.0,616.0,540.0,1619,232.0,47.0,,내과
2023,대전,외래,,L29,가려움,4576.0,,191.0,135.0,212.0,3186,694.0,158.0,,피부과
2023,대전,외래,,J98,기타호흡장애,4564.0,,324.0,254.0,302.0,2764,671.0,249.0,,내과
2023,대전,외래,,I20,협심증,4447.0,,110.0,89.0,165.0,3410,566.0,107.0,,내과
2021,광주,입원(실인원),1.0,M48,기타 척추병증,591.0,10584.0,33.0,37.0,62.0,380,63.0,16.0,2796650.0,정형외과
2021,광주,입원(실인원),2.0,N40,전립선증식증,515.0,3351.0,10.0,18.0,25.0,408,47.0,7.0,1544515.0,비뇨의학과
2021,광주,입원(실인원),3.0,H25,노인성 백내장,480.0,559.0,0.0,13.0,30.0,385,47.0,5.0,703515.0,안과
2021,광주,입원(실인원),4.0,I20,협심증,312.0,1613.0,24.0,12.0,27.0,230,17.0,2.0,1494759.0,내과
2021,광주,입원(실인원),5.0,I63,뇌경색증,271.0,10589.0,7.0,7.0,15.0,175,53.0,14.0,2793320.0,내과
2021,광주,입원(실인원),6.0,M17,윤충증,149.0,4590.0,5.0,10.0,14.0,97,21.0,2.0,1393238.0,정형외과
2021,광주,입원(실인원),7.0,C61,전립선의 악성 신생물,137.0,1816.0,0.0,5.0,6.0,108,14.0,4.0,1023876.0,비뇨의학과
2021,광주,입원(실인원),8.0,R42,현기 및 어지러움,129.0,1387.0,20.0,6.0,7.0,74,20.0,2.0,460132.0,정신건강의학과
2021,광주,입원(실인원),9.0,S32,허리뼈 및 골반의 골절,126.0,2120.0,8.0,0.0,5.0,59,42.0,12.0,465527.0,외과
2021,광주,입원(실인원),10.0,C18,결장의 악성 신생물,124.0,2198.0,1.0,18.0,7.0,72,22.0,4.0,738263.0,"내과, 외과"
2021,광주,입원(실인원),11.0,C16,위의 악성 신생물,120.0,2979.0,8.0,1.0,13.0,64,28.0,6.0,1058474.0,"내과, 외과"
2021,광주,입원(실인원),12.0,J18,상세불명 병원체의 폐렴,114.0,3097.0,3.0,4.0,3.0,59,29.0,16.0,1463432.0,내과
2021,광주,입원(실인원),13.0,C34,기관지 및 폐의 악성 신생물,113.0,3094.0,6.0,3.0,3.0,59,35.0,7.0,1356648.0,흉부외과
2021,광주,입원(실인원),14.0,M75,어깨병변,113.0,3211.0,10.0,8.0,14.0,78,2.0,1.0,899762.0,정형외과
2021,광주,입원(실인원),15.0,K80,담석증,110.0,1867.0,20.0,8.0,3.0,49,21.0,9.0,847848.0,내과
2021,광주,입원(실인원),16.0,E11,인슐린-비의존 당뇨병,97.0,1836.0,9.0,6.0,5.0,70,7.0,0.0,430425.0,내과
2021,광주,입원(실인원),17.0,C22,간 및 간내담관의 악성 신생물,96.0,2399.0,6.0,2.0,7.0,64,15.0,2.0,896738.0,"내과, 외과"
2021,광주,입원(실인원),18.0,M51,기타 추간판장애,94.0,2180.0,27.0,3.0,10.0,52,2.0,0.0,540846.0,정형외과
2021,광주,입원(실인원),19.0,S72,대퇴골의 골절,94.0,3858.0,4.0,3.0,2.0,25,49.0,11.0,1075416.0,외과
2021,광주,입원(실인원),20.0,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,84.0,732.0,15.0,5.0,5.0,36,19.0,4.0,225320.0,내과
2021,광주,입원(연인원),1.0,I63,뇌경색증,271.0,10589.0,288.0,426.0,631.0,7485,1429.0,330.0,2793320.0,내과
2021,광주,입원(연인원),2.0,M48,기타 척추병증,591.0,10584.0,855.0,546.0,948.0,6824,1191.0,220.0,2796650.0,정형외과
2021,광주,입원(연인원),3.0,Z49,투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,69.0,7559.0,814.0,219.0,89.0,5825,612.0,0.0,2058279.0,내과
2021,광주,입원(연인원),4.0,J69,고체 및 액체에 의한 폐염,69.0,4622.0,29.0,0.0,20.0,1694,1500.0,1379.0,1700801.0,내과
2021,광주,입원(연인원),5.0,M17,윤충증,149.0,4590.0,63.0,237.0,442.0,3040,780.0,28.0,1393238.0,정형외과
2021,광주,입원(연인원),6.0,N18,만성 콩팥(신장)기능상실,77.0,4330.0,46.0,0.0,241.0,2071,1906.0,66.0,1270363.0,내과
2021,광주,입원(연인원),7.0,S72,대퇴골의 골절,94.0,3858.0,94.0,102.0,52.0,997,2247.0,366.0,1075416.0,외과
2021,광주,입원(연인원),8.0,L89,욕창성 및 압박부위 궤양,25.0,3390.0,184.0,0.0,0.0,1604,954.0,648.0,797156.0,피부과
2021,광주,입원(연인원),9.0,N40,전립선증식증,515.0,3351.0,27.0,55.0,127.0,2518,530.0,94.0,1544515.0,비뇨의학과
2021,광주,입원(연인원),10.0,M75,어깨병변,113.0,3211.0,273.0,209.0,558.0,2056,71.0,44.0,899762.0,정형외과
2021,광주,입원(연인원),11.0,J18,상세불명 병원체의 폐렴,114.0,3097.0,12.0,27.0,22.0,1996,543.0,497.0,1463432.0,내과
2021,광주,입원(연인원),12.0,C34,기관지 및 폐의 악성 신생물,113.0,3094.0,154.0,27.0,55.0,1444,1220.0,194.0,1356648.0,흉부외과
2021,광주,입원(연인원),13.0,C16,위의 악성 신생물,120.0,2979.0,153.0,13.0,410.0,1541,554.0,308.0,1058474.0,"내과, 외과"
2021,광주,입원(연인원),14.0,C22,간 및 간내담관의 악성 신생물,96.0,2399.0,56.0,9.0,78.0,1674,504.0,78.0,896738.0,"내과, 외과"
2021,광주,입원(연인원),15.0,C18,결장의 악성 신생물,124.0,2198.0,5.0,248.0,243.0,1252,338.0,112.0,738263.0,"내과, 외과"
2021,광주,입원(연인원),16.0,M51,기타 추간판장애,94.0,2180.0,468.0,26.0,82.0,1527,77.0,0.0,540846.0,정형외과
2021,광주,입원(연인원),17.0,S32,허리뼈 및 골반의 골절,126.0,2120.0,89.0,0.0,121.0,1250,502.0,158.0,465527.0,외과
2021,광주,입원(연인원),18.0,K80,담석증,110.0,1867.0,192.0,65.0,12.0,1003,494.0,101.0,847848.0,내과
2021,광주,입원(연인원),19.0,E11,인슐린-비의존 당뇨병,97.0,1836.0,169.0,93.0,26.0,1458,90.0,0.0,430425.0,내과
2021,광주,입원(연인원),20.0,C61,전립선의 악성 신생물,137.0,1816.0,0.0,74.0,54.0,1436,181.0,71.0,1023876.0,비뇨의학과
2021,광주,외래,1.0,N40,전립선증식증,26623.0,,655.0,986.0,1491.0,19536,2946.0,1009.0,1940286.0,비뇨의학과
2021,광주,외래,2.0,M48,기타 척추병증,22672.0,,1481.0,1338.0,1831.0,15448,2137.0,437.0,2634838.0,정형외과
2021,광주,외래,3.0,I10,본태성(원발성) 고혈압,20401.0,,1861.0,1274.0,2089.0,12218,2329.0,630.0,1262057.0,내과
2021,광주,외래,4.0,E11,인슐린-비의존 당뇨병,18786.0,,1541.0,1175.0,1607.0,12499,1707.0,257.0,1767455.0,내과
2021,광주,외래,5.0,I20,협심증,16599.0,,996.0,787.0,1336.0,11647,1559.0,274.0,1544904.0,내과
2021,광주,외래,6.0,E30,달리 분류되지 않은 사춘기의 장애,15383.0,,15380.0,3.0,0.0,0,0.0,0.0,1427994.0,내과
2021,광주,외래,7.0,M17,윤충증,14420.0,,732.0,953.0,1661.0,9394,1438.0,242.0,1434680.0,정형외과
2021,광주,외래,8.0,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,13744.0,,8308.0,1186.0,901.0,2090,914.0,345.0,1178811.0,내과
2021,광주,외래,9.0,K05,치은염(잇몸염)및 치주 질환,13270.0,,1061.0,771.0,993.0,9364,850.0,231.0,2912026.0,내과
2021,광주,외래,10.0,H25,노인성 백내장,11429.0,,77.0,282.0,682.0,9375,837.0,176.0,892912.0,안과
