"대분류","중분류","소분류","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함여부","약제비포함여부","특이사항"
"기타","-","-","-","유방확대성형술 [소]","HZPS04203","-","700000","","","","","-"
"기타","-","-","-","전두골성형술 [대]","HZPS04301","-","900000","","","","","-"
"기타","-","-","-","전두골성형술 [중]","HZPS04302","-","500000","","","","","-"
"기타","-","-","-","전두골성형술 [소]","HZPS04303","-","300000","","","","","-"
"기타","-","-","-","전두부성형술 [대]","HZPS04401","-","900000","","","","","-"
"기타","-","-","-","전두부성형술 [중]","HZPS04402","-","500000","","","","","-"
"기타","-","-","-","전두부성형술 [소]","HZPS04403","-","300000","","","","","-"
"기타","-","-","-","조직확장기삽입술 [대]","HZPS04501","-","500000","","","","","-"
"기타","-","-","-","조직확장기삽입술 [중]","HZPS04502","-","300000","","","","","-"
"기타","-","-","-","조직확장기삽입술 [소]","HZPS04503","-","200000","","","","","-"
"기타","-","-","-","지방이식술 [대]","HZPS04601","2부위 초과 실시 시 산정","1200000","","","","","-"
"기타","-","-","-","지방이식술 [중]","HZPS04602","2부위 실시 시 산정","700000","","","","","-"
"기타","-","-","-","지방이식술 [소]","HZPS04603","2부위 미만 실시 시 산정","500000","","","","","-"
"기타","-","-","-","지방흡입술 [대]","HZPS04701","-","500000","","","","","-"
"기타","-","-","-","지방흡입술 [중]","HZPS04702","-","300000","","","","","-"
"기타","-","-","-","지방흡입술 [소]","HZPS04703","-","200000","","","","","-"
"기타","-","-","-","턱성형술 [대]","HZPS04801","-","800000","","","","","-"
"기타","-","-","-","턱성형술 [중]","HZPS04802","-","500000","","","","","-"
"기타","-","-","-","턱성형술 [소]","HZPS04803","-","300000","","","","","-"
"기타","-","-","-","턱확대성형술 [대]","HZPS04901","-","1000000","","","","","-"
"기타","-","-","-","턱확대성형술 [중]","HZPS04902","-","700000","","","","","-"
"기타","-","-","-","턱확대성형술 [소]","HZPS04903","-","500000","","","","","-"
"기타","-","-","-","피부지방이식술 [대]","HZPS05001","-","500000","","","","","-"
"기타","-","-","-","피부지방이식술 [중]","HZPS05002","-","300000","","","","","-"
"기타","-","-","-","피부지방이식술 [소]","HZPS05003","-","200000","","","","","-"
"기타","-","-","-","하악골성형술 [대]","HZPS05101","-","1500000","","","","","-"
"기타","-","-","-","하악골성형술 [소]","HZPS05102","-","1000000","","","","","-"
"기타","-","-","-","협골성형술 [대]","HZPS05201","-","900000","","","","","-"
"기타","-","-","-","협골성형술 [중]","HZPS05202","-","500000","","","","","-"
"기타","-","-","-","협골성형술 [소]","HZPS05203","-","300000","","","","","-"
"기타","-","-","-","Z성형술 [대]","HZPS05301","-","500000","","","","","-"
"기타","-","-","-","Z성형술 [중]","HZPS05302","-","200000","","","","","-"
"기타","-","-","-","Z성형술 [소]","HZPS05303","-","100000","","","","","-"
"기타","-","-","-","필러교정술","HZPS05400","시술범위 1㎝당 산정","100000","","","","","-"
"기타","-","-","-","난관결찰술","HZOG00100","-","300000","","","","","-"
"기타","-","-","-","미레나 삽입술","HZOG00200","-","90000","","","","","-"
"기타","-","-","-","미세난관문합술","HZOG00300","-","500000","","","","","-"
"기타","-","-","-","소음순절제술 [성형목적]","HZOG00400","-","50000","","","","","-"
"기타","-","-","-","자궁내장치 [IUD]","HZOG00800","재료대 별도산정","30000","","","","","-"
"기타","-","-","-","자궁내정액주입법 [IUI]","HZOG00900","-","100000","","","","","-"
"기타","-","-","-","질 및 회음부 성형술 [대]","HZOG01001","질입구에서 Incision을 5cm이상 넣은경우 산정","1000000","","","","","-"
"기타","-","-","-","질 및 회음부 성형술 [중]","HZOG01002","질입구에서 Incision을 3cm이상~5cm미만 넣은경우 산정","800000","","","","","-"
"기타","-","-","-","질 및 회음부 성형술 [소]","HZOG01003","질입구에서 Incision을 3cm미만 넣은경우 산정","500000","","","","","-"
"기타","-","-","-","충수절제술","HZOG01100","본인의 희망에 의해 시행한 경우 산정하며 전액 본인부담","100000","","","","","-"
"기타","-","-","-","노안레이저굴절교정술","HZOP00100A","-","1750000","","","","","-"
"기타","-","-","-","노안레이저굴절교정술 [양측]","HZOP00100B","-","3500000","","","","","-"
"기타","-","-","-","라섹[편측]","HZOP00200A","-","1300000","","","","","-"
"기타","-","-","-","라섹 [양측]","HZOP00200B","-","2600000","","","","","-"
"기타","-","-","-","라섹+웨이브프론트","HZOP00300A","-","1400000","","","","","-"
"기타","-","-","-","라섹+웨이브프론트 [양측]","HZOP00300B","-","2800000","","","","","-"
"기타","-","-","-","라식[편측]","HZOP00400A","-","850000","","","","","-"
"기타","-","-","-","라식 [양측]","HZOP00400B","-","1700000","","","","","-"
"기타","-","-","-","에피라식[편측]","HZOP00500A","-","1300000","","","","","-"
"기타","-","-","-","에피라식 [양측]","HZOP00500B","-","2600000","","","","","-"
"기타","-","-","-","에피라식+웨이브프론트[편측]","HZOP00600A","-","1400000","","","","","-"
"기타","-","-","-","에피라식+웨이브프론트 [양측]","HZOP00600B","-","2800000","","","","","-"
"기타","-","-","-","엑시머PRK[편측]","HZOP00700A","-","1300000","","","","","-"
"기타","-","-","-","엑시머PRK [양측]","HZOP00700B","-","2600000","","","","","-"
"기타","-","-","-","엑시머PRK+웨이브프론트[편측]","HZOP00800A","-","1400000","","","","","-"
"기타","-","-","-","엑시머PRK+웨이브프론트 [양측]","HZOP00800B","-","2800000","","","","","-"
"기타","-","-","-","웨이브 프론트[편측]","HZOP00900A","-","1150000","","","","","-"
"기타","-","-","-","웨이브 프론트 [양측]","HZOP00900B","-","2300000","","","","","-"
"기타","-","-","-","보톡스주입술 [시술건당]","HZOP01200","약제비 별도산정","100000","","","","","-"
"기타","-","-","-","쌍거풀수술 [대]","HZOP01301","근육지방사이막,지방절제술을포함한 광범위한 수술","300000","","","","","-"
"기타","-","-","-","쌍거풀수술 [소]","HZOP01302","피부 및 근육절개에 한정되는 경우에 산정","250000","","","","","-"
"기타","-","-","-","유리체주입술(아바스틴주입)","HZOP01800","아바스틴주는 실사용량으로 산정한다.","84300","","","","","-"
"기타","-","-","-","사시수술(단순, 단일안근)","HZOP01901","외모개선 목적인 경우 산정하며 본인이 전액 부담","300000","","","","","-"
"기타","-","-","-","사시수술(단순, 복수안근)","HZOP01902","외모개선 목적인 경우 산정하며 본인이 전액 부담","500000","","","","","-"
"기타","-","-","-","사시수술(복잡, 단일안근)","HZOP01903","외모개선 목적인 경우 산정하며 본인이 전액 부담","550000","","","","","-"
"기타","-","-","-","사시수술(복잡, 복수안근)","HZOP01904","외모개선 목적인 경우 산정하며 본인이 전액 부담","800000","","","","","-"
"기타","-","-","-","기미,주근깨,점 제거술 [대]","HZDE00101","Size 0.4cm 이상인 경우 산정","40000","","","","","-"
"기타","-","-","-","기미,주근깨,점 제거술 [중]","HZDE00102","Size 0.3cm × 0.3cm 인경우 산정","30000","","","","","-"
"기타","-","-","-","기미,주근깨,점 제거술 [소]","HZDE00103","Size 0.2cm × 0.2cm 이하인 경우 산정","20000","","","","","-"
"기타","-","-","-","냉동치료 [대]","HZDE00201","1cm 이상 인 경우 산정","50000","","","","","-"
"기타","-","-","-","냉동치료 [소]","HZDE00202","1cm 미만 인 경우 산정","20000","","","","","-"
"기타","-","-","-","메조테라피 [탈모,기미,피부노화]","HZDE00300","-","50000","","","","","-"
"기타","-","-","-","박피술 [레이저] 색소 [dye]","HZDE00400","-","10000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL  [얼굴전체]","HZDE00501","-","300000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL  [이마제외 얼굴전체]","HZDE00502","-","200000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL  [코주변만]","HZDE00503","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [겨드랑이 양측]","HZDE00600B","-","150000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [겨드랑이-남자],1회째","HZDE00701","-","200000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [겨드랑이-남자],2회째","HZDE00702","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [겨드랑이-남자],3회째","HZDE00703","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [겨드랑이-남자],4회째","HZDE00704","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [겨드랑이-남자],5회째","HZDE00705","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [겨드랑이-여자],1회째","HZDE00801","-","200000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [겨드랑이-여자],2회째","HZDE00802","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [겨드랑이-여자],3회째","HZDE00803","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [겨드랑이-여자],4회째","HZDE00804","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [겨드랑이-여자],5회째","HZDE00805","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [종아리-남자],1회째","HZDE00901","-","500000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [종아리-남자],2회째","HZDE00902","-","400000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [종아리-남자],3회째","HZDE00903","-","400000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [종아리-남자],4회째","HZDE00904","-","300000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [종아리-남자],5회째","HZDE00905","-","200000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [종아리-여자],1회째","HZDE01001","-","400000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [종아리-여자],2회째","HZDE01002","-","300000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [종아리-여자],3회째","HZDE01003","-","300000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [종아리-여자],4회째","HZDE01004","-","200000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [종아리-여자],5회째","HZDE01005","-","200000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [콧밑수염-여자],1회째","HZDE01101","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [콧밑수염-여자],2회째","HZDE01102","-","50000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [콧밑수염-여자],3회째","HZDE01103","-","50000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [팔-남자],1회째","HZDE01201","-","400000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [팔-남자],2회째","HZDE01202","-","300000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [팔-남자],3회째","HZDE01203","-","300000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [팔-남자],4회째","HZDE01204","-","200000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [팔-남자],5회째","HZDE01205","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [팔-여자],1회째","HZDE01301","-","300000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [팔-여자],2회째","HZDE01302","-","200000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [팔-여자],3회째","HZDE01303","-","200000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [팔-여자],4회째","HZDE01304","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [팔-여자],5회째","HZDE01305","-","100000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [허벅지 양측]","HZDE01400B","-","300000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [허벅지-남자],1회째","HZDE01501","-","500000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [허벅지-남자],2회째","HZDE01502","-","400000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [허벅지-남자],3회째","HZDE01503","-","400000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [허벅지-남자],4회째","HZDE01504","-","300000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [허벅지-남자],5회째","HZDE01505","-","200000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [허벅지-여자],1회째","HZDE01601","-","400000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [허벅지-여자],2회째","HZDE01602","-","300000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [허벅지-여자],3회째","HZDE01603","-","300000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [허벅지-여자],4회째","HZDE01604","-","200000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-제모 [허벅지-여자],5회째","HZDE01605","-","200000","","","","","-"
"기타","-","-","-","박피술 [레이저] IPL-회당","HZDE01700","-","300000","","","","","-"
"기타","-","-","-","박피술 [미세] 크리스탈필링","HZDE01800","-","150000","","","","","-"
"기타","-","-","-","박피술 [화학]  [대]","HZDE01901","얼굴 전체를 한 경우에 산정","200000","","","","","-"
"기타","-","-","-","박피술 [화학]  [중]","HZDE01902","얼굴 절반이상을 한 경우에 산정","100000","","","","","-"
"기타","-","-","-","박피술 [화학]  [소]","HZDE01903","얼굴 절반이하를 한 경우에 산정","50000","","","","","-"
"기타","-","-","-","병변내주사 Bleomycin ,A","HZDE02001","병변내 주입용량이 1cc 미만 인경우 산정","10000","","","","","-"
"기타","-","-","-","병변내주사 Bleomycin ,B","HZDE02002","병변내 주입용량이 1cc 이상 인경우 산정","20000","","","","","-"
"기타","-","-","-","병변내주입요법,A","HZDE02101","병변내 주입용량이 1cc 미만 인경우 산정","5000","","","","","-"
"기타","-","-","-","병변내주입요법,B","HZDE02102","병변내 주입용량이 1cc 이상 인경우 산정","10000","","","","","-"
"기타","-","-","-","사마귀제거 [대]","HZDE02201","사마귀 개수가 3개 이상인 경우 산정","10000","","","","","-"
"기타","-","-","-","사마귀제거 [소]","HZDE02202","사마귀 개수가 3개 미만인 경우 산정","5000","","","","","-"
"기타","-","-","-","여드름 치료 [대]","HZDE02301","얼굴 전체를 한 경우에 산정","15000","","","","","-"
"기타","-","-","-","여드름 치료 [중]","HZDE02302","얼굴 절반이상을 한 경우에 산정","10000","","","","","-"
"기타","-","-","-","여드름 치료 [소]","HZDE02303","얼굴 절반이하를 한 경우에 산정","5000","","","","","-"
"기타","-","-","-","피부전기소작,냉동술 [대]","HZDE02501","병소의 개수가 3개이상인 경우 산정","100000","","","","","-"
"기타","-","-","-","피부전기소작,냉동술 [중]","HZDE02502","병소의 개수가 1개이상 3개미만인 경우 산정","50000","","","","","-"
"기타","-","-","-","피부전기소작,냉동술 [소]","HZDE02503","병소의 개수가 1개 또는 크기가 1cm 이하인 경우 산정","30000","","","","","-"
"기타","-","-","-","DNCB도포치료 [대]","HZDE02601","두피, 얼굴 등 신체 5% 이상 또는 multiple wart 의 경우  4개 이상인 경우 산정","10000","","","","","-"
"기타","-","-","-","DNCB도포치료 [소]","HZDE02602","두피, 얼굴 등 신체 5% 미만 또는 multiple wart 의 경우 3개 이하인 경우 산정","5000","","","","","-"
"기타","-","-","-","고환삽입술","HZUR00200","-","500000","","","","","-"
"기타","-","-","-","굴곡음경교정 수술 Penile Curvature Correction","HZUR00300","-","1000000","","","","","-"
"기타","-","-","-","약물유도사정술","HZUR00400","-","100000","","","","","-"
"기타","-","-","-","음경 이물질 제거술 A","HZUR00501","-","500000","","","","","-"
"기타","-","-","-","음경 이물질 제거술 B","HZUR00502","-","800000","","","","","-"
"기타","-","-","-","음경 이물질 제거술 C주 : flap 또는 graft를 한 경우에 산정","HZUR00503","-","1000000","","","","","-"
"기타","-","-","-","음경바셀린종제거술 [대]","HZUR00601","-","700000","","","","","-"
"기타","-","-","-","음경바셀린종제거술 [소]","HZUR00602","-","400000","","","","","-"
"기타","-","-","-","음경보형물 교정술","HZUR00700","-","800000","","","","","-"
"기타","-","-","-","음경보형물 삽입술 A주 : 굽은형 보형물","HZUR00801","-","1000000","","","","","-"
"기타","-","-","-","음경보형물 삽입술 B주 : 팽창형(2-piece)인 경우에 산정","HZUR00802","-","1500000","","","","","-"
"기타","-","-","-","음경보형물 삽입술 C주 : 팽창형(3-piece)인 경우에 산정","HZUR00803","-","2000000","","","","","-"
"기타","-","-","-","음경주사","HZUR00900","-","5000","","","","","-"
"기타","-","-","-","음경확대술","HZUR01001","-","2000000","","","","","-"
"기타","-","-","-","인공 괄약근 설치술","HZUR01100","-","1000000","","","","","-"
"기타","-","-","-","정관복원술","HZUR01200","-","500000","","","","","자녀를 낳고자하여 실시하는 정관복원수술은 요양급여대상"
"기타","-","-","-","정관절제술 [결찰술]","HZUR01300","-","200000","","","","","피임시술인 정관절제술 또는 결찰술(자-389-1-라, R3896),난관결찰술(자-434, R4341~R4345) 및 자궁내장치삽입술(자427, R4271)을 본인이 원하여 실시한 경우에는 비급여 대상(고시 제 2004-71호)"
"기타","-","-","-","파라핀 제거술 A","HZUR01701","침범범위가 proximal 인 경우 산정","600000","","","","","-"
"기타","-","-","-","파라핀 제거술 B","HZUR01702","침범범위가 1/2 인 경우에 산정","1000000","","","","","-"
"기타","-","-","-","파라핀 제거술 C","HZUR01703","침범범위가 total 인 경우에 산정","1500000","","","","","-"
"기타","-","-","-","포경수술(배면절개)","HZUR01800","-","150000","","","","","-"
"기타","-","-","-","포경수술(환상절개)","HZUR01801","-","200000","","","","","-"
"기타","-","-","-","현미경직시하정관복원술 [대]","HZUR01901","양측이면서 fibrosis가 심한 경우","2000000","","","","","자녀를 낳고자하여 실시하는 정관복원수술은 요양급여대상(고시 제2004-36호)그 외 목적인 경우 비급여로 산정"
"기타","-","-","-","현미경직시하정관복원술 [중]","HZUR01902","-","1000000","","","","","자녀를 낳고자하여 실시하는 정관복원수술은 요양급여대상(고시 제2004-36호)그 외 목적인 경우 비급여로 산정"
"기타","-","-","-","현미경직시하정관복원술 [소]","HZUR01903","편측 실시 한 경우 산정","800000","","","","","자녀를 낳고자하여 실시하는 정관복원수술은 요양급여대상(고시 제2004-36호)그 외 목적인 경우 비급여로 산정"
"기타","-","-","-","메조테라피 [비만, 1회당]","HZFM00100","-","20000","","","","","-"
"기타","-","-","-","수면내시경 환자관리료(상부/하부 각각 시행할 경우)","HZGT00200","-","50000","","","","","-"
"기타","-","-","-","상하부동시실시 수면내시경 환자관리료","HZGT00210","-","60000","","","","","-"
"기타","-","-","-","치료내시경 환자관리료","HZGT00220","-","100000","","","","","-"
"기타","-","-","-","정맥혈전증 예방치료","HZGT00600","-","10000","","","","","-"
"기타","-","-","-","초음파 유도하 맘모톰","HZGT00700","-","800000","","","","","-"
"기타","-","-","-","사후처치 [1회당]","HZGT00800","-","12000","","","","","-"
