"순번","행위구분","분류","명칭","코드","표준코드","비용","최저비용","최고비용","치료재료대 포함여부","약제비 포함여부","특이사항","최종변경일"
"145","[행위]초음파 검사료","진단초음파-임산부","진단초음파-임산부-(정밀)제2,3삼분기","EB517","SEB517","273060","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"146","[행위]초음파 검사료","진단초음파-혈관","진단초음파-혈관-(경동맥)두개외 혈관 도플러","EB482","SEB482","122420","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"147","[행위]초음파 검사료","진단초음파-혈관","진단초음파-혈관-(기타 동맥)두개외 혈관 도플러","EB483","SEB483","64260","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"148","[행위]초음파 검사료","진단초음파-혈관","진단초음파-혈관-(동정맥루의 혈류 및 협착 측정)사지혈관 도플러","EB486","SEB486","50770","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"149","[행위]초음파 검사료","진단초음파-혈관","진단초음파-혈관-(상지-동맥)사지혈관 도플러","EB484","SEB484","98630","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"150","[행위]초음파 검사료","진단초음파-혈관","진단초음파-혈관-(상지-정맥)사지혈관 도플러","EB485","SEB485","98630","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"151","[행위]초음파 검사료","진단초음파-혈관","진단초음파-혈관-(하지 정맥류 검사를 실시)사지혈관 도플러","EB489","SEB489","175420","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"152","[행위]초음파 검사료","진단초음파-혈관","진단초음파-혈관-(하지-동맥)사지혈관 도플러","EB487","SEB487","156180","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"153","[행위]초음파 검사료","진단초음파-혈관","진단초음파-혈관-(하지-정맥)사지혈관 도플러","EB488","SEB488","156180","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"154","[행위]초음파 검사료","진단초음파-혈관","진단초음파-혈관-뇌혈류","EB481","SEB481","143400","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"155","[행위]초음파 검사료","진단초음파-혈관","진단초음파-혈관-대동맥 도플러","EB490","SEB490","95150","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"156","[행위]초음파 검사료","진단초음파-흉부","진단초음파-흉부-(도플러)유방·액와부 제외한 흉부 초음파","EB422010","SEB42201","104680","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"157","[행위]초음파 검사료","진단초음파-흉부","진단초음파-흉부-(도플러)유방·액와부 초음파","EB421010","SEB42101","151360","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"158","[행위]초음파 검사료","진단초음파-흉부","진단초음파-흉부-유방·액와부 제외한 흉부 초음파","EB422","SEB422","95160","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"159","[행위]초음파영상료","진단초음파-흉부","(건강검진-비급여)진단초음파-흉부-흉벽, 흉막, 늑골 등","EB422","SEB42202","95160","","","X","X","건강보험 기준외 비급여","2023-01-01"
"160","[행위]초음파 검사료","진단초음파-흉부","진단초음파-흉부-유방·액와부 초음파","EB421","SEB421","137600","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"161","[행위]초음파영상료","진단초음파-흉부","(건강검진-비급여)진단초음파-흉부-유방·액와부 초음파/(일반)","EB421","SEB42102","137600","","","X","X","건강보험 기준외 비급여","2023-01-01"
"162","[행위]초음파 검사료","초음파 검사료","초음파영상-검사 유도목적 초음파하양수천자술","","SZ08200","90000","","","","","","2020-01-31"
"163","[행위]초음파 검사료","초음파 검사료","초음파영상-검사 유도목적/근골격계초음파,간단","","SZ09301","30000","","","","","","2020-01-31"
"164","[행위]초음파 검사료","초음파 검사료","초음파영상-검사 유도목적/근골격계초음파,복잡","","SZ09302","120000","","","","","","2020-01-31"
"165","[행위]초음파 검사료","초음파 검사료","특수초음파-기관지내시경초음파/기관지내시경초음파검사","EZ991","SZ09401","300000","","","","","","2020-01-31"
"166","[행위]초음파 검사료","초음파 검사료","특수초음파-기관지내시경초음파/기관지내시경초음파를 이용한 세침흡인술","EZ991","SZ09402","500000","","","X","","재료대별도산정","2020-01-31"
"167","[행위]초음파 검사료","초음파 검사료","특수초음파-내시경초음파/초음파 내시경검사","","SZ06201","200000","","","","","","2020-01-31"
"168","[행위]초음파 검사료","초음파 검사료","특수초음파-내시경초음파/초음파 내시경검사 [Miniprobe 이용]","","SZ06202","250000","","","","","","2020-01-31"
"169","[행위]초음파 검사료","초음파 검사료","특수초음파-내시경초음파/초음파 내시경검사 직장 [중부]","","SZ06302","80000","","","","","","2020-01-31"
"170","[행위]초음파 검사료","초음파 검사료","특수초음파-내시경초음파/초음파 내시경검사(항문)","","SZ06304","40000","","","","","","2020-01-31"
"171","[행위]초음파 검사료","특수초음파-심장","특수초음파-심장-(선천성심질환에검사 별도산정)경식도 심초음파","EB610","SEB610","117710","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"172","[행위]초음파 검사료","특수초음파-심장","특수초음파-심장-경식도 심초음파","EB611","SEB611","547390","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"173","[행위]초음파 검사료","특수초음파-심장","특수초음파-심장-심장내 초음파","EB612","SEB612","602120","","","X","X","급여 인정기준 외 실시한 경우 비급여","2023-01-01"
"174","[행위]초음파 검사료","초음파 검사료","특수초음파-혈관내초음파","EZ994","RHZ00100","200000","","","","","","2020-01-31"
"175","[행위]검사료","검사료","CHROMOSOM(AF)양수검사","","LWZ0014","426861","","","","","","2023-01-01"
"176","[행위]검사료","기능 검사료(외피, 근골 기능 검사)","관절계를 이용한 무릎관절인대검사","EZ775","HZOS00300","50000","","","","","","2023-06-15"
"177","[행위]검사료","기능검사료(시기능검사)","눈의 계측검사[편측]-레이저 간섭계 이용","E7801","SE7801","50000","","","","","","2020-01-31"
"178","[행위]검사료","기능검사료(시기능검사)","눈의 계측검사[편측]-초음파 이용 by Ultrasonography","E7800","SE7800","50000","","","","","","2020-08-31"
"179","[행위]검사료","검사료","다중수면잠복기검사","FZ702","SZ10806","513740","","","X","X","","2023-01-01"
"180","[행위]검사료","기능검사료(순환기 기능검사)","동맥경화도검사(맥파전달속도측정)-초음파 동맥경화협착폐색검사 [1부위]","EZ868","SZ07201","30000","","","","","","2020-01-31"
"181","[행위]검사료","기능검사료(순환기 기능검사)","동맥경화도검사(맥파전달속도측정)-초음파 동맥경화협착폐색검사 [2부위]","EZ868","SZ0098","50000","","","","","","2020-01-31"
"182","[행위]검사료","기능 검사료(평형 및 청각 기능검사)","동적체평형검사","FZ731","FZ00300","50000","","","","","","2023-06-15"
"183","[행위]검사료","기능 검사료(신경계기능검사)","발음 및 발성검사","FZ688","SZ10802","50000","","","","","","2020-01-31"
"184","[행위]검사료","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진 안구 운동검사 [정밀]","FZ733","SZ01503","100000","","","X","X","","2020-01-31"
"185","[행위]검사료","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진 자발안진검사(Spontaneous Nystagmus)","FZ733","SZ01601","50000","","","","","","2020-01-31"
"186","[행위]검사료","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진검사 급속안구운동(단속운동검사:Saccade test)","FZ733","SZ01602","50000","","","X","X","","2020-01-31"
"187","[행위]검사료","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진검사, 두진(두위안진검사 :Positional test)","FZ733","SZ01701","31010","","","","","","2020-01-31"
"188","[행위]검사료","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진검사, 시표추적 (시추적검:Smooth pursuit test)","FZ733","SZ01604","50000","","","","","","2020-01-31"
"189","[행위]검사료","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진검사, 주시 (주시안진검사:Gaze nystagmus)","FZ733","SZ01702","31010","","","","","","2020-01-31"
"190","[행위]검사료","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 안진검사, 체위변환(체위변환 , 두위변환검사: Dix-Hallpike test , Positioning test)","FZ733","SZ01704","51800","","","","","","2020-01-31"
"191","[행위]검사료","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 온도안진검사 (냉온교대 Caloric test)","FZ733","SZ01707","31010","","","","","","2020-01-31"
"192","[행위]검사료","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사-비디오 전기 온도안진검사 (단일:Caloric test)","FZ733","SZ01708","27000","","","","","","2020-01-31"
"193","[행위]검사료","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사/비디오 전기 안진검사, 체위변환 및 이석 정복술(체(두)위변환 및 이석치환술 :Otolith-repositioning procedure)","FZ733","SZ01705","103500","","","","","","2020-01-31"
"194","[행위]검사료","기능 검사료(평형 및 청각 기능검사)","비디오전기안진검사시운동성안진및운동후(시운동성안진 및 후안진 검사Optokinetic nystagmus and Optokinetic after-Nystgmus)","FZ732","SZ01710","50000","","","","","","2020-01-31"
"195","[행위]검사료","기능검사료","비디오전기안진검사시운동성안진및운동후(시운동성안진 및 후안진 검사Optokinetic nystagmus and Optokinetic after-Nystgmus)","FZ732","SZ01710","50000","","","","","","2020-01-31"
"196","[행위]검사료","기능검사","수면다원검사","F6290","SF6290","658700","","","X","X","","2023-01-01"
"197","[행위]검사료","기능검사료(시기능검사)","안구광학단층촬영OCT [편측]","EZ796","SEZ796","50000","","","","","급여 인정기준 외 실시한 경우 비급여","2020-01-31"
"198","[행위]검사료","양수염색체검사","양수염색체검사료","3Z2610000(심평원코드)","SZ03200+LWZ0014+SZ08200","873667","","","","","","2023-01-01"
"199","[행위]검사료","기능 검사료(신경계기능검사)","언어전반진단검사","FZ689","SZ11500","45000","","","","","","2020-01-31"
"200","[행위]검사료","검체검사료","인플루엔자 A·B 바이러스항원검사 [현장검사]","CZ394","LZ00900","25000","","","","","","2020-01-31"
"201","[행위]검사료","내시경 천자 및 생검료","입체적 유방절제생검술","CZ977","SCZ00200","1000000","","","X","","재료대별도산정","2020-01-31"
"202","[행위]검사료","","자궁경부확대촬영검사","EZ886","SZ04700","25000","","","","","","2020-01-31"
"203","[행위]검사료","기능 검사료(신경계기능검사)","자율신경계이상검사(발살바법)","SZ11201","SZ11201","30000","","","","","","2020-01-31"
"204","[행위]검사료","기능 검사료(신경계기능검사)","자율신경계이상검사(심박변이도검사)","SZ11200","SZ11200","30000","","","","","","2020-01-31"
