"대분류","EDI코드","EDI명칭","원내코드","원내명칭","비용"
"치료재료대","-","-","QD4557","452A1","219000"
"치료재료대","-","-","QD4692","452K6=5(무릎밴드식)","91000"
"치료재료대","-","-","QD4691","452K7(무릎밴드식)","29000"
"치료재료대","-","-","QD4512","453D4(더마실,더블)","93000"
"치료재료대","-","-","QD4511","453D7(더마실,싱글)","62000"
"치료재료대","-","-","QD9802","453H10(더마크린)","84000"
"치료재료대","-","-","QD9801","453H12(더마프리벤트)","96000"
"치료재료대","-","-","QD9803","453H14(더마리페어)","96000"
"치료재료대","-","-","QD6431","46","73000"
"치료재료대","-","-","QD4642","4K52(성림/국산)","86000"
"치료재료대","-","-","QD4758","4K63(성림/국산)","70000"
"치료재료대","-","-","QD4645","4R103(슬라이딩)","192000"
"치료재료대","-","-","QD4124","4R32","91000"
"치료재료대","-","-","QD4754","4R41","142000"
"치료재료대","-","-","QD4756","4R51","158000"
"치료재료대","-","-","QD4641","4R52(오토복)","171000"
"치료재료대","-","-","QD4757","4R54","135000"
"치료재료대","-","-","QD4123","4R56(고관절용)","258000"
"치료재료대","-","-","QD4643","4R72(양면/--)","80000"
"치료재료대","-","-","QD4644","4R84(양면/+-)","108000"
"치료재료대","-","-","QD4755","4R89","140000"
"치료재료대","-","-","QD2133","5""","4000"
"치료재료대","-","-","QD2123","5""","3000"
"치료재료대","-","-","QD2113","5""","2000"
"치료재료대","-","-","QD3247","52159(Hosmer)","235000"
"치료재료대","-","-","QD4751","5R1=6","76000"
"치료재료대","-","-","QD4752","5R6=2","108000"
"치료재료대","-","-","QD4753","5R6=3","120000"
"치료재료대","-","-","QA15021","(짧은)표준아래팔의지(국-재래/국-PVC미용수)","729000"
"치료재료대","-","-","QA15022","(짧은)표준아래팔의지(국-재래/국-실리콘미용수)","1648000"
"치료재료대","-","-","QA15027","(짧은)표준아래팔의지(국-재래/국-실리콘미용수/실리콘)","2395000"
"치료재료대","-","-","QA15023","(짧은)표준아래팔의지(국-재래/독-기능수/미-작업수)","1976000"
"치료재료대","-","-","QA15025","(짧은)표준아래팔의지(독일-전자의수)","11075000"
"치료재료대","-","-","QD3253","10A10","75000"
"치료재료대","-","-","QD3254","10A55","75000"
"치료재료대","-","-","QD3251","10R2","81000"
"치료재료대","-","-","QD3252","10R6","68000"
"치료재료대","-","-","QD3243","10V18","306000"
"치료재료대","-","-","QD3244","10V30","485000"
"치료재료대","-","-","QD3245","10V32","382000"
"치료재료대","-","-","QD3246","10V36","269000"
"치료재료대","-","-","QD3242","10V8","498000"
"치료재료대","-","-","QD6122","11*35","6000"
"치료재료대","-","-","QD6724","12""에어리스인서트","74000"
"치료재료대","-","-","QD3224","12A1","404000"
"치료재료대","-","-","QD3225","12K5","403000"
"치료재료대","-","-","QD3221","12R1","341000"
"치료재료대","-","-","QD3222","12R2","383000"
"치료재료대","-","-","QD3223","12R3","345000"
"치료재료대","-","-","QD3212","12S4","263000"
"치료재료대","-","-","QD3213","12S7","189000"
"치료재료대","-","-","QD3427","13E129=G300(스위치케이블)","89000"
"치료재료대","-","-","QD3425","13E188=200(밧데리연결케이블)","103000"
"치료재료대","-","-","QD3426","13E1910(스위치블럭)","109000"
"치료재료대","-","-","QD3141","15K1","89000"
"치료재료대","-","-","QD3142","15K2","89000"
"치료재료대","-","-","QD3143","15K3","106000"
"치료재료대","-","-","QD6341","16-20-R","95000"
"치료재료대","-","-","QD3226","16X13","628000"
"치료재료대","-","-","QD3227","16X14","248000"
"치료재료대","-","-","QD5124","17B20","302000"
"치료재료대","-","-","QD5142","17B62(오토복형)","162000"
"치료재료대","-","-","QD5155","17B64","53000"
"치료재료대","-","-","QD5152","17F28","119000"
"치료재료대","-","-","QD5145","17F32","71000"
"치료재료대","-","-","QD5154","17F36(오토복형)","106000"
"치료재료대","-","-","QD4658","1A31(그레이징거발)","465000"
"치료재료대","-","-","QD4660","1D35(기능1)","444000"
"치료재료대","-","-","QD4653","1H38(단축발)","171000"
"치료재료대","-","-","QD4655","1P5","237000"
"치료재료대","-","-","QD4654","1P9(피로고프)","277000"
"치료재료대","-","-","QD4657","1S49(싸치)","149000"
"치료재료대","-","-","QD6613","200*50","15000"
"치료재료대","-","-","QD6712","200*50","14000"
"치료재료대","-","-","QD3124","21A29=25(액와받침대)","43000"
"치료재료대","-","-","QD3131","21A3=1","160000"
"치료재료대","-","-","QD3132","21A3=2","162000"
"치료재료대","-","-","QD3133","21A4=1","157000"
"치료재료대","-","-","QD3134","21A4=2","160000"
"치료재료대","-","-","QD4253","21B30(extensionassist)","94000"
"치료재료대","-","-","QD4273","21Y105","104000"
"치료재료대","-","-","QD4275","21Y12","126000"
"치료재료대","-","-","QD4277","21Y15(맥)","146000"
"치료재료대","-","-","QD4278","21Y21(클릭)","168000"
"치료재료대","-","-","QD3123","21Y37(반도연결부","19000"
"치료재료대","-","-","QD4274","21Y40=40(고무)","56000"
"치료재료대","-","-","QD4276","21Y41(푸시)","143000"
"치료재료대","-","-","QD4272","21Y42=77","51000"
"치료재료대","-","-","QD6625","22""","29000"
"치료재료대","-","-","QD6826","22""","23000"
"치료재료대","-","-","QD6721","23*3/8","13000"
"치료재료대","-","-","QD6211","24""","167000"
