"구분","코드","명 ","국비","사비","계"
"질병","D091"," 기타 및 상세불명의 비뇨기관의 제자리암종  ","6","10","16"
"질병","D100"," 입술의 양성 신생물 ","1","","1"
"질병","D101"," 혀의 양성 신생물 ","4","1","5"
"질병","D103"," 기타 및 상세불명 입 부분의 양성 신생물 ","1","2","3"
"질병","D104"," 편도 양성 신생물 ","1","","1"
"질병","D105"," 입인두의 기타 부분의 양성 신생물  ","5","3","8"
"질병","D107"," 하인두의 양성 신생물 ","","1","1"
"질병","D109"," 상세불명의 인두의 양성 신생물 ","2","3","5"
"질병","D110"," 귀밑샘의 양성 신생물 ","9","6","15"
"질병","D120"," 맹장의 양성 신생물 ","12","7","19"
"질병","D121"," 충수의 양성 신생물 ","1","","1"
"질병","D122"," 상행결장의 양성 신생물 ","57","54","111"
"질병","D123"," 횡행결장의 양성 신생물  ","76","56","132"
"질병","D124"," 하행결장의 양성 신생물 ","39","23","62"
"질병","D125"," 구불결장의 양성 신생물 ","63","54","117"
"질병","D126"," 상세불명의 결장의 양성 신생물 ","4","2","6"
"질병","D127"," 직장구불결장접합부의 양성 신생물  ","2","3","5"
"질병","D128"," 직장의 양성 신생물  ","20","20","40"
"질병","D130"," 식도의 양성 신생물 ","2","","2"
"질병","D131"," 위의 양성 신생물  ","57","42","99"
"질병","D132"," 십이지장의 양성 신생물 ","4","2","6"
"질병","D135"," 간외담관의 양성 신생물 ","2","5","7"
"질병","D136"," 췌장의 양성 신생물 ","1","2","3"
"질병","D140"," 중이, 비강 및 부비동의 양성 신생물 ","3","7","10"
"질병","D141"," 후두의 양성 신생물  ","2","3","5"
"질병","D142"," 기관의 양성 신생물 ","1","","1"
"질병","D151"," 심장의 양성 신생물  ","1","1","2"
"질병","D1640"," 기타 두개안면골의 양성 신생물 ","1","","1"
"질병","D1641"," 상악안면골의 양성 신생물 ","2","","2"
"질병","D170"," 머리, 얼굴 및 목의 피부 및 피하조직의 양성 지방종성 신생물 ","5","6","11"
"질병","D171"," 몸통의 피부 및 피하조직의 양성 지방종성 신생물 ","9","11","20"
"질병","D1720"," 팔의 피부 및 피하조직의 양성 지방종성 신생물  ","3","8","11"
"질병","D1721"," 다리의 피부 및 피하조직의 양성 지방종성 신생물 ","1","2","3"
"질병","D175"," 복강내기관의 양성 지방종성 신생물 ","3","2","5"
"질병","D177"," 기타 부위의 양성 지방종성 신생물 ","1","2","3"
"질병","D1800"," 피부 및 피하조직의 혈관종 ","6","1","7"
"질병","D1802"," 간담도계의 혈관종 ","1","2","3"
"질병","D1803"," 소화계의 혈관종 ","","1","1"
"질병","D1804"," 귀, 코, 입 및 목구멍의 혈관종 ","","1","1"
"질병","D1808"," 기타 부위의 혈관종 ","3","","3"
"질병","D181"," 림프관종, 모든 부위 ","1","2","3"
"질병","D211"," 어깨를 포함한 팔의 결합조직 및 기타 연조직의 양성 신생물 ","1","2","3"
"질병","D212"," 엉덩이를 포함한 다리의 결합조직 및 기타 연조직의 양성 신생물 ","1","1","2"
"질병","D213"," 흉부의 결합조직 및 기타 연조직의 양성 신생물 ","","1","1"
"질병","D221"," 안각을 포함한 눈꺼풀의 멜라닌세포모반 ","2","","2"
"질병","D222"," 귀 및 외이도의 멜라닌세포모반 ","","1","1"
"질병","D226"," 어깨를 포함한 팔의 멜라닌세포모반 ","","1","1"
"질병","D227"," 엉덩이를 포함한 다리의 멜라닌세포모반 ","","1","1"
"질병","D229"," 상세불명의 멜라닌세포모반 ","1","1","2"
"질병","D232"," 귀 및 외이도의 피부의 양성 신생물  ","","3","3"
"질병","D235"," 몸통의 피부의 양성 신생물 ","","2","2"
"질병","D237"," 엉덩이를 포함한 다리의 피부의 양성 신생물 ","","2","2"
"질병","D2420"," 유방의 단발 양성 신생물, 오른쪽 ","","2","2"
"질병","D2421"," 유방의 단발 양성 신생물, 왼쪽 ","","3","3"
"질병","D2430"," 유방의 다발 양성 신생물, 오른쪽 ","","2","2"
"질병","D250"," 자궁의 점막하 평활근종 ","","13","13"
"질병","D251"," 자궁의 벽내 평활근종 ","1","25","26"
"질병","D252"," 자궁의 장막하 평활근종 ","","13","13"
"질병","D259"," 상세불명의 자궁의 평활근종 ","1","6","7"
"질병","D260"," 자궁경부의 기타 양성 신생물 ","","1","1"
"질병","D269"," 상세불명의 자궁의 기타 양성 신생물 ","","1","1"
"질병","D270"," 난소의 양성 신생물, 오른쪽  ","","18","18"
"질병","D271"," 난소의 양성 신생물, 왼쪽 ","","17","17"
"질병","D292"," 고환의 양성 신생물 ","","1","1"
"질병","D293"," 부고환의 양성 신생물 ","","1","1"
"질병","D3001"," 신장의 양성 신생물, 왼쪽 ","2","1","3"
"질병","D302"," 요관의 양성 신생물  ","1","1","2"
"질병","D303"," 방광의 양성 신생물 ","2","2","4"
"질병","D304"," 요도의 양성 신생물 ","1","","1"
"질병","D320"," 뇌막의 양성 신생물  ","7","3","10"
"질병","D333"," 뇌신경의 양성 신생물  ","2","3","5"
"질병","D334"," 척수의 양성 신생물 ","4","","4"
"질병","D34"," 갑상선의 양성 신생물 ","4","3","7"
"질병","D350"," 부신의 양성 신생물  ","7","17","24"
"질병","D352"," 뇌하수체의 양성 신생물 ","5","4","9"
"질병","D361"," 말초신경 및 자율신경계통의 양성 신생물 ","7","2","9"
"질병","D367"," 기타 명시된 부위의 양성 신생물  ","1","","1"
"질병","D371"," 위의 행동양식 불명 또는 미상의 신생물 ","1","2","3"
"질병","D372"," 소장의 행동양식 불명 또는 미상의 신생물 ","1","","1"
"질병","D373"," 충수의 행동양식 불명 또는 미상의 신생물 ","1","3","4"
"질병","D376"," 간, 담낭 및 담관의 행동양식 불명 또는 미상의 신생물 ","1","","1"
"질병","D377"," 기타 소화기관의 행동양식 불명 또는 미상의 신생물 ","2","5","7"
"질병","D379"," 상세불명의 소화기관의 행동양식 불명 또는 미상의 신생물 ","1","","1"
"질병","D381"," 기관, 기관지 및 폐의 행동양식 불명 또는 미상의 신생물 ","1","1","2"
"질병","D384"," 흉선의 행동양식 불명 또는 미상의 신생물 ","1","1","2"
"질병","D385"," 기타 호흡기관의 행동양식 불명 또는 미상의 신생물 ","1","","1"
"질병","D3919"," 난소의 행동양식 불명 및 미상의 신생물, 상세불명 쪽 ","","1","1"
"질병","D4101"," 신장의 행동양식 불명 또는 미상의 신생물, 왼쪽 ","1","","1"
"질병","D414"," 방광의 행동양식 불명 또는 미상의 신생물  ","2","2","4"
"질병","D421"," 척수막의 행동양식 불명 또는 미상의 신생물 ","1","","1"
"질병","D431"," 천막하 뇌의 행동양식 불명 또는 미상의 신생물 ","1","","1"
"질병","D432"," 상세불명의 뇌의 행동양식 불명 또는 미상의 신생물  ","","1","1"
"질병","D434"," 척수의 행동양식 불명 또는 미상의 신생물 ","","1","1"
"질병","D443"," 뇌하수체의 행동양식 불명 또는 미상의 신생물 ","","1","1"
"질병","D444"," 두개인두관의 행동양식 불명 또는 미상의 신생물 ","","1","1"
"질병","D45"," 진성 적혈구증가증 ","8","2","10"
"질병","D462"," 모세포과잉의 불응성 빈혈[RAEB] ","3","","3"
"질병","D465"," 다세포계 형성이상을 동반한 불응성 빈혈 ","10","9","19"
"질병","D466"," 고립성 5q 결실 염색체이상을 동반한 골수형성이상증후군 ","","1","1"
"질병","D467"," 기타 골수형성이상증후군 ","7","","7"
"질병","D469"," 상세불명의 골수형성이상증후군 ","6","","6"
"질병","D471"," 만성 골수증식질환 ","2","1","3"
"질병","D472"," 미결정의 단클론감마글로불린병증 ","1","","1"
"질병","D473"," 본태성(출혈성) 혈소판혈증 ","13","8","21"
"질병","D474"," 골수섬유증 ","1","7","8"
"질병","D481"," 결합조직 및 기타 연조직의 행동양식 불명 또는 미상의 신생물 ","1","2","3"
"질병","D4860"," 유방의 행동양식 불명 또는 미상의 신생물, 오른쪽 ","","1","1"
"질병","D500"," (만성) 실혈에 따른 이차성 철겹핍빈혈 ","18","14","32"
"질병","D508"," 기타 철결핍빈혈 ","4","5","9"
"질병","D509"," 상세불명의 철결핍빈혈 ","110","83","193"
"질병","D510"," 내인인자 결핍에 의한 비타민B12결핍빈혈 ","1","","1"
"질병","D519"," 상세불명의 비타민B12결핍빈혈 ","3","1","4"
"질병","D529"," 상세불명의 엽산결핍빈혈 ","3","4","7"
"질병","D531"," 달리 분류되지 않은 기타 거대적모구빈혈 ","3","","3"
"질병","D538"," 기타 명시된 영양성 빈혈 ","","1","1"
"질병","D539"," 상세불명의 영양성 빈혈 ","4","1","5"
"질병","D589"," 상세불명의 유전성 용혈성 빈혈 ","","1","1"
"질병","D591"," 기타 자가면역성 용혈성 빈혈 ","1","","1"
"질병","D594"," 기타 비자가면역성 용혈성 빈혈 ","1","1","2"
"질병","D611"," 약물유발 무형성빈혈 ","1","","1"
"질병","D618"," 기타 명시된 무형성빈혈 ","1","1","2"
"질병","D619"," 상세불명의 무형성빈혈 ","12","5","17"
"질병","D62"," 급성 출혈후 빈혈 ","9","10","19"
"질병","D630"," 신생물질환에서의 빈혈(C00-D48+) ","60","37","97"
"질병","D638"," 달리 분류된 기타 만성 질환에서의 빈혈 ","50","33","83"
"질병","D649"," 상세불명의 빈혈 ","40","42","82"
"질병","D65"," 파종성 혈관내응고[탈피브린증후군] ","6","1","7"
"질병","D683"," 순환 항응고제에 의한 출혈장애 ","3","1","4"
"질병","D684"," 후천성 응고인자결핍 ","1","1","2"
"질병","D690"," 알레르기자반증 ","2","3","5"
"질병","D692"," 기타 비혈소판감소성 자반 ","11","3","14"
"질병","D693"," 특발성 혈소판감소성 자반 ","6","3","9"
"질병","D695"," 이차성 혈소판감소증 ","13","9","22"
"질병","D696"," 상세불명의 혈소판감소증 ","22","5","27"
"질병","D70"," 무과립구증 ","68","21","89"
"질병","D721"," 호산구증가 ","8","9","17"
"질병","D728"," 기타 명시된 백혈구의 장애 ","6","6","12"
"질병","D735"," 비장의 경색증 ","1","1","2"
"질병","D751"," 이차성 적혈구증가증 ","","1","1"
"질병","D761"," 혈구탐식성 림프조직구증 ","","1","1"
"질병","D861"," 림프절의 사르코이드증 ","1","","1"
"질병","D868"," 기타 및 복합부위의 사르코이드증 ","1","","1"
"질병","D898"," 달리 분류되지 않은 면역메커니즘을 침범한 기타 명시된 장애 ","5","2","7"
"질병","E02"," 무증상 요오드결핍성 갑상선기능저하증 ","","2","2"
"질병","E032"," 의약품 및 기타 외인성 물질에 의한 갑상선기능저하증 ","4","","4"
"질병","E038"," 기타 명시된 갑상선기능저하증 ","1","","1"
"질병","E039"," 상세불명의 갑상선기능저하증 ","83","64","147"
"질병","E041"," 비독성 단순갑상선 결절 ","9","7","16"
"질병","E042"," 비독성 다결절성 고이터 ","8","4","12"
"질병","E049"," 상세불명의 비독성 고이터 ","1","2","3"
"질병","E050"," 미만성 고이터를 동반한 갑상선독증 ","2","3","5"
"질병","E058"," 기타 갑상선독증 ","1","1","2"
"질병","E059"," 상세불명의 갑상선독증 ","2","10","12"
"질병","E061"," 아급성 갑상선염 ","3","1","4"
"질병","E063"," 자가면역성 갑상선염 ","2","2","4"
"질병","E064"," 약물유발 갑상선염 ","1","","1"
"질병","E069"," 상세불명의 갑상선염 ","2","","2"
"질병","E078"," 기타 명시된 갑상선의 장애 ","1","","1"
"질병","E079"," 상세불명의 갑상선의 장애 ","","1","1"
"질병","E1001"," 혼수와 케토산증을 동반한 1형 당뇨병 ","1","","1"
"질병","E1010"," 케토산증을 동반한 1형 당뇨병 ","","2","2"
"질병","E1022"," 말기신장병을 동반한 1형 당뇨병(N08.3*) ","","1","1"
"질병","E1028"," 기타 및 상세불명의 신장합병증을 동반한 1형 당뇨병(N08.3*) ","1","","1"
"질병","E1031"," 당뇨병성 비증식성 망막병증을 동반한 1형 당뇨병(H36.0*) ","1","","1"
"질병","E1041"," 당뇨병성 다발신경병증을 동반한 1형 당뇨병(G63.2*) ","1","","1"
"질병","E1063"," 저혈당을 동반한 1형 당뇨병 ","2","1","3"
"질병","E1064"," 혈당조절이 되지 않은 1형 당뇨병 ","5","1","6"
"질병","E109"," 합병증을 동반하지 않은 1형 당뇨병 ","11","2","13"
"질병","E1100"," 고삼투압과 혼수를 동반한 2형 당뇨병 ","6","5","11"
"질병","E1101"," 혼수와 케토산증을 동반한 2형 당뇨병 ","","1","1"
"질병","E1110"," 케토산증을 동반한 2형 당뇨병 ","6","2","8"
"질병","E1111"," 젖산증을 동반한 2형 당뇨병 ","1","","1"
"질병","E1112"," 케토산증 및 젖산증을 동반한 2형 당뇨병 ","","1","1"
"질병","E1121"," 확정된 당뇨병성 신장병증을 동반한 2형 당뇨병(N08.3*) ","3","","3"
"질병","E1122"," 말기신장병을 동반한 2형 당뇨병(N08.3*) ","310","93","403"
"질병","E1128"," 기타 및 상세불명의 신장합병증을 동반한 2형 당뇨병(N08.3*) ","926","355","1281"
"질병","E1131"," 당뇨병성 비증식성 망막병증을 동반한 2형 당뇨병(H36.0*) ","18","2","20"
"질병","E1132"," 당뇨병성 증식성 망막병증을 동반한 2형 당뇨병(H36.0*) ","21","8","29"
"질병","E1133"," 기타 및 상세불명의 망막병증을 동반한 2형 당뇨병(H36.0*) ","24","10","34"
"질병","E1141"," 당뇨병성 다발신경병증을 동반한 2형 당뇨병(G63.2*) ","31","8","39"
"질병","E1148"," 기타 및 상세불명의 신경학적 합병증을 동반한 2형 당뇨병 ","1","1","2"
"질병","E1150"," 당뇨병성 말초혈관병증을 동반한, 괴저를 동반하지 않는 2형 당뇨병(I79.2*) ","1","","1"
"질병","E1151"," 당뇨병성 말초혈관병증을 동반한, 괴저를 동반한 2형 당뇨병(I792*) ","6","3","9"
"질병","E1161"," 피부 및 피하 조직의 합병증을 동반한 2형 당뇨병 ","1","","1"
"질병","E1163"," 저혈당을 동반한 2형 당뇨병 ","61","16","77"
"질병","E1164"," 혈당조절이 되지 않은 2형 당뇨병 ","276","141","417"
"질병","E1170"," 당뇨병성 족부궤양을 동반한 2형 당뇨병 ","21","4","25"
"질병","E1171"," 당뇨병성 족부궤양 및 괴저를 동반한 2형 당뇨병 ","54","13","67"
"질병","E1172"," 기타 및 상세불명의 당뇨병성 족부합병증을 동반한 2형 당뇨병 ","12","4","16"
"질병","E1178"," 기타 다발성 합병증을 동반한 2형 당뇨병 ","4","","4"
"질병","E118"," 상세불명의 합병증을 동반한 2형 당뇨병 ","1","1","2"
"질병","E119"," 합병증을 동반하지 않은 2형 당뇨병 ","2834","1,872","4706"
"질병","E128"," 상세불명의 합병증을 동반한 영양실조-관련 당뇨병 ","1","","1"
"질병","E1364"," 혈당조절이 되지 않은 기타 명시된 당뇨병 ","2","","2"
"질병","E139"," 합병증을 동반하지 않은 기타 명시된 당뇨병 ","","2","2"
"질병","E1400"," 고삼투압과 혼수를 동반한 상세불명의 당뇨병 ","2","","2"
"질병","E1410"," 케토산증을 동반한 상세불명의 당뇨병 ","","1","1"
"질병","E1441"," 당뇨병성 다발신경병증을 동반한 상세불명의 당뇨병(G63.2*) ","1","","1"
"질병","E1463"," 저혈당을 동반한 상세불명의 당뇨병 ","","2","2"
"질병","E1470"," 당뇨병성 족부궤양을 동반한 상세불명의 당뇨병 ","2","","2"
