년도,지역,순위,질병코드,상병명,실인원,진료과,코드그룹,국비비율
2019,광주,11,D64,기타 빈혈,5.6,혈액종양내과,D64,0.4666666666666667
2019,광주,12,C85,기타 및 상세불명 유형의 비호지킨림프종,8.125,혈액종양내과,C85,0.8125
2019,광주,12,D50,철결핍빈혈,6.428571428571429,혈액종양내과,D50,0.6428571428571429
2019,광주,14,C67,방광의 악성 신생물,5.147058823529412,혈액종양내과,C67,0.7352941176470589
2019,광주,14,C61,전립선의 악성 신생물,4.846153846153846,혈액종양내과,C61,0.6923076923076923
2019,광주,16,K63,장의 기타 질환,2.8363636363636364,혈액종양내과,K63,0.4727272727272727
2019,광주,16,C24,담도의 기타 및 상세불명 부분의 악성 신생물,3.5,혈액종양내과,C24,0.5833333333333334
2019,광주,18,C80,부위의 명시가 없는 악성 신생물,4.0,혈액종양내과,C80,0.8
2019,광주,18,C88,악성 면역증식성 질환,1.0,혈액종양내과,C88,0.2
2019,광주,20,C23,담낭의 악성 신생물,2.4,혈액종양내과,C23,0.6
2019,광주,20,D37,구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,2.8,혈액종양내과,D37,0.7
2019,광주,1,J18,상세불명 병원체의 폐렴,106.4,호흡기내과,J18,0.3546666666666667
2019,광주,2,J44,기타 만성 폐색성 폐질환,67.36842105263158,호흡기내과,J44,0.5263157894736842
2019,광주,3,J69,고체 및 액체에 의한 폐렴,50.3305785123967,호흡기내과,J69,0.4793388429752066
2019,광주,4,C34,기관지 및 폐의 악성 신생물,48.688235294117646,호흡기내과,C34,0.5235294117647059
2019,광주,5,J84,기타 간질성 폐질환,15.692307692307693,호흡기내과,J84,0.6538461538461539
2019,광주,6,J45,천식,7.4074074074074066,호흡기내과,J45,0.37037037037037035
2019,광주,7,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,6.0,호흡기내과,A16,0.375
2019,광주,7,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,8.0,호흡기내과,A15,0.5
2019,광주,9,J90,달리 분류되지 않은 흉막삼출액,1.8461538461538463,호흡기내과,J90,0.15384615384615385
2019,광주,10,A31,기타 형태의 마이코박테리아에 의한 감염,7.0,호흡기내과,A31,0.7777777777777778
2019,광주,11,J47,기관지확장증,3.0,호흡기내과,J47,0.375
2019,광주,12,J86,농흉,5.833333333333334,호흡기내과,J86,0.8333333333333334
2019,광주,12,J40,급성인지 만성인지 명시되지 않은 기관지염,3.0,호흡기내과,J40,0.42857142857142855
2019,광주,12,J01,급성 부비동염,0.7000000000000001,호흡기내과,J01,0.1
2019,광주,15,A41,기타 패혈증,1.7777777777777777,호흡기내과,A41,0.2962962962962963
2019,광주,16,J15,달리 분류되지 않은 세균성 폐렴,0.24347826086956523,호흡기내과,J15,0.06086956521739131
2019,광주,16,J21,급성 세기관지염,0.11538461538461539,호흡기내과,J21,0.028846153846153848
2019,광주,18,I50,심부전,1.2374999999999998,호흡기내과,I50,0.4125
2019,광주,18,J96,달리 분류되지 않은 호흡부전,1.0,호흡기내과,J96,0.3333333333333333
2019,광주,18,J11,바이러스가 확인되지 않은 인플루엔자,0.04918032786885246,호흡기내과,J11,0.01639344262295082
2019,광주,18,R04,기도출혈,1.5,호흡기내과,R04,0.5
2019,광주,18,I26,폐색전증,1.0909090909090908,호흡기내과,I26,0.36363636363636365
2019,대구,1,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,73.6021505376344,가정의학과,Z51,0.3978494623655914
2019,대구,2,R10,복부 및 골반 통증,0.6923076923076923,가정의학과,R10,0.6923076923076923
2019,대구,2,C43,피부의 악성 흑색종,0.5,가정의학과,C43,0.5
2019,대구,2,N17,급성 신부전,0.4666666666666667,가정의학과,N17,0.4666666666666667
2019,대구,2,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,0.6756756756756757,가정의학과,J10,0.6756756756756757
2019,대구,1,I20,협심증,394.46610169491527,내과,I20,0.7387005649717514
2019,대구,2,E11,2형 당뇨병,252.88984509466437,내과,E11,0.7246127366609294
2019,대구,3,J18,상세불명 병원체의 폐렴,91.82608695652175,내과,J18,0.5739130434782609
2019,대구,4,I48,심방세동 및 조동,103.4932735426009,내과,I48,0.7040358744394619
2019,대구,5,R07,목구멍 및 가슴의 통증,76.21804511278195,내과,R07,0.6992481203007519
2019,대구,6,I70,죽상경화증,66.06766917293233,내과,I70,0.7593984962406015
2019,대구,6,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,50.21951219512195,내과,A09,0.5772357723577236
2019,대구,8,N18,만성 신장병,56.06329113924051,내과,N18,0.6518987341772152
2019,대구,9,J44,기타 만성 폐색성 폐질환,46.601941747572816,내과,J44,0.7281553398058253
2019,대구,10,I50,심부전,29.454545454545453,내과,I50,0.5454545454545454
2019,대구,11,R53,병감 및 피로,33.04347826086956,내과,R53,0.8260869565217391
2019,대구,12,J15,달리 분류되지 않은 세균성 폐렴,17.660377358490567,내과,J15,0.4528301886792453
2019,대구,13,I21,급성 심근경색증,11.826086956521738,내과,I21,0.3695652173913043
2019,대구,14,I49,기타 심장부정맥,20.666666666666664,내과,I49,0.6666666666666666
2019,대구,14,I10,본태성(원발성) 고혈압,22.488439306358384,내과,I10,0.7254335260115607
2019,대구,16,I25,만성 허혈심장병,12.169014084507042,내과,I25,0.5070422535211268
2019,대구,17,D13,기타 및 부위불명의 소화계통의 양성 신생물,14.91891891891892,내과,D13,0.6486486486486487
2019,대구,18,J69,고체 및 액체에 의한 폐렴,12.222222222222223,내과,J69,0.5555555555555556
2019,대구,19,E10,1형 당뇨병,12.307692307692308,내과,E10,0.6153846153846154
2019,대구,20,C22,간 및 간내 담관의 악성 신생물,10.46938775510204,내과,C22,0.5510204081632653
2019,대구,1,Z03,의심되는 질병 및 병태를 위한 의학적 관찰 및 평가,92.94871794871796,비뇨의학과,Z03,0.6410256410256411
2019,대구,2,N40,전립선증식증,76.66666666666666,비뇨의학과,N40,0.6666666666666666
2019,대구,3,C61,전립선의 악성 신생물,64.04255319148936,비뇨의학과,C61,0.6099290780141844
2019,대구,4,N39,비뇨계통의 기타 장애,40.0,비뇨의학과,N39,0.449438202247191
2019,대구,5,C67,방광의 악성 신생물,24.75,비뇨의학과,C67,0.75
2019,대구,6,D09,기타 및 상세불명 부위의 제자리암종,27.125,비뇨의학과,D09,0.875
2019,대구,7,N10,급성 세뇨관-간질신장염,2.4285714285714284,비뇨의학과,N10,0.14285714285714285
2019,대구,8,N43,음낭수종 및 정액류,6.75,비뇨의학과,N43,0.75
2019,대구,9,N35,요도협착,6.363636363636363,비뇨의학과,N35,0.9090909090909091
2019,대구,10,N30,방광염,3.4285714285714284,비뇨의학과,N30,0.5714285714285714
2019,대구,10,R31,상세불명의 혈뇨,3.8571428571428577,비뇨의학과,R31,0.6428571428571429
2019,대구,10,N32,방광의 기타 장애,4.666666666666667,비뇨의학과,N32,0.7777777777777778
2019,대구,10,N45,고환염 및 부고환염,3.3333333333333335,비뇨의학과,N45,0.5555555555555556
2019,대구,14,N21,하부요로의 결석,2.2727272727272725,비뇨의학과,N21,0.45454545454545453
2019,대구,15,N20,신장 및 요관의 결석,3.111111111111111,비뇨의학과,N20,0.7777777777777778
2019,대구,15,R33,소변정체,1.7142857142857142,비뇨의학과,R33,0.42857142857142855
2019,대구,15,Z54,회복기,1.5,비뇨의학과,Z54,0.375
2019,대구,18,D41,비뇨기관의 행동양식 불명 또는 미상의 신생물,1.7999999999999998,비뇨의학과,D41,0.6
2019,대구,19,Z48,기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,1.1818181818181819,비뇨의학과,Z48,0.5909090909090909
2019,대구,19,T88,달리 분류되지 않은 외과적 및 내과적 치료의 기타 합병증,0.0,비뇨의학과,T88,0.0
2019,대구,1,J18,상세불명 병원체의 폐렴,1.1478260869565218,소아청소년과,J18,0.5739130434782609
2019,대구,2,N39,비뇨계통의 기타 장애,0.449438202247191,소아청소년과,N39,0.449438202247191
2019,대구,2,B02,대상포진,0.5454545454545454,소아청소년과,B02,0.5454545454545454
2019,대구,2,J20,급성 기관지염,0.5555555555555556,소아청소년과,J20,0.5555555555555556
2019,대구,2,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,0.5772357723577236,소아청소년과,A09,0.5772357723577236
2019,대구,2,R50,기타 및 원인미상의 열,0.4166666666666667,소아청소년과,R50,0.4166666666666667
2019,대구,2,D18,모든 부위의 혈관종 및 림프관종,0.75,소아청소년과,D18,0.75
2019,대구,1,I63,뇌경색증,33.27536231884058,신경과,I63,0.5942028985507246
2019,대구,2,G81,편마비,4.318181818181818,신경과,G81,0.8636363636363636
2019,대구,3,R42,어지럼증 및 어지럼,1.736842105263158,신경과,R42,0.5789473684210527
2019,대구,3,H81,전정기능의 장애,1.25,신경과,H81,0.4166666666666667
2019,대구,3,R51,두통,2.0769230769230766,신경과,R51,0.6923076923076923
2019,대구,6,G22,달리 분류된 질환에서의 파킨슨증,1.0,신경과,G22,1.0
2019,대구,6,M54,등통증,0.7777777777777778,신경과,M54,0.7777777777777778
2019,대구,6,G12,척수성 근위축 및 관련 증후군,0.0,신경과,G12,0.0
2019,대구,6,G20,파킨슨병,0.7,신경과,G20,0.7
2019,대구,6,A87,바이러스수막염,0.0,신경과,A87,0.0
2019,대구,6,R55,실신 및 허탈,0.6875,신경과,R55,0.6875
2019,대구,1,M48,기타 척추병증,167.38040345821324,신경외과,M48,0.6945244956772334
2019,대구,2,S32,요추 및 골반의 골절,42.17391304347826,신경외과,S32,0.43478260869565216
2019,대구,3,M51,기타 추간판장애,66.9375,신경외과,M51,0.74375
2019,대구,4,S22,"늑골, 흉골 및 흉추의 골절",11.5,신경외과,S22,0.3026315789473684
2019,대구,5,S06,두개내손상,12.16,신경외과,S06,0.64
2019,대구,5,M96,달리 분류되지 않은 처치후 근골격장애,15.041666666666666,신경외과,M96,0.7916666666666666
2019,대구,7,M43,기타 변형성 등병증,10.0,신경외과,M43,0.6666666666666666
2019,대구,8,M50,경추간판장애,9.130434782608695,신경외과,M50,0.9130434782608695
2019,대구,9,Z48,기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,4.7272727272727275,신경외과,Z48,0.5909090909090909
2019,대구,9,I62,기타 비외상성 두개내출혈,5.6,신경외과,I62,0.7
2019,대구,11,G82,하반신마비 및 사지마비,2.307692307692308,신경외과,G82,0.38461538461538464
2019,대구,11,Z54,회복기,2.25,신경외과,Z54,0.375
2019,대구,11,M46,기타 염증성 척추병증,4.5,신경외과,M46,0.75
2019,대구,14,I61,뇌내출혈,2.4,신경외과,I61,0.6
2019,대구,14,S33,"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",1.0,신경외과,S33,0.25
2019,대구,14,I67,기타 뇌혈관질환,1.6470588235294117,신경외과,I67,0.4117647058823529
2019,대구,14,G81,편마비,3.4545454545454546,신경외과,G81,0.8636363636363636
2019,대구,14,D35,기타 및 상세불명의 내분비선의 양성 신생물,4.0,신경외과,D35,1.0
2019,대구,19,D43,뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물,0.0,신경외과,D43,0.0
2019,대구,20,G91,수두증,2.0,신경외과,G91,1.0
2019,대구,20,C71,뇌의 악성 신생물,1.6,신경외과,C71,0.8
2019,대구,20,I60,지주막하출혈,1.3333333333333333,신경외과,I60,0.6666666666666666
2019,대구,20,C79,기타 및 상세불명 부위의 이차성 악성 신생물,1.2,신경외과,C79,0.6
2019,대구,20,S01,머리의 열린상처,1.1428571428571428,신경외과,S01,0.5714285714285714
2019,대구,1,H25,노년백내장,428.1701492537314,안과,H25,0.6477611940298508
2019,대구,2,H40,녹내장,11.227272727272727,안과,H40,0.8636363636363636
2019,대구,3,H11,결막의 기타 장애,7.0,안과,H11,0.7777777777777778
2019,대구,4,H02,눈꺼풀의 기타 장애,4.285714285714286,안과,H02,0.7142857142857143
2019,대구,5,H35,기타 망막장애,3.2,안과,H35,0.8
2019,대구,6,H43,유리체의 장애,3.0,안과,H43,1.0
2019,대구,7,H05,안와의 장애,2.0,안과,H05,1.0
2019,대구,7,B00,헤르페스바이러스[단순헤르페스] 감염,0.0,안과,B00,0.0
2019,대구,9,H50,기타 사시,1.0,안과,H50,1.0
2019,대구,9,H04,눈물계통의 장애,0.5,안과,H04,0.5
2019,대구,9,S01,머리의 열린상처,0.5714285714285714,안과,S01,0.5714285714285714
2019,대구,9,D31,눈 및 부속기의 양성 신생물,1.0,안과,D31,1.0
2019,대구,9,H27,수정체의 기타 장애,1.0,안과,H27,1.0
2019,대구,1,K80,담석증,23.454545454545453,외과,K80,0.5454545454545454
2019,대구,2,K40,사타구니탈장,25.914893617021278,외과,K40,0.6170212765957447
2019,대구,3,S22,"늑골, 흉골 및 흉추의 골절",5.144736842105263,외과,S22,0.3026315789473684
2019,대구,4,I83,하지의 정맥류,3.4285714285714284,외과,I83,0.2857142857142857
2019,대구,5,K35,급성 충수염,4.3076923076923075,외과,K35,0.5384615384615384
2019,대구,5,K81,담낭염,4.266666666666667,외과,K81,0.5333333333333333
2019,대구,7,K56,탈장이 없는 마비성 장폐색증 및 장폐색,4.375,외과,K56,0.625
2019,대구,8,Z54,회복기,1.875,외과,Z54,0.375
2019,대구,9,K82,담낭의 기타 질환,3.3333333333333335,외과,K82,0.8333333333333334
2019,대구,9,K64,치핵 및 항문주위정맥혈전증,2.0,외과,K64,0.5
2019,대구,9,L72,피부 및 피하조직의 모낭낭,4.0,외과,L72,1.0
2019,대구,12,K65,복막염,1.2857142857142856,외과,K65,0.42857142857142855
2019,대구,12,L02,"피부의 농양, 종기 및 큰종기",2.25,외과,L02,0.75
2019,대구,12,D13,기타 및 부위불명의 소화계통의 양성 신생물,1.945945945945946,외과,D13,0.6486486486486487
2019,대구,15,K61,항문 및 직장부의 농양,1.0,외과,K61,0.5
2019,대구,15,Z08,악성 신생물에 대한 치료후 추적검사,1.6,외과,Z08,0.8
2019,대구,15,K60,항문 및 직장부의 열창 및 누공,1.6,외과,K60,0.8
2019,대구,15,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",1.0416666666666667,외과,D12,0.5208333333333334
2019,대구,15,C16,위의 악성 신생물,0.8333333333333334,외과,C16,0.4166666666666667
2019,대구,15,T21,몸통의 화상 및 부식,2.0,외과,T21,1.0
2019,대구,15,D17,양성 지방종성 신생물,1.0769230769230769,외과,D17,0.5384615384615384
2019,대구,1,J33,코폴립,3.0,이비인후과,J33,0.42857142857142855
2019,대구,2,H91,기타 청력소실,3.0,이비인후과,H91,0.6
2019,대구,3,J34,코 및 비동의 기타 장애,0.0,이비인후과,J34,0.0
2019,대구,4,H81,전정기능의 장애,0.8333333333333334,이비인후과,H81,0.4166666666666667
2019,대구,4,J32,만성 부비동염,1.5,이비인후과,J32,0.75
2019,대구,6,J35,편도 및 아데노이드의 만성 질환,0.0,이비인후과,J35,0.0
2019,대구,6,K12,구내염 및 관련 병변,0.5,이비인후과,K12,0.5
2019,대구,6,J36,편도주위농양,1.0,이비인후과,J36,1.0
2019,대구,6,H90,전음성 및 감각신경성 청력소실,1.0,이비인후과,H90,1.0
2019,대구,6,R42,어지럼증 및 어지럼,0.5789473684210527,이비인후과,R42,0.5789473684210527
2019,대구,6,J03,급성 편도염,0.6666666666666666,이비인후과,J03,0.6666666666666666
2019,대구,6,J02,급성 인두염,0.5,이비인후과,J02,0.5
2019,대구,1,M51,기타 추간판장애,14.13125,재활의학과,M51,0.74375
2019,대구,2,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,7.674418604651163,재활의학과,Z50,0.7674418604651163
2019,대구,3,M48,기타 척추병증,4.861671469740633,재활의학과,M48,0.6945244956772334
2019,대구,4,M50,경추간판장애,3.652173913043478,재활의학과,M50,0.9130434782608695
2019,대구,5,M47,척추증,2.0,재활의학과,M47,1.0
2019,대구,6,G60,유전성 및 특발성 신경병증,1.0,재활의학과,G60,1.0
2019,대구,6,M19,기타 관절증,0.6086956521739131,재활의학과,M19,0.6086956521739131
2019,대구,6,M54,등통증,0.7777777777777778,재활의학과,M54,0.7777777777777778
2019,대구,6,M06,기타 류마티스관절염,0.0,재활의학과,M06,0.0
2019,대구,6,M75,어깨병변,0.5862068965517241,재활의학과,M75,0.5862068965517241
2019,대구,6,G56,팔의 단일신경병증,0.8235294117647058,재활의학과,G56,0.8235294117647058
2019,대구,6,S14,목부위의 신경 및 척수의 손상,0.0,재활의학과,S14,0.0
2019,대구,6,M81,병적 골절이 없는 골다공증,0.6486486486486487,재활의학과,M81,0.6486486486486487
2019,대구,6,G62,기타 다발신경병증,0.8,재활의학과,G62,0.8
2019,대구,6,I73,기타 말초혈관질환,0.5652173913043478,재활의학과,I73,0.5652173913043478
2019,대구,1,M17,무릎관절증,44.82386363636363,정형외과,M17,0.2784090909090909
2019,대구,2,M75,어깨병변,60.37931034482758,정형외과,M75,0.5862068965517241
